"name","pos","name_actual","team_actual","positionRank_actual","overallRank_actual","pts_actual","passAtt_actual","passComp_actual","passYds_actual","passTds_actual","passInt_actual","rushAtt_actual","rushYds_actual","rushTds_actual","rec_actual","recYds_actual","recTds_actual","returnTds_actual","twoPts_actual","fumbles_actual"
"DEANGELOWILLIAMS","RB","DeAngelo Williams","PIT",1,1,34.8,4,NA,NA,NA,NA,24,143,2,2,55,0,0,1,NA
"AARONRODGERS","QB","Aaron Rodgers","GB",1,2,34.74,NA,NA,376,4,0,3,17,0,NA,NA,NA,0,1,0
"CAMNEWTON","QB","Cam Newton","CAR",2,3,34.58,NA,NA,297,3,1,9,57,1,NA,NA,NA,NA,NA,NA
"MARCUSMARIOTA","QB","Marcus Mariota","TEN",3,4,33.34,NA,NA,371,4,0,1,5,0,NA,NA,NA,0,1,0
"DREWBREES","QB","Drew Brees","NO",4,5,32.46,NA,NA,389,3,1,3,-1,1,NA,NA,NA,NA,NA,NA
"ANTONIOBROWN","WR","Antonio Brown","PIT",1,6,30.9,22,NA,NA,NA,NA,2,22,0,16,227,0,0,0,1
"LAMARMILLER","RB","Lamar Miller","MIA",2,7,29.6,7,NA,NA,NA,NA,12,44,2,7,97,0,NA,NA,NA
"DELANIEWALKER","TE","Delanie Walker","TEN",1,8,27,8,NA,NA,NA,NA,NA,NA,NA,7,95,2,0,1,NA
"SAMMYWATKINS","WR","Sammy Watkins","BUF",2,9,26.8,8,NA,NA,NA,NA,NA,NA,NA,8,168,1,NA,NA,NA
"TYLEREIFERT","TE","Tyler Eifert","CIN",2,10,25.8,6,NA,0,0,0,0,0,0,5,53,3,0,0,0
"KARLOSWILLIAMS","RB","Karlos Williams","BUF",3,11,23,NA,NA,NA,NA,NA,9,110,2,NA,NA,NA,NA,NA,NA
"BLAKEBORTLES","QB","Blake Bortles","JAX",5,12,22.44,NA,NA,381,2,2,4,32,0,NA,NA,NA,NA,NA,1
"BENROETHLISBERGER","QB","Ben Roethlisberger","PIT",6,13,22.36,NA,NA,334,2,1,NA,NA,NA,NA,NA,NA,0,1,NA
"ANDYDALTON","QB","Andy Dalton","CIN",7,14,21.86,0,NA,234,3,0,6,5,0,0,0,0,0,0,0
