"name","pos","name_actual","team_actual","positionRank_actual","overallRank_actual","pts_actual","passAtt_actual","passComp_actual","passYds_actual","passTds_actual","passInt_actual","rushAtt_actual","rushYds_actual","rushTds_actual","rec_actual","recYds_actual","recTds_actual","returnTds_actual","twoPts_actual","fumbles_actual"
"LESEANMCCOY","RB","LeSean McCoy","BUF",1,1,18.4,5,NA,0,0,0,19,112,0,5,47,0,0,0,0
"ERICDECKER","WR","Eric Decker","NYJ",1,2,17.5,11,NA,0,0,0,0,0,0,6,85,1,0,0,0
"RYANFITZPATRICK","QB","Ryan Fitzpatrick","NYJ",1,3,16.72,0,NA,193,2,2,3,30,0,0,0,0,0,0,0
"CHRISIVORY","RB","Chris Ivory","NYJ",2,4,12.5,3,NA,0,0,0,18,99,0,2,36,0,0,0,1
"TYRODTAYLOR","QB","Tyrod Taylor","BUF",2,5,11.52,0,NA,158,1,0,6,12,0,0,0,0,0,0,0
"KARLOSWILLIAMS","RB","Karlos Williams","BUF",3,6,11.5,1,NA,0,0,0,7,24,0,1,26,1,0,0,0
"BRANDONMARSHALL","WR","Brandon Marshall","NYJ",2,7,9.8,10,NA,0,0,0,0,0,0,3,23,1,0,0,0
"CHARLESCLAY","TE","Charles Clay","BUF",1,8,7.7,6,NA,0,0,0,0,0,0,5,52,0,0,0,0
"ROBERTWOODS","WR","Robert Woods","BUF",3,9,3.4,7,NA,0,0,0,0,0,0,3,19,0,0,0,0
"SAMMYWATKINS","WR","Sammy Watkins","BUF",4,10,2.9,7,NA,0,0,0,0,0,0,3,14,0,0,0,0
"DEVINSMITH","WR","Devin Smith","NYJ",5,11,0.7,1,NA,0,0,0,0,0,0,1,22,0,0,0,1
"PERCYHARVIN","WR","Percy Harvin","BUF",6,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BILALPOWELL","RB","Bilal Powell","NYJ",4,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZACSTACY","RB","Zac Stacy","NYJ",4,12,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0
"CHRISHOGAN","WR","Chris Hogan","BUF",6,12,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0
"EJMANUEL","QB","EJ Manuel","BUF",3,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GENOSMITH","QB","Geno Smith","NYJ",3,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BOOBIEDIXON","RB","Boobie Dixon","BUF",4,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JONATHONRUMPH","WR","Jonathon Rumph","NYJ",6,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CALEBHOLLEY","WR","Caleb Holley","BUF",6,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COREYKNOX","RB","Corey Knox","BUF",4,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RICKYSEALE","RB","Ricky Seale","BUF",4,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARTHURWILLIAMS","WR","Arthur Williams","NYJ",6,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STEVANRIDLEY","RB","Stevan Ridley","NYJ",9,24,-0.1,0,NA,0,0,0,3,-1,0,0,0,0,0,0,0
"GREGOLSEN","TE","Greg Olsen","CAR",2,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RANDALLCOBB","WR","Randall Cobb","GB",11,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANTONIOBROWN","WR","Antonio Brown","PIT",12,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEANDREHOPKINS","WR","DeAndre Hopkins","HOU",13,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JULIOJONES","WR","Julio Jones","ATL",14,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AJGREEN","WR","A.J. Green","CIN",15,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AARONRODGERS","QB","Aaron Rodgers","GB",5,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARSHAWNLYNCH","RB","Marshawn Lynch","SEA",10,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADRIANPETERSON","RB","Adrian Peterson","MIN",11,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEMARYIUSTHOMAS","WR","Demaryius Thomas","DEN",16,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ROBGRONKOWSKI","TE","Rob Gronkowski","NE",3,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CALVINJOHNSON","WR","Calvin Johnson","DET",17,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ODELLBECKHAM","WR","Odell Beckham Jr.","NYG",18,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JUSTINFORSETT","RB","Justin Forsett","BAL",12,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALSHONJEFFERY","WR","Alshon Jeffery","CHI",19,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATTFORTE","RB","Matt Forte","CHI",13,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEMARCOMURRAY","RB","DeMarco Murray","PHI",14,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DREWBREES","QB","Drew Brees","NO",6,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EMMANUELSANDERS","WR","Emmanuel Sanders","DEN",20,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEZBRYANT","WR","Dez Bryant","DAL",21,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JULIANEDELMAN","WR","Julian Edelman","NE",22,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOMBRADY","QB","Tom Brady","NE",7,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARKINGRAM","RB","Mark Ingram","NO",15,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TODDGURLEY","RB","Todd Gurley","STL",16,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMARICOOPER","WR","Amari Cooper","OAK",23,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRANDINCOOKS","WR","Brandin Cooks","NO",24,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEVONTAFREEMAN","RB","Devonta Freeman","ATL",17,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TYHILTON","WR","T.Y. Hilton","IND",25,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALLENROBINSON","WR","Allen Robinson","JAX",26,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAMNEWTON","QB","Cam Newton","CAR",8,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MIKEEVANS","WR","Mike Evans","TB",27,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LARRYFITZGERALD","WR","Larry Fitzgerald","ARI",28,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAMARMILLER","RB","Lamar Miller","MIA",18,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
