"name","pos","name_actual","team_actual","positionRank_actual","overallRank_actual","pts_actual","passAtt_actual","passComp_actual","passYds_actual","passTds_actual","passInt_actual","rushAtt_actual","rushYds_actual","rushTds_actual","rec_actual","recYds_actual","recTds_actual","returnTds_actual","twoPts_actual","fumbles_actual"
"RYANFITZPATRICK","QB","Ryan Fitzpatrick","NYJ",1,1,18.98,NA,NA,272,2,0,2,1,0,NA,NA,NA,NA,NA,NA
"DEVINFUNCHESS","WR","Devin Funchess","CAR",1,2,14.6,3,NA,NA,NA,NA,NA,NA,NA,3,71,1,NA,NA,NA
"TEDDYBRIDGEWATER","QB","Teddy Bridgewater","MIN",2,3,14.46,NA,NA,144,0,1,3,17,1,NA,NA,NA,0,1,NA
"BRYANWALTERS","WR","Bryan Walters","JAX",2,4,13.9,7,NA,NA,NA,NA,NA,NA,NA,5,54,1,0,0,NA
"JOHNNYMANZIEL","QB","Johnny Manziel","CLE",3,5,13.82,0,NA,168,1,0,4,31,0,0,0,0,0,0,0
"MOHAMEDSANU","WR","Mohamed Sanu","CIN",3,6,12.5,3,NA,0,0,0,1,25,1,3,25,0,0,0,0
"KIRKCOUSINS","QB","Kirk Cousins","WAS",4,7,11.68,NA,NA,217,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRANDONBOLDEN","RB","Brandon Bolden","NE",1,8,11.4,4,NA,NA,NA,NA,1,12,0,3,27,1,NA,NA,NA
"COREYBROWN","WR","Corey Brown","CAR",4,9,10.8,4,NA,NA,NA,NA,1,-12,0,2,50,1,NA,NA,NA
"JERRICHOCOTCHERY","WR","Jerricho Cotchery","CAR",5,10,9.7,6,NA,NA,NA,NA,NA,NA,NA,3,82,0,NA,NA,NA
"JOSHHILL","TE","Josh Hill","NO",1,11,9.1,2,NA,NA,NA,NA,NA,NA,NA,2,21,1,NA,NA,NA
"KENNYSTILLS","WR","Kenny Stills","MIA",6,12,8.9,5,NA,NA,NA,NA,NA,NA,NA,3,74,0,NA,NA,NA
"KENNYBRITT","WR","Kenny Britt","STL",7,13,8.8,4,NA,NA,NA,NA,NA,NA,NA,2,78,0,NA,NA,NA
"SETHROBERTS","WR","Seth Roberts","OAK",7,13,8.8,4,NA,NA,NA,NA,NA,NA,NA,3,73,0,NA,NA,NA
"HARRYDOUGLAS","WR","Harry Douglas","TEN",9,15,8.6,4,NA,NA,NA,NA,NA,NA,NA,4,66,0,NA,NA,NA
"JUSTINHUNTER","WR","Justin Hunter","TEN",10,16,8.2,2,NA,NA,NA,NA,NA,NA,NA,2,12,1,NA,NA,NA
"JAMISONCROWDER","WR","Jamison Crowder","WAS",11,17,8,8,NA,NA,NA,NA,NA,NA,NA,6,50,0,0,0,0
"ISAIAHCROWELL","RB","Isaiah Crowell","CLE",2,18,7.9,4,NA,0,0,0,10,38,0,3,26,0,0,0,0
"BRANDONCOLEMAN","WR","Brandon Coleman","NO",12,19,6.8,3,NA,NA,NA,NA,NA,NA,NA,2,58,0,NA,NA,NA
"CLIVEWALFORD","TE","Clive Walford","OAK",2,20,6.6,3,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
"NICKFOLES","QB","Nick Foles","STL",5,21,6.16,NA,NA,149,0,0,1,2,0,NA,NA,NA,NA,NA,NA
"DANNYAMENDOLA","WR","Danny Amendola","NE",13,22,5.2,5,NA,NA,NA,NA,1,8,0,4,24,0,0,0,NA
"DWAYNEBOWE","WR","Dwayne Bowe","CLE",14,23,4.6,5,NA,0,0,0,0,0,0,3,31,0,0,0,0
"JAYAJAYI","RB","Jay Ajayi","MIA",3,24,4.1,NA,NA,NA,NA,NA,5,41,0,NA,NA,NA,NA,NA,NA
"ANTHONYFASANO","TE","Anthony Fasano","TEN",3,25,3.8,2,NA,NA,NA,NA,NA,NA,NA,2,28,0,NA,NA,NA
"JEREMYKERLEY","WR","Jeremy Kerley","NYJ",15,26,3.2,3,NA,NA,NA,NA,NA,NA,NA,2,22,0,0,0,NA
"CHARLESJOHNSON","WR","Charles Johnson","MIN",16,27,3,2,NA,NA,NA,NA,NA,NA,NA,1,25,0,NA,NA,NA
"ZACSTACY","RB","Zac Stacy","NYJ",4,28,2.4,3,NA,NA,NA,NA,1,3,0,1,16,0,NA,NA,NA
"JERICKMCKINNON","RB","Jerick McKinnon","MIN",5,29,2.1,2,NA,NA,NA,NA,0,0,0,2,11,0,NA,NA,NA
"MARCELREECE","RB","Marcel Reece","OAK",6,30,1.7,NA,NA,NA,NA,NA,2,17,0,NA,NA,NA,NA,NA,NA
"MYCHALRIVERA","TE","Mychal Rivera","OAK",4,31,1.3,1,NA,NA,NA,NA,NA,NA,NA,1,8,0,NA,NA,NA
"MYCOLEPRUITT","TE","MyCole Pruitt","MIN",5,32,1.1,2,NA,NA,NA,NA,NA,NA,NA,1,6,0,NA,NA,NA
"NICJACOBS","TE","Nic Jacobs","JAX",5,32,1.1,1,NA,NA,NA,NA,NA,NA,NA,1,6,0,NA,NA,NA
"ALFREDMORRIS","RB","Alfred Morris","WAS",7,34,1,NA,NA,NA,NA,NA,4,10,0,NA,NA,NA,NA,NA,NA
"SCOTTCHANDLER","TE","Scott Chandler","NE",7,34,1,3,NA,NA,NA,NA,NA,NA,NA,1,5,0,NA,NA,NA
"TAYLORGABRIEL","WR","Taylor Gabriel","CLE",17,36,0.8,6,NA,0,0,0,0,0,0,1,3,0,0,0,0
"BRADLEYMARQUEZ","WR","Bradley Marquez","STL",17,36,0.8,1,NA,NA,NA,NA,NA,NA,NA,1,3,0,NA,NA,NA
"MIKETOLBERT","RB","Mike Tolbert","CAR",8,38,0.5,NA,NA,NA,NA,NA,2,5,0,NA,NA,NA,NA,NA,NA
"BRIANQUICK","WR","Brian Quick","STL",19,39,0.4,2,NA,NA,NA,NA,NA,NA,NA,1,-1,0,NA,NA,NA
"TREMASON","RB","Tre Mason","STL",9,39,0.4,1,NA,NA,NA,NA,3,3,0,1,-4,0,NA,NA,NA
"MARKUSWHEATON","WR","Markus Wheaton","PIT",20,41,0.3,4,NA,NA,NA,NA,NA,NA,NA,1,-2,0,NA,NA,NA
"DENARDROBINSON","RB","Denard Robinson","JAX",10,42,0.2,1,NA,NA,NA,NA,1,2,0,0,0,0,NA,NA,NA
"LEVEONBELL","RB","Le'Veon Bell","PIT",11,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BISHOPSANKEY","RB","Bishop Sankey","TEN",11,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PERCYHARVIN","WR","Percy Harvin","BUF",21,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JORDYNELSON","WR","Jordy Nelson","GB",21,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KELVINBENJAMIN","WR","Kelvin Benjamin","CAR",21,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOSHMCCOWN","QB","Josh McCown","CLE",6,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAREDCOOK","TE","Jared Cook","STL",8,43,0,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"DEVANTEPARKER","WR","DeVante Parker","MIA",21,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TYMONTGOMERY","WR","Ty Montgomery","GB",21,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BILALPOWELL","RB","Bilal Powell","NYJ",11,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ROYHELU","RB","Roy Helu Jr.","OAK",11,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BENNYCUNNINGHAM","RB","Benny Cunningham","STL",11,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KHIRYROBINSON","RB","Khiry Robinson","NO",11,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DARRIUSHEYWARDBEY","WR","Darrius Heyward-Bey","WAR",21,43,0,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"JONASGRAY","RB","Jonas Gray","MIA",11,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ROBERTGRIFFIN","QB","Robert Griffin III","WAS",6,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANDREHOLMES","WR","Andre Holmes","OAK",21,43,0,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"MATTASIATA","RB","Matt Asiata","MIN",11,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOSHGORDON","WR","Josh Gordon","CLE",21,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHRISHOGAN","WR","Chris Hogan","BUF",21,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANDREWHAWKINS","WR","Andrew Hawkins","CLE",21,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LANDRYJONES","QB","Landry Jones","PIT",6,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REGGIEWAYNE","WR","Reggie Wayne","NE",21,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MIKEVICK","QB","Mike Vick","PIT",6,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
