"name","pos","name_actual","team_actual","positionRank_actual","overallRank_actual","pts_actual","passAtt_actual","passComp_actual","passYds_actual","passTds_actual","passInt_actual","rushAtt_actual","rushYds_actual","rushTds_actual","rec_actual","recYds_actual","recTds_actual","returnTds_actual","twoPts_actual","fumbles_actual"
"TAVONAUSTIN","WR","Tavon Austin","STL",1,1,20.8,3,NA,0,0,0,4,32,1,3,41,1,0,0,0
"MIKEEVANS","WR","Mike Evans","TB",2,2,20.2,17,NA,0,0,0,0,0,0,9,157,0,0,0,0
"JAMEISWINSTON","QB","Jameis Winston","TB",1,3,20.02,0,NA,363,2,1,2,5,0,0,0,0,0,0,1
"BILALPOWELL","RB","Bilal Powell","NYJ",1,4,17.4,7,NA,0,0,0,6,25,1,7,54,0,0,0,0
"CASEKEENUM","QB","Case Keenum","STL",2,5,17.06,0,NA,234,2,0,3,-3,0,0,0,0,0,0,0
"RYANFITZPATRICK","QB","Ryan Fitzpatrick","NYJ",3,6,16.26,0,NA,299,1,1,5,13,0,0,0,0,0,0,0
"TODDGURLEY","RB","Todd Gurley","STL",2,7,14.9,2,NA,0,0,0,21,48,1,2,31,0,0,0,0
"ERICDECKER","WR","Eric Decker","NYJ",3,8,14.5,10,NA,0,0,0,0,0,0,6,55,1,0,0,0
"KENNYBRITT","WR","Kenny Britt","STL",4,9,14.1,2,NA,0,0,0,0,0,0,2,71,1,0,0,0
"DEZBRYANT","WR","Dez Bryant","DAL",5,10,13,9,NA,0,0,0,0,0,0,4,50,1,0,0,0
"DARRENMCFADDEN","RB","Darren McFadden","DAL",3,11,12.3,3,NA,0,0,0,16,100,0,2,13,0,0,0,0
"AUSTINSEFERIANJENKINS","TE","Austin Seferian-Jenkins","RIA",1,12,10.4,6,NA,0,0,0,0,0,0,3,29,1,0,0,0
"DOUGMARTIN","RB","Doug Martin","TB",4,13,10.2,2,NA,0,0,0,18,91,0,1,6,0,0,0,0
"BRANDONMARSHALL","WR","Brandon Marshall","NYJ",6,14,9.4,7,NA,0,0,0,0,0,0,4,74,0,0,0,0
"CHARLESSIMS","RB","Charles Sims","TB",5,15,8.7,3,NA,0,0,0,7,50,0,3,22,0,0,0,0
"JAREDCOOK","TE","Jared Cook","STL",2,16,8.4,6,NA,0,0,0,0,0,0,4,64,0,0,0,0
"JASONWITTEN","TE","Jason Witten","DAL",3,17,7.4,5,NA,0,0,0,0,0,0,5,49,0,0,0,0
"COLEBEASLEY","WR","Cole Beasley","DAL",7,18,5.2,7,NA,0,0,0,0,0,0,3,37,0,0,0,0
"CHRISIVORY","RB","Chris Ivory","NYJ",6,19,4.7,2,NA,0,0,0,13,37,0,1,5,0,0,0,0
"CAMERONBRATE","TE","Cameron Brate","TB",4,20,3.5,5,NA,0,0,0,0,0,0,3,20,0,0,0,0
"TERRANCEWILLIAMS","WR","Terrance Williams","DAL",8,21,2.3,5,NA,0,0,0,0,0,0,2,13,0,0,0,0
"TRAVISKELCE","TE","Travis Kelce","KC",5,22,2.1,2,NA,NA,NA,NA,NA,NA,NA,2,11,0,NA,NA,NA
"RODDYWHITE","WR","Roddy White","ATL",9,22,2.1,1,NA,NA,NA,NA,NA,NA,NA,1,16,0,NA,NA,NA
"DEVONTAFREEMAN","RB","Devonta Freeman","ATL",7,24,1.4,1,NA,NA,NA,NA,NA,NA,NA,1,9,0,NA,NA,NA
"MATTFORTE","RB","Matt Forte","CHI",8,25,1.3,NA,NA,NA,NA,NA,1,13,0,NA,NA,NA,NA,NA,NA
"TREMASON","RB","Tre Mason","STL",8,25,1.3,0,NA,0,0,0,3,13,0,0,0,0,0,0,0
"MATTRYAN","QB","Matt Ryan","ATL",4,27,1.28,NA,NA,32,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JULIOJONES","WR","Julio Jones","ATL",10,28,1.2,1,NA,NA,NA,NA,NA,NA,NA,1,7,0,NA,NA,NA
"JORDANREED","TE","Jordan Reed","WAS",6,28,1.2,1,NA,NA,NA,NA,NA,NA,NA,1,7,0,NA,NA,NA
"BRANDONBOLDEN","RB","Brandon Bolden","NE",10,30,0.9,NA,NA,NA,NA,NA,1,9,0,NA,NA,NA,NA,NA,NA
"WILLTYE","TE","Will Tye","NYG",7,30,0.9,1,NA,NA,NA,NA,NA,NA,NA,1,4,0,NA,NA,NA
"ANTONIOANDREWS","RB","Antonio Andrews","TEN",11,32,0.8,NA,NA,NA,NA,NA,2,8,0,NA,NA,NA,NA,NA,NA
"BENNYCUNNINGHAM","RB","Benny Cunningham","STL",11,32,0.8,0,NA,0,0,0,2,8,0,0,0,0,0,0,0
"ALBERTWILSON","WR","Albert Wilson","KC",11,32,0.8,NA,NA,NA,NA,NA,1,8,0,NA,NA,NA,NA,NA,NA
"CHARCANDRICKWEST","RB","Charcandrick West","KC",13,35,0.5,NA,NA,NA,NA,NA,2,5,0,NA,NA,NA,NA,NA,NA
"CHRISPOLK","RB","Chris Polk","HOU",13,35,0.5,NA,NA,NA,NA,NA,3,5,0,NA,NA,NA,NA,NA,NA
"MATTCASSEL","QB","Matt Cassel","DAL",5,37,0.48,0,NA,37,0,1,0,0,0,0,0,0,0,0,0
"ALEXSMITH","QB","Alex Smith","KC",6,38,0.44,NA,NA,11,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JEREMYLANGFORD","RB","Jeremy Langford","CHI",15,39,0.3,NA,NA,NA,NA,NA,1,3,0,NA,NA,NA,NA,NA,NA
"SHANEVEREEN","RB","Shane Vereen","NYG",15,39,0.3,NA,NA,NA,NA,NA,1,3,0,NA,NA,NA,NA,NA,NA
"TEVINCOLEMAN","RB","Tevin Coleman","ATL",15,39,0.3,NA,NA,NA,NA,NA,1,3,0,NA,NA,NA,NA,NA,NA
"KIRKCOUSINS","QB","Kirk Cousins","WAS",7,42,0.28,NA,NA,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALFREDMORRIS","RB","Alfred Morris","WAS",18,43,0.2,NA,NA,NA,NA,NA,3,2,0,NA,NA,NA,NA,NA,NA
"ELIMANNING","QB","Eli Manning","NYG",8,44,0.16,NA,NA,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ROBERTTURBIN","RB","Robert Turbin","DAL",19,45,0.1,0,NA,0,0,0,3,1,0,0,0,0,0,0,0
"DEANDREHOPKINS","WR","DeAndre Hopkins","HOU",12,46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GREGOLSEN","TE","Greg Olsen","CAR",8,46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADRIANPETERSON","RB","Adrian Peterson","MIN",20,46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ROBGRONKOWSKI","TE","Rob Gronkowski","NE",8,46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ODELLBECKHAM","WR","Odell Beckham Jr.","NYG",12,46,0,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"CAMNEWTON","QB","Cam Newton","CAR",9,46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALSHONJEFFERY","WR","Alshon Jeffery","CHI",12,46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
