"name","pos","name_actual","team_actual","positionRank_actual","overallRank_actual","pts_actual","passAtt_actual","passComp_actual","passYds_actual","passTds_actual","passInt_actual","rushAtt_actual","rushYds_actual","rushTds_actual","rec_actual","recYds_actual","recTds_actual","returnTds_actual","twoPts_actual","fumbles_actual"
"KIRKCOUSINS","QB","Kirk Cousins","WAS",1,1,32.2,0,NA,365,4,0,5,-4,0,0,0,0,0,1,0
"BLAKEBORTLES","QB","Blake Bortles","JAX",2,2,31.22,NA,NA,368,4,2,3,5,0,NA,NA,NA,0,1,0
"TIMHIGHTOWER","RB","Tim Hightower","NO",1,3,30.4,3,NA,NA,NA,NA,27,122,2,3,47,0,NA,NA,NA
"DEANGELOWILLIAMS","RB","DeAngelo Williams","PIT",2,4,30.3,6,NA,NA,NA,NA,17,100,2,6,53,0,NA,NA,0
"JORDANREED","TE","Jordan Reed","WAS",1,5,29.4,11,NA,0,0,0,0,0,0,9,129,2,0,0,0
"JULIOJONES","WR","Julio Jones","ATL",1,6,28.3,11,NA,NA,NA,NA,NA,NA,NA,9,178,1,NA,NA,NA
"DREWBREES","QB","Drew Brees","NO",3,7,28.18,NA,NA,412,3,0,3,-3,0,NA,NA,NA,NA,NA,NA
"BRANDONMARSHALL","WR","Brandon Marshall","NYJ",2,8,27.5,10,NA,NA,NA,NA,NA,NA,NA,8,115,2,NA,NA,NA
"ALLENHURNS","WR","Allen Hurns","JAX",3,9,26.6,10,NA,NA,NA,NA,NA,NA,NA,8,106,2,NA,NA,NA
"ALLENROBINSON","WR","Allen Robinson","JAX",4,10,24.1,9,NA,NA,NA,NA,NA,NA,NA,6,151,1,NA,NA,NA
"RYANFITZPATRICK","QB","Ryan Fitzpatrick","NYJ",4,11,23.14,NA,NA,296,3,0,2,13,0,NA,NA,NA,NA,NA,1
"FRANKGORE","RB","Frank Gore","IND",3,12,22.5,4,NA,NA,NA,NA,15,85,2,2,10,0,NA,NA,NA
"BRANDINCOOKS","WR","Brandin Cooks","NO",5,13,21.8,7,NA,NA,NA,NA,4,10,0,5,123,1,NA,NA,NA
"DOUGBALDWIN","WR","Doug Baldwin","SEA",5,13,21.8,10,NA,NA,NA,NA,NA,NA,NA,8,118,1,NA,NA,0
"DEANDREHOPKINS","WR","DeAndre Hopkins","HOU",7,15,21.2,11,NA,NA,NA,NA,NA,NA,NA,7,117,1,NA,NA,NA
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",5,16,21.14,NA,NA,301,2,0,5,11,0,NA,NA,NA,NA,NA,NA
"BRANDONWEEDEN","QB","Brandon Weeden","HOU",6,17,21.1,NA,NA,200,2,0,2,11,1,NA,NA,NA,NA,NA,1
"RUSSELLWILSON","QB","Russell Wilson","SEA",7,18,20.46,NA,NA,289,2,1,6,39,0,NA,NA,NA,NA,NA,1
"LATAVIUSMURRAY","RB","Latavius Murray","OAK",4,19,20.2,5,NA,0,0,0,19,79,1,5,38,0,0,0,0
"DAVIDJOHNSON","RB","David Johnson","ARI",4,19,20.2,6,NA,NA,NA,NA,9,39,1,3,88,0,NA,NA,NA
"JAVORIUSALLEN","RB","Javorius Allen","BAL",6,21,19.9,5,NA,NA,NA,NA,18,79,1,5,35,0,NA,NA,NA
"JAMEISWINSTON","QB","Jameis Winston","TB",8,22,19.8,NA,NA,295,2,1,4,10,0,NA,NA,NA,NA,NA,0
"JORDANMATTHEWS","WR","Jordan Matthews","PHI",8,23,19.4,8,NA,0,0,0,0,0,0,6,104,1,0,0,0
"CHARLESSIMS","RB","Charles Sims","TB",7,24,19.2,5,NA,NA,NA,NA,4,45,0,3,72,1,NA,NA,NA
"DONTRELLEINMAN","WR","Dontrelle Inman","SD",9,25,18.2,13,NA,0,0,0,0,0,0,8,82,1,0,0,0
"MIKEGILLISLEE","RB","Mike Gillislee","BUF",8,26,17.9,2,NA,NA,NA,NA,9,93,1,2,16,0,NA,NA,NA
"CARSONPALMER","QB","Carson Palmer","ARI",9,27,17.6,NA,NA,265,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAMBRADFORD","QB","Sam Bradford","PHI",9,27,17.6,0,NA,380,1,0,2,4,0,0,0,0,0,0,1
"PIERREGARCON","WR","Pierre Garcon","WAS",10,29,17.5,12,NA,0,0,0,0,0,0,7,80,1,0,0,0
"ALEXSMITH","QB","Alex Smith","KC",11,30,17.4,NA,NA,125,2,1,6,54,0,NA,NA,NA,NA,NA,0
"CALVINJOHNSON","WR","Calvin Johnson","DET",11,31,16.7,10,NA,NA,NA,NA,NA,NA,NA,6,77,1,NA,NA,NA
"ZACHERTZ","TE","Zach Ertz","PHI",2,31,16.7,17,NA,0,0,0,0,0,0,13,122,0,0,0,1
"DEVONTAFREEMAN","RB","Devonta Freeman","ATL",9,33,16.5,5,NA,NA,NA,NA,22,73,1,3,17,0,NA,NA,0
"DEREKCARR","QB","Derek Carr","OAK",12,34,16.16,0,NA,204,1,1,4,30,0,0,0,0,0,1,0
"BLAINEGABBERT","QB","Blaine Gabbert","SF",13,35,15.9,NA,NA,225,2,0,1,9,0,NA,NA,NA,NA,NA,1
"TODDGURLEY","RB","Todd Gurley","STL",10,36,15.7,1,NA,NA,NA,NA,19,85,1,1,7,0,NA,NA,0
"EDDIELACY","RB","Eddie Lacy","GB",11,37,15.3,2,NA,NA,NA,NA,12,60,0,1,28,1,NA,NA,NA
"JOHNNYMANZIEL","QB","Johnny Manziel","CLE",14,38,15.24,NA,NA,136,0,1,11,108,0,NA,NA,NA,NA,NA,NA
"LAMARMILLER","RB","Lamar Miller","MIA",12,39,15.2,6,NA,NA,NA,NA,15,31,1,5,36,0,NA,NA,NA
"PHILIPRIVERS","QB","Philip Rivers","SD",15,40,15.08,0,NA,277,1,0,0,0,0,0,0,0,0,0,0
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",16,41,14.96,NA,NA,329,0,1,1,28,0,NA,NA,NA,NA,NA,NA
"DANNYWOODHEAD","RB","Danny Woodhead","SD",13,42,14.8,10,NA,0,0,0,11,55,0,8,53,0,0,0,0
"ISAIAHCROWELL","RB","Isaiah Crowell","CLE",13,42,14.8,NA,NA,NA,NA,NA,16,88,1,NA,NA,NA,NA,NA,NA
"KARLOSWILLIAMS","RB","Karlos Williams","BUF",15,44,14.7,2,NA,NA,NA,NA,17,76,1,2,21,0,NA,NA,1
"JARVISLANDRY","WR","Jarvis Landry","MIA",12,45,14.6,11,NA,NA,NA,NA,NA,NA,NA,7,111,0,0,0,NA
"VANCEMCDONALD","TE","Vance McDonald","SF",3,45,14.6,7,NA,NA,NA,NA,NA,NA,NA,5,61,1,NA,NA,NA
"MATTRYAN","QB","Matt Ryan","ATL",17,47,14.34,NA,NA,306,1,0,6,1,0,NA,NA,NA,NA,NA,1
"CAMNEWTON","QB","Cam Newton","CAR",18,48,14.28,NA,NA,142,0,0,7,46,1,NA,NA,NA,NA,NA,1
"MICHAELFLOYD","WR","Michael Floyd","ARI",13,49,14.1,8,NA,NA,NA,NA,NA,NA,NA,6,111,0,NA,NA,NA
"JEREMYMACLIN","WR","Jeremy Maclin","KC",14,50,13.4,7,NA,NA,NA,NA,NA,NA,NA,5,49,1,NA,NA,NA
"TRAVISKELCE","TE","Travis Kelce","KC",4,51,13.3,8,NA,NA,NA,NA,NA,NA,NA,6,43,1,NA,NA,NA
"AUSTINSEFERIANJENKINS","TE","Austin Seferian-Jenkins","RIA",5,52,13,4,NA,NA,NA,NA,NA,NA,NA,2,60,1,NA,NA,NA
"MICHAELCRABTREE","WR","Michael Crabtree","OAK",15,53,12.9,8,NA,0,0,0,0,0,0,6,39,1,0,0,0
