"name","pos","name_actual","team_actual","positionRank_actual","overallRank_actual","pts_actual","passAtt_actual","passComp_actual","passYds_actual","passTds_actual","passInt_actual","rushAtt_actual","rushYds_actual","rushTds_actual","rec_actual","recYds_actual","recTds_actual","returnTds_actual","twoPts_actual","fumbles_actual"
"AARONRODGERS","QB","Aaron Rodgers","GB",1,1,26.62,0,NA,273,2,1,4,27,1,0,0,0,0,0,0
"RICHARDRODGERS","TE","Richard Rodgers","GB",1,2,24.6,8,NA,0,0,0,0,0,0,8,146,1,0,0,0
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",2,3,17,0,NA,220,2,0,2,22,0,0,0,0,0,0,1
"CALVINJOHNSON","WR","Calvin Johnson","DET",1,4,11.9,8,NA,0,0,0,0,0,0,3,44,1,0,0,0
"RANDALLCOBB","WR","Randall Cobb","GB",2,5,10.8,5,NA,0,0,0,1,-1,0,4,29,0,0,0,0
"GOLDENTATE","WR","Golden Tate","DET",3,6,10.6,10,NA,0,0,0,1,3,0,8,63,0,0,0,0
"DAVANTEADAMS","WR","Davante Adams","GB",4,7,10.1,7,NA,0,0,0,0,0,0,4,21,1,0,0,0
"JAMESSTARKS","RB","James Starks","GB",1,8,8.5,7,NA,0,0,0,9,15,0,5,45,0,0,0,0
"ERICEBRON","TE","Eric Ebron","DET",2,9,7.9,2,NA,0,0,0,0,0,0,2,9,1,0,0,0
"AMEERABDULLAH","RB","Ameer Abdullah","DET",2,10,6.7,1,NA,0,0,0,13,67,0,0,0,0,0,0,0
"THEORIDDICK","RB","Theo Riddick","DET",3,11,5.6,6,NA,0,0,0,1,4,0,5,27,0,0,0,0
"JOIQUEBELL","RB","Joique Bell","DET",4,12,4,2,NA,0,0,0,8,5,0,2,25,0,0,0,0
"JAMESJONES","WR","James Jones","GB",5,13,2.4,3,NA,0,0,0,0,0,0,1,19,0,0,0,0
"JOHNCROCKETT","RB","John Crockett","GB",5,14,2.2,0,NA,0,0,0,5,22,0,0,0,0,0,0,0
"EDDIELACY","RB","Eddie Lacy","GB",6,15,0.6,1,NA,0,0,0,5,4,0,1,-3,0,0,0,0
"JORDYNELSON","WR","Jordy Nelson","GB",6,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LANCEMOORE","WR","Lance Moore","DET",6,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TYMONTGOMERY","WR","Ty Montgomery","GB",6,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
