"name","pos","name_actual","team_actual","positionRank_actual","overallRank_actual","pts_actual","passAtt_actual","passComp_actual","passYds_actual","passTds_actual","passInt_actual","rushAtt_actual","rushYds_actual","rushTds_actual","rec_actual","recYds_actual","recTds_actual","returnTds_actual","twoPts_actual","fumbles_actual"
"CALVINJOHNSON","WR","Calvin Johnson","DET",8,23,16.7,10,NA,NA,NA,NA,NA,NA,NA,6,77,1,NA,NA,NA
"ZACHERTZ","TE","Zach Ertz","PHI",2,23,16.7,17,NA,0,0,0,0,0,0,13,122,0,0,0,1
"CARSONPALMER","QB","Carson Palmer","ARI",9,25,16.52,NA,NA,238,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEVONTAFREEMAN","RB","Devonta Freeman","ATL",7,26,16.5,5,NA,NA,NA,NA,22,73,1,3,17,0,NA,NA,0
"DEREKCARR","QB","Derek Carr","OAK",10,27,16.16,0,NA,204,1,1,4,30,0,0,0,0,0,1,0
"BLAINEGABBERT","QB","Blaine Gabbert","SF",11,28,15.9,NA,NA,225,2,0,1,9,0,NA,NA,NA,NA,NA,1
"JOHNNYMANZIEL","QB","Johnny Manziel","CLE",12,29,15.24,NA,NA,136,0,1,11,108,0,NA,NA,NA,NA,NA,NA
"LAMARMILLER","RB","Lamar Miller","MIA",8,30,15.2,6,NA,NA,NA,NA,15,31,1,5,36,0,NA,NA,NA
"PHILIPRIVERS","QB","Philip Rivers","SD",13,31,15.08,0,NA,277,1,0,0,0,0,0,0,0,0,0,0
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",14,32,14.96,NA,NA,329,0,1,1,28,0,NA,NA,NA,NA,NA,NA
"DANNYWOODHEAD","RB","Danny Woodhead","SD",9,33,14.8,10,NA,0,0,0,11,55,0,8,53,0,0,0,0
"ISAIAHCROWELL","RB","Isaiah Crowell","CLE",9,33,14.8,NA,NA,NA,NA,NA,16,88,1,NA,NA,NA,NA,NA,NA
"KARLOSWILLIAMS","RB","Karlos Williams","BUF",11,35,14.7,2,NA,NA,NA,NA,17,76,1,2,21,0,NA,NA,1
"JARVISLANDRY","WR","Jarvis Landry","MIA",9,36,14.6,11,NA,NA,NA,NA,NA,NA,NA,7,111,0,0,0,NA
"VANCEMCDONALD","TE","Vance McDonald","SF",3,36,14.6,7,NA,NA,NA,NA,NA,NA,NA,5,61,1,NA,NA,NA
"MATTRYAN","QB","Matt Ryan","ATL",15,38,14.34,NA,NA,306,1,0,6,1,0,NA,NA,NA,NA,NA,1
"TIMHIGHTOWER","RB","Tim Hightower","NO",12,39,14.3,2,NA,NA,NA,NA,12,37,1,2,36,0,NA,NA,NA
"CAMNEWTON","QB","Cam Newton","CAR",16,40,14.28,NA,NA,142,0,0,7,46,1,NA,NA,NA,NA,NA,1
"JEREMYMACLIN","WR","Jeremy Maclin","KC",10,41,13.4,7,NA,NA,NA,NA,NA,NA,NA,5,49,1,NA,NA,NA
"TRAVISKELCE","TE","Travis Kelce","KC",4,42,13.3,8,NA,NA,NA,NA,NA,NA,NA,6,43,1,NA,NA,NA
"AUSTINSEFERIANJENKINS","TE","Austin Seferian-Jenkins","RIA",5,43,13,4,NA,NA,NA,NA,NA,NA,NA,2,60,1,NA,NA,NA
"MICHAELCRABTREE","WR","Michael Crabtree","OAK",11,44,12.9,8,NA,0,0,0,0,0,0,6,39,1,0,0,0
"ALLENHURNS","WR","Allen Hurns","JAX",11,44,12.9,6,NA,NA,NA,NA,NA,NA,NA,4,49,1,NA,NA,NA
"TYRODTAYLOR","QB","Tyrod Taylor","BUF",17,46,12.86,NA,NA,179,0,1,14,67,0,NA,NA,NA,NA,NA,NA
"DAVIDJOHNSON","RB","David Johnson","ARI",13,47,12.8,6,NA,NA,NA,NA,8,25,0,3,88,0,NA,NA,NA
"BLAKEBORTLES","QB","Blake Bortles","JAX",18,48,12.78,NA,NA,157,2,2,2,5,0,NA,NA,NA,NA,NA,0
"DEMARCOMURRAY","RB","DeMarco Murray","PHI",14,49,12.6,4,NA,0,0,0,5,27,1,3,24,0,0,0,0
"DONALDBROWN","RB","Donald Brown","SD",15,50,12.5,4,NA,0,0,0,14,17,1,3,33,0,0,0,0
"KENNYBRITT","WR","Kenny Britt","STL",13,51,12.4,3,NA,NA,NA,NA,NA,NA,NA,3,49,1,NA,NA,NA
"PIERRETHOMAS","RB","Pierre Thomas","WAS",16,51,12.4,8,NA,0,0,0,4,22,0,7,67,0,0,0,0
"JAYCUTLER","QB","Jay Cutler","CHI",19,53,12.34,NA,NA,156,1,0,2,21,0,NA,NA,NA,NA,NA,NA
"ERICDECKER","WR","Eric Decker","NYJ",14,54,12.2,6,NA,NA,NA,NA,NA,NA,NA,3,47,1,NA,NA,NA
"MICHAELFLOYD","WR","Michael Floyd","ARI",14,54,12.2,6,NA,NA,NA,NA,NA,NA,NA,5,97,0,NA,NA,NA
"TOMBRADY","QB","Tom Brady","NE",20,56,12.14,NA,NA,231,1,1,1,-1,0,NA,NA,NA,NA,NA,NA
"THEORIDDICK","RB","Theo Riddick","DET",17,57,11.8,8,NA,NA,NA,NA,7,20,0,7,63,0,NA,NA,NA
"JAMESWHITE","RB","James White","NE",18,58,11.7,5,NA,NA,NA,NA,2,4,0,5,28,1,NA,NA,NA
"NATEWASHINGTON","WR","Nate Washington","HOU",16,58,11.7,5,NA,NA,NA,NA,NA,NA,NA,3,42,1,NA,NA,NA
"BILALPOWELL","RB","Bilal Powell","NYJ",19,60,11.5,7,NA,NA,NA,NA,7,56,0,5,34,0,NA,NA,0
"DEVANTEPARKER","WR","DeVante Parker","MIA",17,61,11.3,10,NA,NA,NA,NA,NA,NA,NA,4,93,0,NA,NA,NA
"SAMMYWATKINS","WR","Sammy Watkins","BUF",18,62,10.9,6,NA,NA,NA,NA,NA,NA,NA,5,84,0,NA,NA,NA
"KESHAWNMARTIN","WR","Keshawn Martin","NE",18,62,10.9,11,NA,NA,NA,NA,1,6,0,7,68,0,0,0,NA
"ROBGRONKOWSKI","TE","Rob Gronkowski","NE",6,64,10.6,6,NA,NA,NA,NA,NA,NA,NA,4,86,0,NA,NA,NA
"KAMARAIKEN","WR","Kamar Aiken","BAL",20,64,10.6,8,NA,NA,NA,NA,NA,NA,NA,8,66,0,NA,NA,NA
"DELANIEWALKER","TE","Delanie Walker","TEN",7,66,10.4,15,NA,NA,NA,NA,NA,NA,NA,9,59,0,NA,NA,NA
"ZACHMILLER","TE","Zach Miller","CHI",7,66,10.4,8,NA,NA,NA,NA,NA,NA,NA,7,69,0,NA,NA,NA
"ZACHMETTENBERGER","QB","Zach Mettenberger","TEN",21,68,10.36,NA,NA,234,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1
"DARRENMCFADDEN","RB","Darren McFadden","DAL",20,69,10.3,1,NA,NA,NA,NA,19,99,0,1,-1,0,NA,NA,NA
"JOHNBROWN","WR","John Brown","ARI",21,70,10,3,NA,NA,NA,NA,NA,NA,NA,3,25,1,NA,NA,NA
"DARRENSPROLES","RB","Darren Sproles","PHI",21,70,10,9,NA,0,0,0,5,9,0,7,56,0,0,0,0
"ANTONIOBROWN","WR","Antonio Brown","PIT",22,72,9.6,11,NA,NA,NA,NA,NA,NA,NA,7,61,0,0,0,NA
"LARRYFITZGERALD","WR","Larry Fitzgerald","ARI",22,72,9.6,4,NA,NA,NA,NA,NA,NA,NA,3,21,1,NA,NA,NA
"TORREYSMITH","WR","Torrey Smith","SF",24,74,9.3,3,NA,NA,NA,NA,NA,NA,NA,2,23,1,NA,NA,NA
"MATTFORTE","RB","Matt Forte","CHI",22,75,9.2,4,NA,NA,NA,NA,11,54,0,3,23,0,NA,NA,NA
"RODDYWHITE","WR","Roddy White","ATL",25,75,9.2,6,NA,NA,NA,NA,NA,NA,NA,5,67,0,NA,NA,NA
"JOIQUEBELL","RB","Joique Bell","DET",22,75,9.2,3,NA,NA,NA,NA,7,13,1,2,9,0,NA,NA,NA
"DUJUANHARRIS","RB","DuJuan Harris","SF",24,78,8.9,2,NA,NA,NA,NA,11,73,0,1,11,0,NA,NA,NA
"HARRYDOUGLAS","WR","Harry Douglas","TEN",26,78,8.9,12,NA,NA,NA,NA,NA,NA,NA,6,79,0,0,0,1
"RYANMATHEWS","RB","Ryan Mathews","PHI",25,80,8.8,3,NA,0,0,0,4,5,1,2,13,0,0,0,0
"BRANDONBOLDEN","RB","Brandon Bolden","NE",26,81,8.5,7,NA,NA,NA,NA,9,30,0,5,30,0,NA,NA,NA
"TYHILTON","WR","T.Y. Hilton","IND",27,82,8.4,7,NA,NA,NA,NA,NA,NA,NA,4,64,0,NA,NA,NA
"JEREMYLANGFORD","RB","Jeremy Langford","CHI",27,83,8.3,2,NA,NA,NA,NA,19,83,0,0,0,0,NA,NA,NA
"TERRANCEWILLIAMS","WR","Terrance Williams","DAL",28,84,8.2,10,NA,NA,NA,NA,NA,NA,NA,4,62,0,NA,NA,NA
"MIKEEVANS","WR","Mike Evans","TB",29,85,8.1,8,NA,NA,NA,NA,NA,NA,NA,4,61,0,NA,NA,NA
"DOUGMARTIN","RB","Doug Martin","TB",28,86,8,3,NA,NA,NA,NA,17,49,1,1,6,0,NA,NA,2
"GOLDENTATE","WR","Golden Tate","DET",30,87,7.9,5,NA,NA,NA,NA,NA,NA,NA,4,59,0,0,0,NA
"CHRISTHOMPSON","RB","Chris Thompson","WAS",29,88,7.7,1,NA,0,0,0,0,0,0,1,12,1,0,0,0
"HEATHMILLER","TE","Heath Miller","PIT",9,89,7.4,6,NA,NA,NA,NA,NA,NA,NA,5,49,0,NA,NA,NA
"CASEKEENUM","QB","Case Keenum","STL",22,90,7.38,NA,NA,72,1,0,3,5,0,NA,NA,NA,NA,NA,NA
"ERICEBRON","TE","Eric Ebron","DET",10,91,6.9,5,NA,NA,NA,NA,NA,NA,NA,4,49,0,NA,NA,NA
"BISHOPSANKEY","RB","Bishop Sankey","TEN",30,91,6.9,4,NA,NA,NA,NA,2,11,0,3,43,0,NA,NA,NA
"AMEERABDULLAH","RB","Ameer Abdullah","DET",31,93,6.8,4,NA,NA,NA,NA,8,39,0,4,9,0,0,0,NA
"SETHROBERTS","WR","Seth Roberts","OAK",31,94,6.7,6,NA,0,0,0,0,0,0,2,37,0,0,1,0
"CHARCANDRICKWEST","RB","Charcandrick West","KC",32,95,6.6,1,NA,NA,NA,NA,14,62,0,1,-1,0,NA,NA,NA
"CHRISIVORY","RB","Chris Ivory","NYJ",33,96,6.2,4,NA,NA,NA,NA,11,38,0,4,4,0,NA,NA,0
"GARYBARNIDGE","TE","Gary Barnidge","CLE",11,96,6.2,8,NA,NA,NA,NA,NA,NA,NA,3,47,0,NA,NA,NA
"ALLENROBINSON","WR","Allen Robinson","JAX",32,98,6.1,6,NA,NA,NA,NA,NA,NA,NA,3,46,0,NA,NA,NA
"CAMERONARTISPAYNE","RB","Cameron Artis-Payne","RTI",34,98,6.1,1,NA,NA,NA,NA,5,49,0,1,7,0,NA,NA,NA
"GREGOLSEN","TE","Greg Olsen","CAR",12,100,6,6,NA,NA,NA,NA,NA,NA,NA,4,40,0,NA,NA,NA
"DESEANJACKSON","WR","DeSean Jackson","WAS",33,100,6,6,NA,0,0,0,0,0,0,4,40,0,0,0,0
"JERRICHOCOTCHERY","WR","Jerricho Cotchery","CAR",33,100,6,5,NA,NA,NA,NA,1,16,0,4,24,0,NA,NA,NA
"BENROETHLISBERGER","QB","Ben Roethlisberger","PIT",23,103,5.8,0,NA,215,0,2,NA,NA,NA,0,-8,0,NA,NA,0
"MALCOMFLOYD","WR","Malcom Floyd","SD",35,104,5.7,6,NA,0,0,0,0,0,0,3,42,0,0,0,0
"MARKUSWHEATON","WR","Markus Wheaton","PIT",36,105,5.6,5,NA,NA,NA,NA,NA,NA,NA,3,41,0,NA,NA,NA
"DUKEJOHNSON","RB","Duke Johnson Jr.","CLE",35,105,5.6,4,NA,NA,NA,NA,8,26,0,3,15,0,NA,NA,NA
"DOUGBALDWIN","WR","Doug Baldwin","SEA",37,107,5.5,5,NA,NA,NA,NA,NA,NA,NA,3,40,0,NA,NA,0
"ALFREDBLUE","RB","Alfred Blue","HOU",36,107,5.5,1,NA,NA,NA,NA,15,45,0,1,5,0,NA,NA,NA
"CHRISGIVENS","WR","Chris Givens","BAL",37,107,5.5,4,NA,NA,NA,NA,NA,NA,NA,2,45,0,NA,NA,NA
"ANDREJOHNSON","WR","Andre Johnson","IND",39,110,5.4,5,NA,NA,NA,NA,NA,NA,NA,3,39,0,NA,NA,NA
"ALBERTWILSON","WR","Albert Wilson","KC",39,110,5.4,4,NA,NA,NA,NA,2,5,0,3,34,0,NA,NA,NA
"COREYBROWN","WR","Corey Brown","CAR",39,110,5.4,6,NA,NA,NA,NA,NA,NA,NA,3,39,0,NA,NA,NA
"JEREMYBUTLER","WR","Jeremy Butler","BAL",42,113,5.3,6,NA,NA,NA,NA,NA,NA,NA,3,38,0,NA,NA,NA
"DENARDROBINSON","RB","Denard Robinson","JAX",37,114,5.2,4,NA,NA,NA,NA,6,20,0,2,22,0,NA,NA,NA
"ANQUANBOLDIN","WR","Anquan Boldin","SF",43,114,5.2,5,NA,NA,NA,NA,NA,NA,NA,5,27,0,NA,NA,NA
"JAMESJONES","WR","James Jones","GB",44,116,5.1,5,NA,NA,NA,NA,NA,NA,NA,3,36,0,NA,NA,NA
"ALFREDMORRIS","RB","Alfred Morris","WAS",38,117,4.9,1,NA,0,0,0,17,49,0,0,0,0,0,0,0
"JORDANCAMERON","TE","Jordan Cameron","MIA",13,117,4.9,3,NA,NA,NA,NA,NA,NA,NA,3,34,0,NA,NA,NA
"JACOBTAMME","TE","Jacob Tamme","ATL",13,117,4.9,4,NA,NA,NA,NA,NA,NA,NA,4,29,0,NA,NA,NA
"CHRISHOGAN","WR","Chris Hogan","BUF",45,117,4.9,4,NA,NA,NA,NA,NA,NA,NA,2,39,0,NA,NA,NA
"TYLERLOCKETT","WR","Tyler Lockett","SEA",46,121,4.8,6,NA,NA,NA,NA,NA,NA,NA,3,33,0,0,0,NA
"FOZZYWHITTAKER","RB","Fozzy Whittaker","CAR",39,121,4.8,2,NA,NA,NA,NA,5,32,0,2,6,0,NA,NA,NA
"ANDREHOLMES","WR","Andre Holmes","OAK",46,121,4.8,6,NA,0,0,0,0,0,0,3,33,0,0,0,0
"DAMIENWILLIAMS","RB","Damien Williams","MIA",39,121,4.8,3,NA,NA,NA,NA,NA,NA,NA,3,33,0,NA,NA,NA
"EDDIEROYAL","WR","Eddie Royal","CHI",48,125,4.6,6,NA,NA,NA,NA,NA,NA,NA,5,21,0,NA,NA,NA
"NELSONAGHOLOR","WR","Nelson Agholor","PHI",49,126,4.5,5,NA,0,0,0,0,0,0,2,35,0,0,0,0
"JAMISONCROWDER","WR","Jamison Crowder","WAS",50,127,4.3,3,NA,0,0,0,0,0,0,2,13,0,0,1,0
"TERRANCEWEST","RB","Terrance West","BAL",41,128,4.2,NA,NA,NA,NA,NA,13,42,0,NA,NA,NA,NA,NA,NA
"PHILLIPDORSETT","WR","Phillip Dorsett","IND",51,129,4.1,3,NA,NA,NA,NA,1,2,0,2,29,0,NA,NA,NA
"MATTHASSELBECK","QB","Matt Hasselbeck","IND",24,130,3.96,NA,NA,99,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COLEBEASLEY","WR","Cole Beasley","DAL",52,131,3.9,2,NA,NA,NA,NA,NA,NA,NA,2,29,0,NA,NA,NA
"MIKETOLBERT","RB","Mike Tolbert","CAR",42,131,3.9,3,NA,NA,NA,NA,2,12,0,2,17,0,NA,NA,NA
"WILLIESNEAD","WR","Willie Snead","NO",53,133,3.8,4,NA,NA,NA,NA,NA,NA,NA,2,28,0,NA,NA,NA
"CHRISPOLK","RB","Chris Polk","HOU",43,133,3.8,NA,NA,NA,NA,NA,11,38,0,NA,NA,NA,NA,NA,NA
"LADARIUSGREEN","TE","Ladarius Green","SD",15,135,3.7,7,NA,0,0,0,0,0,0,2,27,0,0,0,0
"RUSSELLWILSON","QB","Russell Wilson","SEA",25,136,3.68,NA,NA,92,0,1,3,10,0,NA,NA,NA,NA,NA,NA
"BRANDONLAFELL","WR","Brandon LaFell","NE",54,137,3.3,1,NA,NA,NA,NA,1,9,0,1,19,0,NA,NA,NA
"KENDALLWRIGHT","WR","Kendall Wright","TEN",54,137,3.3,3,NA,NA,NA,NA,NA,NA,NA,3,18,0,NA,NA,NA
"RANDALLCOBB","WR","Randall Cobb","GB",56,139,3.2,3,NA,NA,NA,NA,1,2,0,3,15,0,NA,NA,NA
"ANTHONYFASANO","TE","Anthony Fasano","TEN",16,140,3.1,7,NA,NA,NA,NA,NA,NA,NA,2,21,0,NA,NA,NA
"JAVONTEEHERNDON","WR","Javontee Herndon","SD",57,140,3.1,5,NA,0,0,0,0,0,0,3,16,0,0,0,0
"TRAVISBENJAMIN","WR","Travis Benjamin","CLE",58,142,3,5,NA,NA,NA,NA,NA,NA,NA,2,20,0,0,0,NA
"KENNYSTILLS","WR","Kenny Stills","MIA",59,143,2.9,3,NA,NA,NA,NA,NA,NA,NA,3,14,0,NA,NA,NA
"CLIVEWALFORD","TE","Clive Walford","OAK",17,144,2.7,3,NA,0,0,0,0,0,0,1,22,0,0,0,0
"TAVONAUSTIN","WR","Tavon Austin","STL",60,145,2.6,4,NA,NA,NA,NA,2,4,0,2,12,0,0,0,NA
"BRANDONCOLEMAN","WR","Brandon Coleman","NO",60,145,2.6,1,NA,NA,NA,NA,NA,NA,NA,1,21,0,NA,NA,NA
"MAXXWILLIAMS","TE","Maxx Williams","BAL",18,145,2.6,5,NA,NA,NA,NA,NA,NA,NA,2,16,0,NA,NA,NA
"DONTEMONCRIEF","WR","Donte Moncrief","IND",62,148,2.5,2,NA,NA,NA,NA,NA,NA,NA,2,15,0,NA,NA,NA
"JONASGRAY","RB","Jonas Gray","JAX",44,148,2.5,NA,NA,NA,NA,NA,2,25,0,NA,NA,NA,NA,NA,NA
"JONATHANGRIMES","RB","Jonathan Grimes","HOU",44,148,2.5,NA,NA,NA,NA,NA,6,25,0,NA,NA,NA,NA,NA,NA
"JUSTINHARDY","WR","Justin Hardy","ATL",62,148,2.5,3,NA,NA,NA,NA,NA,NA,NA,2,15,0,NA,NA,NA
"COBYFLEENER","TE","Coby Fleener","IND",19,152,2.3,4,NA,NA,NA,NA,NA,NA,NA,2,13,0,NA,NA,NA
"JAYAJAYI","RB","Jay Ajayi","MIA",46,152,2.3,NA,NA,NA,NA,NA,9,23,0,NA,NA,NA,NA,NA,NA
"BRENTCELEK","TE","Brent Celek","PHI",19,152,2.3,1,NA,0,0,0,0,0,0,1,18,0,0,0,0
"ROBERTTURBIN","RB","Robert Turbin","DAL",46,152,2.3,1,NA,NA,NA,NA,5,23,0,0,0,0,NA,NA,NA
"JULIUSTHOMAS","TE","Julius Thomas","JAX",21,156,2.2,2,NA,NA,NA,NA,NA,NA,NA,2,12,0,NA,NA,NA
"ANTONIOGATES","TE","Antonio Gates","SD",22,157,2.1,2,NA,0,0,0,0,0,0,2,11,0,0,0,0
"CHRISTINEMICHAEL","RB","Christine Michael","SEA",48,157,2.1,2,NA,NA,NA,NA,4,-3,0,2,14,0,NA,NA,0
"DAVIDCOBB","RB","David Cobb","TEN",48,157,2.1,1,NA,NA,NA,NA,7,18,0,1,-2,0,NA,NA,NA
"AMARICOOPER","WR","Amari Cooper","OAK",64,160,2,3,NA,0,0,0,0,0,0,2,10,0,0,0,0
"EDDIELACY","RB","Eddie Lacy","GB",50,160,2,NA,NA,NA,NA,NA,7,20,0,NA,NA,NA,NA,NA,NA
"FREDJACKSON","RB","Fred Jackson","SEA",50,160,2,1,NA,NA,NA,NA,2,11,0,1,4,0,NA,NA,NA
"TODDGURLEY","RB","Todd Gurley","STL",52,163,1.8,NA,NA,NA,NA,NA,4,18,0,NA,NA,NA,NA,NA,NA
"RYANGRIFFIN","TE","Ryan Griffin","HOU",23,163,1.8,1,NA,NA,NA,NA,NA,NA,NA,1,13,0,NA,NA,NA
"JASONWITTEN","TE","Jason Witten","DAL",24,165,1.7,2,NA,NA,NA,NA,NA,NA,NA,1,12,0,NA,NA,NA
"MARTAVISBRYANT","WR","Martavis Bryant","PIT",65,166,1.5,3,NA,NA,NA,NA,1,4,0,1,6,0,NA,NA,NA
"SPENCERWARE","RB","Spencer Ware","KC",53,166,1.5,NA,NA,NA,NA,NA,5,15,0,NA,NA,NA,NA,NA,NA
"STEVENJACKSON","RB","Steven Jackson","NE",53,166,1.5,NA,NA,NA,NA,NA,7,15,0,NA,NA,NA,NA,NA,NA
"DARRIUSHEYWARDBEY","WR","Darrius Heyward-Bey","WAR",65,166,1.5,1,NA,NA,NA,NA,NA,NA,NA,1,10,0,NA,NA,NA
"TEDGINN","WR","Ted Ginn Jr.","CAR",67,170,1.4,3,NA,NA,NA,NA,NA,NA,NA,1,9,0,0,0,NA
"DANIELHERRON","RB","Daniel Herron","IND",55,170,1.4,NA,NA,NA,NA,NA,6,14,0,NA,NA,NA,NA,NA,NA
"JOSHHUFF","WR","Josh Huff","PHI",68,172,1.3,2,NA,0,0,0,0,0,0,1,8,0,0,0,0
"MARCELREECE","RB","Marcel Reece","OAK",56,172,1.3,3,NA,0,0,0,0,0,0,2,3,0,0,0,0
"AARONRODGERS","QB","Aaron Rodgers","GB",26,174,1.22,NA,NA,58,0,1,1,-1,0,NA,NA,NA,NA,NA,NA
"KENDALLGASKINS","RB","Kendall Gaskins","SF",57,175,1.2,NA,NA,NA,NA,NA,2,12,0,NA,NA,NA,NA,NA,NA
"JERMAINEGRESHAM","TE","Jermaine Gresham","ARI",25,175,1.2,2,NA,NA,NA,NA,NA,NA,NA,1,7,0,NA,NA,NA
"JONATHANKRAUSE","WR","Jonathan Krause","PHI",69,175,1.2,2,NA,0,0,0,0,0,0,1,7,0,0,0,0
"TREMASON","RB","Tre Mason","STL",58,178,1.1,1,NA,NA,NA,NA,3,3,0,1,3,0,NA,NA,NA
"LANCEMOORE","WR","Lance Moore","DET",70,178,1.1,1,NA,NA,NA,NA,NA,NA,NA,1,6,0,NA,NA,NA
"BENJAMINWATSON","TE","Benjamin Watson","NO",26,180,1,1,NA,NA,NA,NA,NA,NA,NA,1,5,0,NA,NA,NA
"JAREDCOOK","TE","Jared Cook","STL",26,180,1,2,NA,NA,NA,NA,NA,NA,NA,1,5,0,NA,NA,NA
"TAIWANJONES","RB","Taiwan Jones","OAK",59,180,1,2,NA,0,0,0,0,0,0,1,5,0,0,0,0
"WESWELKER","WR","Wes Welker","STL",71,183,0.8,1,NA,NA,NA,NA,NA,NA,NA,1,3,0,NA,NA,NA
"RICHARDRODGERS","TE","Richard Rodgers","GB",28,184,0.7,2,NA,NA,NA,NA,NA,NA,NA,1,2,0,NA,NA,NA
"RASHADGREENE","WR","Rashad Greene","JAX",72,184,0.7,1,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,0
"ANDREELLINGTON","RB","Andre Ellington","ARI",60,186,0.6,NA,NA,NA,NA,NA,1,6,0,NA,NA,NA,NA,NA,NA
"FITZGERALDTOUSSAINT","RB","Fitzgerald Toussaint","PIT",60,186,0.6,NA,NA,NA,NA,NA,2,6,0,NA,NA,NA,NA,NA,NA
"JAMESSTARKS","RB","James Starks","GB",62,188,0.5,NA,NA,NA,NA,NA,2,5,0,NA,NA,NA,NA,NA,NA
"BRYCEBROWN","RB","Bryce Brown","SEA",63,189,0.1,0,NA,NA,NA,NA,4,1,0,0,0,0,NA,NA,NA
"ALSHONJEFFERY","WR","Alshon Jeffery","CHI",73,190,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEZBRYANT","WR","Dez Bryant","DAL",73,190,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LESEANMCCOY","RB","LeSean McCoy","BUF",64,190,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JONATHANSTEWART","RB","Jonathan Stewart","CAR",64,190,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TJYELDON","RB","T.J. Yeldon","JAX",64,190,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JULIANEDELMAN","WR","Julian Edelman","NE",73,190,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
