displayName,team,receptions,recYds,recTD,rushAtt,rushYds,rushTD,fumblesLost
Julio Jones,ATL,7.3,97.3,0.6,0.0,0.0,0.0,0.1
DeAndre Hopkins,HOU,6.2,88.0,0.6,0.0,0.0,0.0,0.0
Alshon Jeffery,CHI,6.2,87.6,0.5,0.0,0.0,0.0,0.0
Odell Beckham Jr.,NYG,6.2,85.7,0.6,0.0,0.2,0.0,0.0
Antonio Brown,PIT,6.7,85.6,0.6,0.1,0.3,0.0,0.1
Larry Fitzgerald,ARI,6.7,80.0,0.4,0.0,0.0,0.0,0.1
Brandon Marshall,NYJ,6.2,79.5,0.6,0.0,0.0,0.0,0.1
Allen Robinson,JAC,5.3,78.6,0.7,0.0,0.0,0.0,0.0
Calvin Johnson,DET,5.5,77.6,0.7,0.0,0.0,0.0,0.1
A.J. Green,CIN,5.7,77.1,0.6,0.0,0.2,0.0,0.1
Demaryius Thomas,DEN,6.1,76.8,0.5,0.0,0.0,0.0,0.1
Mike Evans,TB,5.2,75.7,0.5,0.0,0.0,0.0,0.1
Jeremy Maclin,KC,5.8,75.0,0.5,0.1,0.4,0.0,0.1
Brandin Cooks,NO,5.3,70.7,0.6,0.1,0.6,0.0,0.0
Eric Decker,NYJ,5.3,69.8,0.5,0.0,0.0,0.0,0.1
Sammy Watkins,BUF,4.7,69.7,0.5,0.1,0.2,0.0,0.0
Randall Cobb,GB,5.7,69.7,0.5,0.4,1.8,0.0,0.0
Jarvis Landry,MIA,6.4,69.0,0.4,1.0,4.3,0.0,0.1
T.Y. Hilton,IND,5.1,68.9,0.4,0.0,0.0,0.0,0.0
Doug Baldwin,SEA,5.2,67.6,0.6,0.0,0.0,0.0,0.0
Golden Tate,DET,5.7,67.1,0.4,0.4,1.7,0.0,0.1
Amari Cooper,OAK,4.9,67.0,0.4,0.2,0.6,0.0,0.1
John Brown,ARI,4.2,66.6,0.5,0.2,0.7,0.0,0.1
Kamar Aiken,BAL,5.1,66.4,0.2,0.0,0.0,0.0,0.1
Michael Floyd,ARI,4.3,63.5,0.5,0.0,0.0,0.0,0.0
Emmanuel Sanders,DEN,4.6,62.0,0.3,0.1,0.5,0.0,0.1
Martavis Bryant,PIT,4.3,61.9,0.4,0.2,0.8,0.0,0.1
Danny Amendola,NE,5.6,61.8,0.5,0.1,0.5,0.0,0.0
Allen Hurns,JAC,4.3,60.9,0.5,0.0,0.0,0.0,0.1
DeSean Jackson,WAS,3.9,59.3,0.3,0.0,0.0,0.0,0.1
Dez Bryant,DAL,4.4,57.5,0.3,0.0,0.0,0.0,0.0
Michael Crabtree,OAK,4.8,57.2,0.4,0.0,0.0,0.0,0.0
Willie Snead,NO,4.4,56.6,0.4,0.0,0.0,0.0,0.1
Ted Ginn Jr.,CAR,3.7,56.3,0.4,0.5,2.1,0.0,0.0
Travis Benjamin,CLE,4.1,55.7,0.2,0.1,0.3,0.0,0.1
Julian Edelman,NE,5.1,55.6,0.5,0.0,0.1,0.0,0.1
Anquan Boldin,SF,4.8,54.0,0.2,0.0,0.0,0.0,0.0
Donte Moncrief,IND,4.1,52.4,0.2,0.0,0.0,0.0,0.0
Stevie Johnson,SD,4.3,52.0,0.3,0.0,0.0,0.0,0.0
Brandon LaFell,NE,4.3,51.9,0.4,0.0,0.1,0.0,0.0
Tyler Lockett,SEA,3.4,50.6,0.4,0.3,1.4,0.0,0.1
Dorial Green-Beckham,TEN,3.6,49.9,0.2,0.0,0.0,0.0,0.0
Stefon Diggs,MIN,3.7,48.4,0.3,0.2,0.5,0.0,0.0
Rueben Randle,NYG,3.7,47.6,0.2,0.0,0.0,0.0,0.0
Marvin Jones,CIN,3.9,47.2,0.3,0.3,1.2,0.0,0.0
Pierre Garcon,WAS,4.1,47.2,0.2,0.0,0.0,0.0,0.0
Malcom Floyd,SD,3.5,47.1,0.3,0.0,0.0,0.0,0.1
Robert Woods,BUF,3.8,46.3,0.2,0.1,0.4,0.0,0.1
James Jones,GB,3.1,44.1,0.4,0.0,0.0,0.0,0.0
Jordan Matthews,PHI,3.8,43.8,0.3,0.0,0.0,0.0,0.1
Nate Washington,HOU,3.3,42.9,0.2,0.0,0.0,0.0,0.0
DeVante Parker,MIA,2.9,41.5,0.2,0.0,0.0,0.0,0.0
Kenny Britt,STL,2.7,40.2,0.2,0.0,0.0,0.0,0.0
Markus Wheaton,PIT,2.8,39.9,0.1,0.0,0.0,0.0,0.0
Roddy White,ATL,3.4,39.7,0.2,0.0,0.0,0.0,0.0
Jermaine Kearse,SEA,2.9,37.8,0.3,0.0,0.1,0.0,0.0
Dontrelle Inman,SD,2.8,37.6,0.2,0.0,0.0,0.0,0.1
Cecil Shorts III,HOU,3.1,37.3,0.2,1.1,5.1,0.0,0.1
Marques Colston,NO,3.1,37.2,0.3,0.0,0.0,0.0,0.0
Terrance Williams,DAL,2.5,36.8,0.2,0.0,0.0,0.0,0.0
Albert Wilson,KC,2.9,36.8,0.1,0.2,0.8,0.0,0.0
Rishard Matthews,MIA,3.0,36.1,0.3,0.0,0.0,0.0,0.0
Davante Adams,GB,2.9,34.1,0.2,0.0,0.0,0.0,0.0
Jeremy Butler,BAL,2.8,33.2,0.1,0.0,0.0,0.0,0.0
Jerricho Cotchery,CAR,2.8,32.5,0.2,0.0,0.0,0.0,0.0
Mike Wallace,MIN,2.3,32.4,0.2,0.1,0.4,0.0,0.0
Torrey Smith,SF,2.0,32.2,0.2,0.0,0.0,0.0,0.0
Andre Johnson,IND,2.6,31.5,0.2,0.0,0.0,0.0,0.0
