displayName,team,receptions,recYds,recTD,rushAtt,rushYds,rushTD,fumblesLost
Greg Olsen,CAR,5.0,66.7,0.5,0.0,0.0,0.0,0.0
Rob Gronkowski,NE,5.2,65.3,0.6,0.0,0.0,0.0,0.0
Gary Barnidge,CLE,5.0,59.8,0.6,0.0,0.0,0.0,0.0
Jason Witten,DAL,5.0,59.5,0.4,0.0,0.0,0.0,0.0
Tyler Eifert,CIN,5.0,57.3,0.5,0.0,0.0,0.0,0.0
Jimmy Graham,SEA,4.3,54.8,0.4,0.0,0.0,0.0,0.0
Travis Kelce,KC,4.9,53.7,0.4,0.0,0.0,0.0,0.1
Delanie Walker,TEN,4.9,53.0,0.4,0.0,0.0,0.0,0.1
Zach Miller,CHI,4.8,50.7,0.3,0.0,0.0,0.0,0.0
Antonio Gates,SD,4.0,50.2,0.4,0.0,0.0,0.0,0.0
Jordan Reed,WAS,4.9,49.8,0.5,0.0,0.0,0.0,0.0
Coby Fleener,IND,4.1,48.1,0.4,0.0,0.0,0.0,0.0
Heath Miller,PIT,4.2,47.3,0.3,0.0,0.0,0.0,0.1
Jacob Tamme,ATL,3.8,45.4,0.3,0.0,0.0,0.0,0.0
Benjamin Watson,NO,4.2,44.9,0.4,0.0,0.0,0.0,0.0
Austin Seferian-Jenkins,TB,3.8,42.6,0.6,0.0,0.0,0.0,0.0
Brent Celek,PHI,4.0,42.4,0.2,0.0,0.0,0.0,0.0
Julius Thomas,JAC,4.0,41.3,0.4,0.0,0.0,0.0,0.0
Larry Donnell,NYG,3.4,39.2,0.7,0.0,0.0,0.0,0.0
Eric Ebron,DET,3.1,37.9,0.3,0.0,0.0,0.0,0.0
Vernon Davis,DEN,3.0,36.8,0.2,0.0,0.0,0.0,0.0
Jared Cook,STL,3.0,36.5,0.1,0.0,0.0,0.0,0.0
Jordan Cameron,MIA,3.0,35.7,0.3,0.0,0.0,0.0,0.0
Richard Rodgers,GB,3.1,35.6,0.4,0.0,0.0,0.0,0.0
Charles Clay,BUF,3.2,34.6,0.3,0.0,0.0,0.0,0.0
Kyle Rudolph,MIN,3.2,33.8,0.2,0.0,0.0,0.0,0.0
Vance McDonald,SF,2.8,33.6,0.2,0.0,0.0,0.0,0.0
Crockett Gillmore,BAL,2.9,30.3,0.3,0.0,0.0,0.0,0.0
Ladarius Green,SD,2.2,28.3,0.3,0.0,0.0,0.0,0.0
Will Tye,NYG,3.0,25.5,0.3,0.0,0.0,0.0,0.0
Ryan Griffin,HOU,2.1,25.1,0.3,0.0,0.0,0.0,0.0
Dwayne Allen,IND,2.0,23.7,0.2,0.0,0.0,0.0,0.0
Scott Chandler,NE,2.0,23.6,0.2,0.0,0.0,0.0,0.0
Garrett Celek,SF,2.1,22.4,0.2,0.0,0.0,0.0,0.0
Mychal Rivera,OAK,2.1,22.0,0.2,0.0,0.0,0.0,0.0
Owen Daniels,DEN,2.1,21.4,0.2,0.0,0.0,0.0,0.0
Maxx Williams,BAL,2.0,20.3,0.1,0.0,0.0,0.0,0.0
Clive Walford,OAK,1.9,20.2,0.3,0.0,0.0,0.0,0.0
Jermaine Gresham,ARI,1.8,18.6,0.1,0.0,0.0,0.0,0.0
Marcedes Lewis,JAC,1.7,18.5,0.1,0.0,0.0,0.0,0.0
Lance Kendricks,STL,1.8,18.3,0.1,0.0,0.0,0.0,0.0
Darren Fells,ARI,1.9,18.2,0.2,0.0,0.0,0.0,0.0
Gavin Escobar,DAL,1.9,17.9,0.2,0.0,0.0,0.0,0.0
Anthony Fasano,TEN,2.0,17.7,0.2,0.0,0.0,0.0,0.0
Cam Brate,TB,2.0,17.5,0.1,0.0,0.0,0.0,0.0
Luke Willson,SEA,1.5,16.1,0.1,0.0,0.0,0.0,0.0
