"name","pos","name_nfl","team_nfl","positionRank_nfl","overallRank_nfl","pts_nfl","passAtt_nfl","passComp_nfl","passYds_nfl","passTds_nfl","passInt_nfl","rushAtt_nfl","rushYds_nfl","rushTds_nfl","rec_nfl","recYds_nfl","recTds_nfl","returnTds_nfl","twoPts_nfl","fumbles_nfl"
"AARONRODGERS","QB","Aaron Rodgers","GB",1,1,25.78,NA,NA,307,3,0,NA,15,0,NA,0,0,NA,0,0
"RUSSELLWILSON","QB","Russell Wilson","SEA",2,2,24.2,NA,NA,210,2,1,NA,38,1,NA,0,0,NA,0,0
"CAMNEWTON","QB","Cam Newton","CAR",3,3,23.78,NA,NA,212,2,1,NA,33,1,NA,0,0,NA,0,0
"TOMBRADY","QB","Tom Brady","NE",4,4,19.98,NA,NA,292,2,0,NA,3,0,NA,0,0,NA,0,0
"LEVEONBELL","RB","Le'Veon Bell","PIT",1,5,19.7,NA,NA,0,0,0,NA,91,1,NA,46,0,NA,0,0
"MATTFORTE","RB","Matt Forte","CHI",2,6,19.4,NA,NA,0,0,0,NA,89,1,NA,45,0,NA,0,0
"MATTRYAN","QB","Matt Ryan","ATL",5,7,19.22,NA,NA,313,2,1,NA,7,0,NA,0,0,NA,0,0
"DREWBREES","QB","Drew Brees","NO",6,8,18.9,NA,NA,315,2,1,NA,3,0,NA,0,0,NA,0,0
"DEVONTAFREEMAN","RB","Devonta Freeman","ATL",3,9,18.7,NA,NA,0,0,0,NA,89,1,NA,38,0,NA,0,0
"ANDREWLUCK","QB","Andrew Luck","IND",7,10,18.66,NA,NA,279,2,1,NA,15,0,NA,0,0,NA,0,0
"CARSONPALMER","QB","Carson Palmer","ARI",8,11,18.24,NA,NA,296,2,1,NA,4,0,NA,0,0,NA,0,0
"ODELLBECKHAM","WR","Odell Beckham","NYG",1,12,17.9,NA,NA,0,0,0,NA,6,0,NA,113,1,NA,0,0
"PHILIPRIVERS","QB","Philip Rivers","SD",9,13,17.8,NA,NA,290,2,1,NA,2,0,NA,0,0,NA,0,0
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",10,14,17.6,NA,NA,245,2,1,NA,18,0,NA,0,0,NA,0,0
"AJGREEN","WR","A.J. Green","CIN",2,15,17.5,NA,NA,0,0,0,NA,2,0,NA,113,1,NA,0,0
"BENROETHLISBERGER","QB","Ben Roethlisberger","PIT",11,16,17.4,NA,NA,280,2,1,NA,2,0,NA,0,0,NA,0,0
"NICKFOLES","QB","Nick Foles","STL",12,17,17.38,NA,NA,277,2,1,NA,3,0,NA,0,0,NA,0,0
"JULIOJONES","WR","Julio Jones","ATL",3,18,17.1,NA,NA,0,0,0,NA,1,0,NA,110,1,NA,0,0
"JOEFLACCO","QB","Joe Flacco","BAL",13,19,16.98,NA,NA,262,2,1,NA,5,0,NA,0,0,NA,0,0
"JOSHMCCOWN","QB","Josh McCown","CLE",14,20,16.9,NA,NA,240,2,1,NA,13,0,NA,0,0,NA,0,0
"ANDYDALTON","QB","Andy Dalton","CIN",15,21,16.68,NA,NA,242,2,1,NA,10,0,NA,0,0,NA,0,0
"ADRIANPETERSON","RB","Adrian Peterson","MIN",4,22,16.6,NA,NA,0,0,0,NA,108,1,NA,18,0,NA,0,1
"TEDDYBRIDGEWATER","QB","Teddy Bridgewater","MIN",16,23,16.52,NA,NA,223,2,1,NA,16,0,NA,0,0,NA,0,0
"ELIMANNING","QB","Eli Manning","NYG",17,24,16.48,NA,NA,257,2,1,NA,2,0,NA,0,0,NA,0,0
"TODDGURLEY","RB","Todd Gurley","STL",5,25,16.1,NA,NA,0,0,0,NA,86,1,NA,15,0,NA,0,0
"ALEXSMITH","QB","Alex Smith","KC F",18,26,16.06,NA,NA,219,2,1,NA,13,0,NA,0,0,NA,0,0
"MARCUSMARIOTA","QB","Marcus Mariota","TEN",19,27,16.02,NA,NA,233,2,2,NA,27,0,NA,0,0,NA,0,0
"AMARICOOPER","WR","Amari Cooper","OAK",4,28,16,NA,NA,0,0,0,NA,0,0,NA,100,1,NA,0,0
"ANTONIOBROWN","WR","Antonio Brown","PIT",5,29,15.9,NA,NA,0,0,0,NA,2,0,NA,97,1,NA,0,0
"JAYCUTLER","QB","Jay Cutler","CHI",20,30,15.88,NA,NA,227,2,1,NA,8,0,NA,0,0,NA,0,0
"PEYTONMANNING","QB","Peyton Manning","DEN",21,31,15.78,NA,NA,247,2,1,NA,-1,0,NA,0,0,NA,0,0
"BRIANHOYER","QB","Brian Hoyer","HOU",22,32,15.72,NA,NA,233,2,1,NA,4,0,NA,0,0,NA,0,0
"JUSTINFORSETT","RB","Justin Forsett","BAL",6,33,15.7,NA,NA,0,0,0,NA,77,1,NA,20,0,NA,0,0
"RANDALLCOBB","WR","Randall Cobb","GB",6,33,15.7,NA,NA,0,0,0,NA,7,0,NA,90,1,NA,0,0
"DEMARYIUSTHOMAS","WR","Demaryius Thomas","DEN",6,33,15.7,NA,NA,0,0,0,NA,0,0,NA,97,1,NA,0,0
"MIKEEVANS","WR","Mike Evans","TB",8,36,15.6,NA,NA,0,0,0,NA,0,0,NA,96,1,NA,0,0
"RYANFITZPATRICK","QB","Ryan Fitzpatrick","NYJ",23,37,15.28,NA,NA,212,2,1,NA,8,0,NA,0,0,NA,0,0
"DANNYWOODHEAD","RB","Danny Woodhead","SD",7,38,15.1,NA,NA,0,0,0,NA,44,0,NA,47,1,NA,0,0
"MATTCASSEL","QB","Matt Cassel","DAL",24,39,15.08,NA,NA,157,2,1,NA,8,0,NA,0,0,NA,1,0
"CHRISIVORY","RB","Chris Ivory","NYJ",8,40,15,NA,NA,0,0,0,NA,78,1,NA,12,0,NA,0,0
