"name","pos","name_nfl","team_nfl","positionRank_nfl","overallRank_nfl","pts_nfl","passAtt_nfl","passComp_nfl","passYds_nfl","passTds_nfl","passInt_nfl","rushAtt_nfl","rushYds_nfl","rushTds_nfl","rec_nfl","recYds_nfl","recTds_nfl","returnTds_nfl","twoPts_nfl","fumbles_nfl"
"DREWBREES","QB","Drew Brees","NO",1,1,24.5,NA,NA,305,3,0,NA,3,0,NA,0,0,NA,0,0
"PEYTONMANNING","QB","Peyton Manning","DEN",2,2,24.38,NA,NA,312,3,0,NA,-1,0,NA,0,0,NA,0,0
"JORDYNELSON","WR","Jordy Nelson","GB",1,3,22.8,NA,NA,0,0,0,NA,0,0,NA,108,2,NA,0,0
"DEMARCOMURRAY","RB","DeMarco Murray","DAL",1,4,22.6,NA,NA,0,0,0,NA,81,2,NA,25,0,NA,0,0
"AARONRODGERS","QB","Aaron Rodgers","GB",3,5,21.76,NA,NA,294,2,0,NA,20,0,NA,0,0,NA,0,0
"DEMARYIUSTHOMAS","WR","Demaryius Thomas","DEN",2,6,21.5,NA,NA,0,0,0,NA,0,0,NA,95,2,NA,0,0
"DEZBRYANT","WR","Dez Bryant","DAL",3,7,21.4,NA,NA,0,0,0,NA,0,0,NA,114,2,NA,0,1
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",4,8,21.12,NA,NA,318,2,0,NA,4,0,NA,0,0,NA,0,0
"ANDREWLUCK","QB","Andrew Luck","IND",5,9,20.74,NA,NA,266,2,0,NA,21,0,NA,0,0,NA,0,0
"MATTRYAN","QB","Matt Ryan","ATL",6,10,20.24,NA,NA,296,2,0,NA,4,0,NA,0,0,NA,0,0
"TOMBRADY","QB","Tom Brady","NE",7,11,20.04,NA,NA,296,2,0,NA,2,0,NA,0,0,NA,0,0
"PHILIPRIVERS","QB","Philip Rivers","SD",8,12,19.62,NA,NA,288,2,0,NA,1,0,NA,0,0,NA,0,0
"RUSSELLWILSON","QB","Russell Wilson","SEA",9,13,19.58,NA,NA,222,2,1,NA,47,0,NA,0,0,NA,0,0
"BENROETHLISBERGER","QB","Ben Roethlisberger","PIT",10,14,18.46,NA,NA,294,2,1,NA,7,0,NA,0,0,NA,0,0
"JULIOJONES","WR","Julio Jones","ATL",4,15,18.4,NA,NA,0,0,0,NA,0,0,NA,124,1,NA,0,0
"JOEFLACCO","QB","Joe Flacco","BAL",11,16,18.28,NA,NA,242,2,0,NA,6,0,NA,0,0,NA,0,0
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",12,17,17.96,NA,NA,264,2,1,NA,14,0,NA,0,0,NA,0,0
"TONYROMO","QB","Tony Romo","DAL",13,18,17.94,NA,NA,286,2,1,NA,5,0,NA,0,0,NA,0,0
"ALEXSMITH","QB","Alex Smith","KC",14,19,17.86,NA,NA,239,2,1,NA,23,0,NA,0,0,NA,0,0
"JAYCUTLER","QB","Jay Cutler","CHI",15,20,17.66,NA,NA,264,2,1,NA,11,0,NA,0,0,NA,0,0
"MATTFORTE","RB","Matt Forte","CHI",2,21,17.6,NA,NA,0,0,0,NA,93,1,NA,43,0,NA,0,1
"JAMAALCHARLES","RB","Jamaal Charles","KC",3,22,17,NA,NA,0,0,0,NA,73,1,NA,37,0,NA,0,0
"CAMNEWTON","QB","Cam Newton","CAR",16,23,16.86,NA,NA,214,2,1,NA,23,0,NA,0,0,NA,0,0
"ANDYDALTON","QB","Andy Dalton","CIN",17,24,16.7,NA,NA,245,2,1,NA,9,0,NA,0,0,NA,0,0
"BRIANHOYER","QB","Brian Hoyer","CLE",18,25,16.5,NA,NA,250,2,1,NA,5,0,NA,0,0,NA,0,0
"TERRANCEWILLIAMS","WR","Terrance Williams","DAL",5,26,16.2,NA,NA,0,0,0,NA,0,0,NA,102,1,NA,0,0
"GIOVANIBERNARD","RB","Giovani Bernard","CIN",4,27,15.8,NA,NA,0,0,0,NA,63,1,NA,35,0,NA,0,0
"ANTONIOBROWN","WR","Antonio Brown","PIT",6,28,15.6,NA,NA,0,0,0,NA,0,0,NA,96,1,NA,0,0
