"name","pos","name_nfl","team_nfl","positionRank_nfl","overallRank_nfl","pts_nfl","passAtt_nfl","passComp_nfl","passYds_nfl","passTds_nfl","passInt_nfl","rushAtt_nfl","rushYds_nfl","rushTds_nfl","rec_nfl","recYds_nfl","recTds_nfl","returnTds_nfl","twoPts_nfl","fumbles_nfl"
"AARONRODGERS","QB","Aaron Rodgers","GB L",1,1,25.88,NA,NA,307,3,0,NA,16,0,NA,0,0,NA,0,0
"JEREMYLANGFORD","RB","Jeremy Langford","CHI",1,2,24.4,NA,NA,0,0,0,NA,77,1,NA,47,1,NA,0,0
"TOMBRADY","QB","Tom Brady","NE",2,3,23.94,NA,NA,291,3,0,NA,3,0,NA,0,0,NA,0,0
"CAMNEWTON","QB","Cam Newton","CAR",3,4,23.84,NA,NA,216,2,1,NA,32,1,NA,0,0,NA,0,0
"MATTRYAN","QB","Matt Ryan","ATL",4,5,19.18,NA,NA,312,2,1,NA,7,0,NA,0,0,NA,0,0
"DEVONTAFREEMAN","RB","Devonta Freeman","ATL",2,6,18.9,NA,NA,0,0,0,NA,91,1,NA,38,0,NA,0,0
"RUSSELLWILSON","QB","Russell Wilson","SEA",5,7,18.26,NA,NA,209,2,1,NA,39,0,NA,0,0,NA,0,0
"CARSONPALMER","QB","Carson Palmer","ARI",6,8,18.18,NA,NA,297,2,1,NA,3,0,NA,0,0,NA,0,0
"MARCUSMARIOTA","QB","Marcus Mariota","TEN",7,9,18.04,NA,NA,231,2,1,NA,28,0,NA,0,0,NA,0,0
"RYANFITZPATRICK","QB","Ryan Fitzpatrick","NYJ",8,10,17.72,NA,NA,268,2,1,NA,10,0,NA,0,0,NA,0,0
"BLAKEBORTLES","QB","Blake Bortles","JAC",9,11,17.64,NA,NA,226,2,1,NA,26,0,NA,0,0,NA,0,0
"PHILIPRIVERS","QB","Philip Rivers","SD",10,12,17.4,NA,NA,280,2,1,NA,2,0,NA,0,0,NA,0,0
"AJGREEN","WR","A.J. Green","CIN",1,12,17.4,NA,NA,0,0,0,NA,2,0,NA,112,1,NA,0,0
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",11,14,17.36,NA,NA,239,2,1,NA,18,0,NA,0,0,NA,0,0
"BROCKOSWEILER","QB","Brock Osweiler","DEN",12,15,17.3,NA,NA,180,3,1,NA,1,0,NA,0,0,NA,0,0
"JOEFLACCO","QB","Joe Flacco","BAL",13,16,17.26,NA,NA,269,2,1,NA,5,0,NA,0,0,NA,0,0
"JULIOJONES","WR","Julio Jones","ATL",2,17,17.1,NA,NA,0,0,0,NA,1,0,NA,110,1,NA,0,0
"ADRIANPETERSON","RB","Adrian Peterson","MIN",3,18,16.8,NA,NA,0,0,0,NA,111,1,NA,17,0,NA,0,1
"ANDYDALTON","QB","Andy Dalton","CIN",14,19,16.64,NA,NA,241,2,1,NA,10,0,NA,0,0,NA,0,0
"DEREKCARR","QB","Derek Carr","OAK",15,20,16.56,NA,NA,254,2,1,NA,4,0,NA,0,0,NA,0,0
"DEMARYIUSTHOMAS","WR","Demaryius Thomas","DEN",3,21,16.5,NA,NA,0,0,0,NA,0,0,NA,105,1,NA,0,0
"DEZBRYANT","WR","Dez Bryant","DAL",4,22,16.4,NA,NA,0,0,0,NA,0,0,NA,104,1,NA,0,0
"KIRKCOUSINS","QB","Kirk Cousins","WAS",16,23,16.2,NA,NA,240,2,1,NA,6,0,NA,0,0,NA,0,0
"EMMANUELSANDERS","WR","Emmanuel Sanders","DEN",5,23,16.2,NA,NA,0,0,0,NA,3,0,NA,99,1,NA,0,0
