"name","pos","name_nfl","team_nfl","positionRank_nfl","overallRank_nfl","pts_nfl","passAtt_nfl","passComp_nfl","passYds_nfl","passTds_nfl","passInt_nfl","rushAtt_nfl","rushYds_nfl","rushTds_nfl","rec_nfl","recYds_nfl","recTds_nfl","returnTds_nfl","twoPts_nfl","fumbles_nfl"
"AARONRODGERS","QB","Aaron Rodgers","GB",1,1,23.92,NA,NA,308,3,1,NA,16,0,NA,0,0,NA,0,0
"EDDIELACY","RB","Eddie Lacy","GB",1,2,21.9,NA,NA,0,0,0,NA,123,1,NA,36,0,NA,0,0
"CAMNEWTON","QB","Cam Newton","CAR",2,3,19.76,NA,NA,214,1,1,NA,32,1,NA,0,0,NA,0,0
"MATTRYAN","QB","Matt Ryan","ATL",3,4,19.48,NA,NA,317,2,1,NA,8,0,NA,0,0,NA,0,0
"ANDREWLUCK","QB","Andrew Luck","IND",4,5,18.96,NA,NA,284,2,1,NA,16,0,NA,0,0,NA,0,0
"RUSSELLWILSON","QB","Russell Wilson","SEA",5,6,18.88,NA,NA,222,2,1,NA,40,0,NA,0,0,NA,0,0
"DREWBREES","QB","Drew Brees","NO",6,7,18.86,NA,NA,314,2,1,NA,3,0,NA,0,0,NA,0,0
"MATTFORTE","RB","Matt Forte","CHI",2,8,18.7,NA,NA,0,0,0,NA,81,1,NA,46,0,NA,0,0
"BENROETHLISBERGER","QB","Ben Roethlisberger","PIT",7,9,18.2,NA,NA,300,2,1,NA,2,0,NA,0,0,NA,0,0
"PEYTONMANNING","QB","Peyton Manning","DEN",8,10,18.06,NA,NA,304,2,1,NA,-1,0,NA,0,0,NA,0,0
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",9,11,17.94,NA,NA,286,2,1,NA,5,0,NA,0,0,NA,0,0
"ODELLBECKHAM","WR","Odell Beckham","NYG",1,12,17.7,NA,NA,0,0,0,NA,5,0,NA,112,1,NA,0,0
"TONYROMO","QB","Tony Romo","DAL",10,13,17.68,NA,NA,282,2,1,NA,4,0,NA,0,0,NA,0,0
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",11,14,17.58,NA,NA,247,2,1,NA,17,0,NA,0,0,NA,0,0
"PHILIPRIVERS","QB","Philip Rivers","SD",12,15,17.44,NA,NA,281,2,1,NA,2,0,NA,0,0,NA,0,0
"DEZBRYANT","WR","Dez Bryant","DAL",2,16,17.4,NA,NA,0,0,0,NA,0,0,NA,114,1,NA,0,0
"JOEFLACCO","QB","Joe Flacco","BAL",13,17,16.98,NA,NA,262,2,1,NA,5,0,NA,0,0,NA,0,0
"TOMBRADY","QB","Tom Brady","NE",14,18,16.96,NA,NA,269,2,1,NA,2,0,NA,0,0,NA,0,0
"EJMANUEL","QB","EJ Manuel","BUF",15,19,16.74,NA,NA,226,2,1,NA,17,0,NA,0,0,NA,0,0
"ANDYDALTON","QB","Andy Dalton","CIN",16,20,16.7,NA,NA,245,2,1,NA,9,0,NA,0,0,NA,0,0
"JAMAALCHARLES","RB","Jamaal Charles","KC",3,20,16.7,NA,NA,0,0,0,NA,80,1,NA,27,0,NA,0,0
"ADRIANPETERSON","RB","Adrian Peterson","MIN",3,20,16.7,NA,NA,0,0,0,NA,110,1,NA,17,0,NA,0,1
"AJGREEN","WR","A.J. Green","CIN",3,23,16.6,NA,NA,0,0,0,NA,1,0,NA,105,1,NA,0,0
"CALVINJOHNSON","WR","Calvin Johnson","DET",4,24,16.5,NA,NA,0,0,0,NA,0,0,NA,105,1,NA,0,0
"FREDJACKSON","RB","Fred Jackson","SEA",5,25,16.4,NA,NA,0,0,0,NA,48,1,NA,56,0,NA,0,0
