"name","pos","name_nfl","team_nfl","positionRank_nfl","overallRank_nfl","pts_nfl","passAtt_nfl","passComp_nfl","passYds_nfl","passTds_nfl","passInt_nfl","rushAtt_nfl","rushYds_nfl","rushTds_nfl","rec_nfl","recYds_nfl","recTds_nfl","returnTds_nfl","twoPts_nfl","fumbles_nfl"
"AARONRODGERS","QB","Aaron Rodgers","GB",1,1,25.94,NA,NA,306,3,0,NA,17,0,NA,0,0,NA,0,0
"EDDIELACY","RB","Eddie Lacy","GB",1,2,21.9,NA,NA,0,0,0,NA,123,1,NA,36,0,NA,0,0
"TOMBRADY","QB","Tom Brady","NE",2,3,20.54,NA,NA,306,2,0,NA,3,0,NA,0,0,NA,0,0
"LEVEONBELL","RB","Le'Veon Bell","PIT",2,4,19.6,NA,NA,0,0,0,NA,89,1,NA,47,0,NA,0,0
"MATTRYAN","QB","Matt Ryan","ATL",3,5,19.4,NA,NA,315,2,1,NA,8,0,NA,0,0,NA,0,0
"DEVONTAFREEMAN","RB","Devonta Freeman","ATL",3,6,19.2,NA,NA,0,0,0,NA,94,1,NA,38,0,NA,0,0
"DREWBREES","QB","Drew Brees","NO",4,7,19.1,NA,NA,320,2,1,NA,3,0,NA,0,0,NA,0,0
"MATTFORTE","RB","Matt Forte","CHI",4,8,18.7,NA,NA,0,0,0,NA,81,1,NA,46,0,NA,0,0
"CARSONPALMER","QB","Carson Palmer","ARI",5,9,18.58,NA,NA,307,2,1,NA,3,0,NA,0,0,NA,0,0
"RUSSELLWILSON","QB","Russell Wilson","SEA",6,10,18.4,NA,NA,210,2,1,NA,40,0,NA,0,0,NA,0,0
"ANDREWLUCK","QB","Andrew Luck","IND",7,11,18.2,NA,NA,270,2,1,NA,14,0,NA,0,0,NA,0,0
"MARCUSMARIOTA","QB","Marcus Mariota","TEN",8,12,17.72,NA,NA,223,2,1,NA,28,0,NA,0,0,NA,0,0
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",9,13,17.62,NA,NA,243,2,1,NA,19,0,NA,0,0,NA,0,0
"TEDDYBRIDGEWATER","QB","Teddy Bridgewater","MIN",10,14,17.38,NA,NA,237,2,1,NA,19,0,NA,0,0,NA,0,0
"PHILIPRIVERS","QB","Philip Rivers","SD",11,15,17.28,NA,NA,277,2,1,NA,2,0,NA,0,0,NA,0,0
"JULIOJONES","WR","Julio Jones","ATL",1,16,17.2,NA,NA,0,0,0,NA,1,0,NA,111,1,NA,0,0
"JOEFLACCO","QB","Joe Flacco","BAL",12,17,17.06,NA,NA,264,2,1,NA,5,0,NA,0,0,NA,0,0
"ADRIANPETERSON","RB","Adrian Peterson","MIN",5,18,16.8,NA,NA,0,0,0,NA,111,1,NA,17,0,NA,0,1
"JOSHMCCOWN","QB","Josh McCown","CLE",13,19,16.52,NA,NA,233,2,1,NA,12,0,NA,0,0,NA,0,0
"ELIMANNING","QB","Eli Manning","NYG",14,20,16.5,NA,NA,260,2,1,NA,1,0,NA,0,0,NA,0,0
"SAMBRADFORD","QB","Sam Bradford","PHI",15,21,16.34,NA,NA,251,2,1,NA,3,0,NA,0,0,NA,0,0
"ANDYDALTON","QB","Andy Dalton","CIN",16,22,16.2,NA,NA,230,2,1,NA,10,0,NA,0,0,NA,0,0
"DIONLEWIS","RB","Dion Lewis","NE",6,22,16.2,NA,NA,0,0,0,NA,67,1,NA,35,0,NA,0,0
"ANTONIOBROWN","WR","Antonio Brown","PIT",2,24,16.1,NA,NA,0,0,0,NA,2,0,NA,99,1,NA,0,0
