"name","pos","name_nfl","team_nfl","positionRank_nfl","overallRank_nfl","pts_nfl","passAtt_nfl","passComp_nfl","passYds_nfl","passTds_nfl","passInt_nfl","rushAtt_nfl","rushYds_nfl","rushTds_nfl","rec_nfl","recYds_nfl","recTds_nfl","returnTds_nfl","twoPts_nfl","fumbles_nfl"
"AARONRODGERS","QB","Aaron Rodgers","GB",1,1,24,NA,NA,310,3,1,NA,16,0,NA,0,0,NA,0,0
"PEYTONMANNING","QB","Peyton Manning","DEN",2,2,22.38,NA,NA,312,3,1,NA,-1,0,NA,0,0,NA,0,0
"EDDIELACY","RB","Eddie Lacy","GB",1,3,21.5,NA,NA,0,0,0,NA,119,1,NA,36,0,NA,0,0
"COLTMCCOY","QB","Colt McCoy","WAS",3,4,19.9,NA,NA,330,2,2,NA,27,0,NA,0,0,NA,0,0
"CAMNEWTON","QB","Cam Newton","CAR",4,5,19.88,NA,NA,217,1,1,NA,32,1,NA,0,0,NA,0,0
"MATTFORTE","RB","Matt Forte","CHI",2,6,19.6,NA,NA,0,0,0,NA,88,1,NA,48,0,NA,0,0
"MATTRYAN","QB","Matt Ryan","ATL",5,7,18.98,NA,NA,307,2,1,NA,7,0,NA,0,0,NA,0,0
"ANDREWLUCK","QB","Andrew Luck","IND",6,8,18.78,NA,NA,282,2,1,NA,15,0,NA,0,0,NA,0,0
"RUSSELLWILSON","QB","Russell Wilson","SEA",6,8,18.78,NA,NA,222,2,1,NA,39,0,NA,0,0,NA,0,0
"DREWBREES","QB","Drew Brees","NO",8,10,18.7,NA,NA,310,2,1,NA,3,0,NA,0,0,NA,0,0
"BENROETHLISBERGER","QB","Ben Roethlisberger","PIT",9,11,18.24,NA,NA,301,2,1,NA,2,0,NA,0,0,NA,0,0
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",10,12,17.64,NA,NA,246,2,1,NA,18,0,NA,0,0,NA,0,0
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",11,13,17.58,NA,NA,277,2,1,NA,5,0,NA,0,0,NA,0,0
"TOMBRADY","QB","Tom Brady","NE",12,14,17.44,NA,NA,281,2,1,NA,2,0,NA,0,0,NA,0,0
"ZACHMETTENBERGER","QB","Zach Mettenberger","TEN",12,14,17.44,NA,NA,271,2,1,NA,6,0,NA,0,0,NA,0,0
"PHILIPRIVERS","QB","Philip Rivers","SD",14,16,17.4,NA,NA,280,2,1,NA,2,0,NA,0,0,NA,0,0
"DREWSTANTON","QB","Drew Stanton","ARI",15,17,17.32,NA,NA,243,3,3,NA,16,0,NA,0,0,NA,0,0
"EJMANUEL","QB","EJ Manuel","BUF",16,18,17.12,NA,NA,233,2,1,NA,18,0,NA,0,0,NA,0,0
"ODELLBECKHAM","WR","Odell Beckham","NYG",1,19,17,NA,NA,0,0,0,NA,5,0,NA,105,1,NA,0,0
"TONYROMO","QB","Tony Romo","DAL",17,20,16.96,NA,NA,264,2,1,NA,4,0,NA,0,0,NA,0,0
