"name","pos","name_nfl","team_nfl","positionRank_nfl","overallRank_nfl","pts_nfl","passAtt_nfl","passComp_nfl","passYds_nfl","passTds_nfl","passInt_nfl","rushAtt_nfl","rushYds_nfl","rushTds_nfl","rec_nfl","recYds_nfl","recTds_nfl","returnTds_nfl","twoPts_nfl","fumbles_nfl"
"AARONRODGERS","QB","Aaron Rodgers","GB",1,1,26.42,NA,NA,313,3,0,NA,19,0,NA,0,0,NA,0,0
"DREWBREES","QB","Drew Brees","NO",2,2,25.42,NA,NA,328,3,0,NA,3,0,NA,0,0,NA,0,0
"PEYTONMANNING","QB","Peyton Manning","DEN",3,3,23.54,NA,NA,291,3,0,NA,-1,0,NA,0,0,NA,0,0
"JORDYNELSON","WR","Jordy Nelson","GB",1,4,23.5,NA,NA,0,0,0,NA,0,0,NA,115,2,NA,0,0
"DEMARYIUSTHOMAS","WR","Demaryius Thomas","DEN",1,4,23.5,NA,NA,0,0,0,NA,0,0,NA,115,2,NA,0,0
"DEMARCOMURRAY","RB","DeMarco Murray","DAL",1,6,22.8,NA,NA,0,0,0,NA,83,2,NA,25,0,NA,0,0
"ANDREWLUCK","QB","Andrew Luck","IND",4,7,21.2,NA,NA,275,2,0,NA,22,0,NA,0,0,NA,0,0
"TOMBRADY","QB","Tom Brady","NE",5,8,20,NA,NA,295,2,0,NA,2,0,NA,0,0,NA,0,0
"LEVEONBELL","RB","Le'Veon Bell","PIT",2,8,20,NA,NA,0,0,0,NA,101,1,NA,39,0,NA,0,0
"PHILIPRIVERS","QB","Philip Rivers","SD",6,10,19.54,NA,NA,286,2,0,NA,1,0,NA,0,0,NA,0,0
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",7,11,19.5,NA,NA,280,2,0,NA,3,0,NA,0,0,NA,0,0
"MATTFORTE","RB","Matt Forte","CHI",3,11,19.5,NA,NA,0,0,0,NA,90,1,NA,45,0,NA,0,0
"RUSSELLWILSON","QB","Russell Wilson","SEA",8,13,19.38,NA,NA,217,2,1,NA,47,0,NA,0,0,NA,0,0
"MATTRYAN","QB","Matt Ryan","ATL",9,14,18.96,NA,NA,264,2,0,NA,4,0,NA,0,0,NA,0,0
"JOEFLACCO","QB","Joe Flacco","BAL",10,15,18.52,NA,NA,248,2,0,NA,6,0,NA,0,0,NA,0,0
"JULIOJONES","WR","Julio Jones","ATL",3,16,18,NA,NA,0,0,0,NA,0,0,NA,120,1,NA,0,0
"BENROETHLISBERGER","QB","Ben Roethlisberger","PIT",11,17,17.98,NA,NA,282,2,1,NA,7,0,NA,0,0,NA,0,0
"TONYROMO","QB","Tony Romo","DAL",12,18,17.74,NA,NA,281,2,1,NA,5,0,NA,0,0,NA,0,0
"ALEXSMITH","QB","Alex Smith","KC",12,18,17.74,NA,NA,236,2,1,NA,23,0,NA,0,0,NA,0,0
