"name","pos","name_nfl","team_nfl","positionRank_nfl","overallRank_nfl","pts_nfl","passAtt_nfl","passComp_nfl","passYds_nfl","passTds_nfl","passInt_nfl","rushAtt_nfl","rushYds_nfl","rushTds_nfl","rec_nfl","recYds_nfl","recTds_nfl","returnTds_nfl","twoPts_nfl","fumbles_nfl"
"AARONRODGERS","QB","Aaron Rodgers","GB",1,1,26.1,NA,NA,305,3,0,NA,19,0,NA,0,0,NA,0,0
"DREWBREES","QB","Drew Brees","NO",2,2,25.22,NA,NA,323,3,0,NA,3,0,NA,0,0,NA,0,0
"PEYTONMANNING","QB","Peyton Manning","DEN",3,3,24.5,NA,NA,315,3,0,NA,-1,0,NA,0,0,NA,0,0
"MATTFORTE","RB","Matt Forte","CHI",1,4,23.6,NA,NA,0,0,0,NA,91,2,NA,45,0,NA,0,1
"JORDYNELSON","WR","Jordy Nelson","GB",1,5,23.2,NA,NA,0,0,0,NA,0,0,NA,112,2,NA,0,0
"DEMARCOMURRAY","RB","DeMarco Murray","DAL",2,6,22.6,NA,NA,0,0,0,NA,81,2,NA,25,0,NA,0,0
"ANDREWLUCK","QB","Andrew Luck","IND",4,7,20.64,NA,NA,261,2,0,NA,22,0,NA,0,0,NA,0,0
"RUSSELLWILSON","QB","Russell Wilson","SEA",5,8,20.12,NA,NA,233,2,1,NA,48,0,NA,0,0,NA,0,0
"PHILIPRIVERS","QB","Philip Rivers","SD",6,9,19.62,NA,NA,288,2,0,NA,1,0,NA,0,0,NA,0,0
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",7,10,19.5,NA,NA,280,2,0,NA,3,0,NA,0,0,NA,0,0
"LEVEONBELL","RB","Le'Veon Bell","PIT",3,10,19.5,NA,NA,0,0,0,NA,97,1,NA,38,0,NA,0,0
"TOMBRADY","QB","Tom Brady","NE",8,12,18.96,NA,NA,269,2,0,NA,2,0,NA,0,0,NA,0,0
"MATTRYAN","QB","Matt Ryan","ATL",9,13,18.92,NA,NA,263,2,0,NA,4,0,NA,0,0,NA,0,0
"JOEFLACCO","QB","Joe Flacco","BAL",10,14,18.32,NA,NA,243,2,0,NA,6,0,NA,0,0,NA,0,0
