displayName,team,rushAtt,rushYds,rushTD,receptions,recYds,recTD,fumblesLost
LeSean McCoy,BUF,19.2,93.6,0.5,2.5,19.3,0.1,0.2
Doug Martin,TB,19.3,90.7,0.6,2.0,14.9,0.0,0.2
Thomas Rawls,SEA,19.4,84.5,0.6,1.9,14.4,0.1,0.2
Adrian Peterson,MIN,19.3,83.2,0.5,2.0,15.0,0.0,0.2
David Johnson,ARI,18.1,77.3,0.5,2.5,21.9,0.1,0.1
DeAngelo Williams,PIT,17.3,76.7,0.5,3.0,23.8,0.0,0.1
Jonathan Stewart,CAR,18.8,76.3,0.5,1.8,12.6,0.0,0.2
Lamar Miller,MIA,13.8,71.3,0.3,2.7,20.7,0.0,0.2
Todd Gurley,STL,17.0,70.1,0.5,1.4,11.6,0.0,0.1
Matt Forte,CHI,15.6,69.7,0.4,3.1,25.8,0.1,0.2
Chris Ivory,NYJ,15.7,68.3,0.5,1.3,10.0,0.0,0.2
T.J. Yeldon,JAC,14.8,65.5,0.3,3.1,21.4,0.0,0.1
LeGarrette Blount,NE,13.7,63.7,0.4,0.6,4.0,0.0,0.1
Devonta Freeman,ATL,14.9,60.7,0.4,5.1,38.7,0.1,0.1
Jeremy Hill,CIN,14.1,59.4,0.5,1.2,9.2,0.0,0.2
Shaun Draughn,SF,14.6,59.4,0.3,3.5,25.6,0.1,0.1
Eddie Lacy,GB,12.5,59.0,0.4,1.4,10.8,0.0,0.1
Frank Gore,IND,15.5,56.1,0.3,2.8,19.7,0.1,0.2
Charcandrick West,KC,12.1,56.0,0.5,2.3,18.4,0.1,0.1
Ronnie Hillman,DEN,12.5,56.0,0.4,1.2,7.4,0.0,0.1
Darren McFadden,DAL,17.1,53.2,0.3,3.5,27.1,0.1,0.2
Latavius Murray,OAK,15.7,52.4,0.3,2.8,18.8,0.0,0.2
Javorius Allen,BAL,13.9,48.0,0.2,4.1,32.2,0.1,0.1
Ameer Abdullah,DET,12.0,47.8,0.2,1.4,11.0,0.0,0.1
Matt Jones,WAS,9.9,46.6,0.2,1.9,15.7,0.0,0.3
Ryan Mathews,PHI,7.4,46.0,0.3,1.3,10.3,0.0,0.3
C.J. Anderson,DEN,11.0,46.0,0.3,1.3,9.7,0.0,0.1
DeMarco Murray,PHI,12.3,45.6,0.4,1.7,12.3,0.0,0.2
Melvin Gordon,SD,12.6,45.3,0.2,2.0,12.5,0.0,0.2
Isaiah Crowell,CLE,11.3,43.6,0.2,1.1,7.5,0.0,0.1
Alfred Morris,WAS,9.5,43.0,0.2,0.9,5.3,0.0,0.1
Rashad Jennings,NYG,9.3,40.8,0.1,1.9,15.5,0.0,0.1
Spencer Ware,KC,8.8,40.6,0.7,1.0,6.6,0.0,0.1
Jeremy Langford,CHI,9.7,40.3,0.3,2.1,18.3,0.1,0.1
Antonio Andrews,TEN,10.0,37.8,0.2,1.3,12.6,0.0,0.1
Chris Polk,HOU,6.9,31.0,0.2,1.0,7.1,0.0,0.1
Giovani Bernard,CIN,8.7,29.4,0.2,3.1,28.0,0.2,0.1
Andre Ellington,ARI,4.7,29.1,0.1,1.4,10.6,0.0,0.0
Alfred Blue,HOU,10.9,29.0,0.2,1.2,9.2,0.0,0.1
James Starks,GB,8.3,28.8,0.2,3.3,25.1,0.2,0.1
Charles Sims,TB,6.9,28.7,0.2,3.0,24.8,0.1,0.2
Mike Gillislee,MIA,6.7,28.5,0.1,1.2,9.3,0.1,0.1
Tim Hightower,NO,6.8,28.0,0.2,1.2,9.1,0.0,0.1
David Cobb,TEN,7.3,26.8,0.2,1.6,11.5,0.0,0.1
Carlos Hyde,SF,7.2,26.7,0.1,1.3,8.7,0.0,0.0
Darren Sproles,PHI,6.4,26.7,0.2,3.6,27.4,0.1,0.1
Kerwynn Williams,ARI,4.9,25.5,0.2,0.3,1.8,0.0,0.1
Karlos Williams,BUF,5.6,25.0,0.2,0.3,2.9,0.0,0.0
Jay Ajayi,MIA,5.6,24.9,0.1,1.1,9.6,0.0,0.1
Duke Johnson,CLE,7.3,23.4,0.1,3.7,29.7,0.2,0.1
Bilal Powell,NYJ,5.2,22.9,0.1,2.4,18.7,0.1,0.1
Kenjon Barner,PHI,2.5,22.3,0.2,0.7,3.6,0.0,0.0
C.J. Spiller,NO,6.5,22.3,0.2,2.9,22.7,0.1,0.1
Jonathan Grimes,HOU,4.4,21.1,0.0,1.8,12.6,0.0,0.1
Shane Vereen,NYG,3.8,18.8,0.1,3.1,23.8,0.2,0.1
Juwan Thompson,DEN,2.6,18.6,0.2,0.9,6.3,0.0,0.1
Denard Robinson,JAC,4.3,18.2,0.1,1.0,6.2,0.0,0.1
Danny Woodhead,SD,5.0,17.9,0.2,4.7,37.6,0.1,0.1
Robert Turbin,DAL,5.1,17.9,0.1,1.0,6.6,0.0,0.1
Orleans Darkwa,NYG,4.4,16.4,0.1,0.9,6.2,0.0,0.1
Joique Bell,DET,5.8,16.2,0.2,1.7,12.9,0.0,0.1
Terrance West,BAL,5.6,15.6,0.1,0.3,1.7,0.0,0.2
KaDeem Carey,CHI,2.2,15.1,0.2,0.1,0.7,0.0,0.1
Tevin Coleman,ATL,4.5,14.6,0.1,1.0,6.2,0.0,0.2
Brandon Bolden,NE,3.4,14.4,0.0,2.4,15.0,0.2,0.1
Dexter McCluster,TEN,4.0,14.3,0.1,2.3,18.9,0.1,0.2
Mike Tolbert,CAR,3.0,13.6,0.2,1.0,8.6,0.0,0.0
Andre Williams,NYG,4.9,13.6,0.1,0.2,1.5,0.0,0.1
Tre Mason,STL,3.3,12.7,0.1,1.3,8.8,0.0,0.2
Travaris Cadet,SF,3.4,12.4,0.1,0.7,4.8,0.0,0.1
James White,NE,3.6,11.8,0.1,4.0,35.8,0.2,0.1
Dan Herron,BUF,4.3,11.4,0.1,1.1,4.7,0.0,0.2
Chris Thompson,WAS,2.6,10.6,0.0,2.8,17.4,0.0,0.1
Fitzgerald Toussaint,PIT,2.4,10.5,0.1,0.3,2.7,0.0,0.1
Jerick McKinnon,MIN,2.4,10.5,0.0,0.9,5.5,0.0,0.0
Fred Jackson,SEA,2.5,9.8,0.0,1.3,11.1,0.1,0.1
Stepfan Taylor,ARI,2.6,9.7,0.0,0.5,3.1,0.0,0.0
John Crockett,GB,1.9,8.7,0.1,0.3,1.8,0.0,0.1
Stevan Ridley,NYJ,2.2,8.4,0.1,0.5,2.5,0.0,0.1
Donald Brown,SD,2.3,8.3,0.0,0.6,5.0,0.0,0.1
Theo Riddick,DET,2.8,7.8,0.1,4.1,32.1,0.2,0.1
Jamize Olawale,OAK,1.9,7.2,0.1,0.7,5.8,0.0,0.0
Taiwan Jones,OAK,1.6,6.9,0.1,0.5,5.3,0.0,0.0
Fozzy Whittaker,CAR,1.5,6.8,0.1,0.5,3.8,0.0,0.1
Anthony Dixon,BUF,1.5,5.5,0.0,0.3,2.1,0.0,0.1
Marcus Murphy,NO,1.4,5.4,0.0,0.5,3.7,0.0,0.2
Benjamin Cunningham,STL,1.3,5.1,0.0,1.2,8.9,0.0,0.1
Matt Asiata,MIN,1.1,4.8,0.0,1.0,6.7,0.0,0.0
Kendall Gaskins,SF,1.3,4.7,0.1,0.3,2.9,0.0,0.1
Jordan Todman,PIT,1.0,4.3,0.0,0.2,1.0,0.0,0.0
Bishop Sankey,TEN,1.0,3.9,0.0,0.3,2.6,0.0,0.0
Marcel Reece,OAK,0.9,3.6,0.0,1.5,12.3,0.1,0.0
Cameron Artis-Payne,CAR,1.0,3.1,0.0,0.1,1.1,0.0,0.0
Roy Helu,OAK,0.7,2.9,0.0,0.5,4.0,0.0,0.0
Jay Prosch,HOU,0.5,2.9,0.0,0.0,0.4,0.0,0.0
Bobby Rainey,TB,0.5,2.8,0.0,0.3,2.1,0.0,0.0
DuJuan Harris,MIN,0.7,2.7,0.0,0.6,0.3,0.0,0.0
John Kuhn,GB,0.6,2.3,0.1,0.5,4.0,0.0,0.0
Will Johnson,PIT,0.7,2.2,0.1,0.5,3.4,0.0,0.0
Darrel Young,WAS,0.7,2.1,0.0,0.3,1.7,0.0,0.0
Bruce Miller,SF,0.5,2.0,0.0,0.6,6.7,0.0,0.0
Knile Davis,KC,0.4,1.7,0.0,0.1,0.7,0.0,0.0
Cedric Peerman,CIN,0.5,1.6,0.0,0.4,2.3,0.0,0.0
Antone Smith,CHI,0.3,1.3,0.0,0.0,0.1,0.0,0.0
Chase Reynolds,STL,0.3,1.2,0.0,0.1,0.8,0.0,0.0
Nikita Whitlock,NYG,0.3,1.1,0.0,0.2,0.9,0.0,0.0
Zurlon Tipton,IND,0.3,1.0,0.0,0.0,0.1,0.0,0.0
Derrick Coleman,SEA,0.4,1.0,0.0,0.1,0.9,0.0,0.0
Rex Burkhead,CIN,0.2,1.0,0.0,0.4,3.3,0.0,0.0
Terron Ward,ATL,0.3,0.9,0.0,0.4,2.4,0.0,0.0
Jerome Felton,BUF,0.3,0.9,0.0,0.3,2.5,0.0,0.0
Damien Williams,MIA,0.2,0.9,0.0,0.6,3.7,0.0,0.0
Tyler Clutts,DAL,0.4,0.9,0.0,0.4,1.6,0.1,0.1
Tommy Bohanon,NYJ,0.4,0.9,0.0,0.5,5.5,0.0,0.0
Jalston Fowler,TEN,0.3,0.8,0.0,0.2,2.3,0.0,0.0
Mike James,TB,0.1,0.8,0.0,0.0,0.1,0.0,0.0
Trey Williams,NE,0.2,0.7,0.0,0.1,0.5,0.0,0.0
Michael Burton,DET,0.2,0.6,0.0,0.2,0.8,0.0,0.0
Kyle Juszczyk,BAL,0.2,0.5,0.0,1.8,13.9,0.1,0.0
Raheem Mostert,MIA,0.1,0.5,0.0,0.0,0.1,0.0,0.0
Glenn Winston,CLE,0.2,0.5,0.0,0.0,0.3,0.0,0.0
Anthony Sherman,KC,0.3,0.5,0.0,0.5,3.1,0.1,0.0
Zach Line,MIN,0.2,0.4,0.1,0.6,6.1,0.0,0.0
Patrick DiMarco,ATL,0.1,0.3,0.0,0.9,6.9,0.0,0.0
Jorvorskie Lane,TB,0.0,0.1,0.0,0.1,0.8,0.0,0.0
George Winn,DET,0.3,0.1,0.0,0.0,0.1,0.0,0.0
Will Tukuafu,SEA,0.0,0.1,0.0,0.0,0.0,0.0,0.0
Joe Banyard,JAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christine Michael,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alonzo Harris,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcus Thigpen,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marshawn Lynch,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Johnson,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0
