"name","pos","name_yahoo","team_yahoo","positionRank_yahoo","overallRank_yahoo","pts_yahoo","passAtt_yahoo","passComp_yahoo","passYds_yahoo","passTds_yahoo","passInt_yahoo","rushAtt_yahoo","rushYds_yahoo","rushTds_yahoo","rec_yahoo","recYds_yahoo","recTds_yahoo","returnTds_yahoo","twoPts_yahoo","fumbles_yahoo"
"ANDREWLUCK","QB","Andrew Luck","IND",1,1,25.11,0,NA,304,2.9,0.8,4.3,21.8,0.1,0,0,0,0,0.1,0.3
"AARONRODGERS","QB","Aaron Rodgers","GB",2,2,24.08,0,NA,289,2.9,0.4,3.6,17.5,0.1,0,0,0,0,0.1,0.4
"PEYTONMANNING","QB","Peyton Manning","DEN",3,3,22.15,0,NA,276,2.9,0.6,1.9,-2,0.1,0,0,0,0,0.1,0.3
"TOMBRADY","QB","Tom Brady","NE",4,4,21.68,0,NA,323,2.3,0.5,1.8,1.7,0.1,0,0,0,0,0.1,0.4
"DREWBREES","QB","Drew Brees","NO",5,5,21.28,0,NA,340,2.1,0.9,1.5,2.2,0.1,0,0,0,0,0.1,0.3
"ROBERTGRIFFIN","QB","Robert Griffin III","WAS",6,6,20.13,0,NA,243,1.6,0.5,6.8,41.7,0.2,0,0,0,0,0,0.4
"COLINKAEPERNICK","QB","Colin Kaepernick","SF",7,7,19.88,0,NA,240,1.5,0.8,6.7,48.3,0.2,0,0,0,0,0,0.3
"BENROETHLISBERGER","QB","Ben Roethlisberger","PIT",8,8,19.76,0,NA,289,2.1,0.7,2.1,6.5,0.1,0,0,0,0,0.1,0.4
"MARKINGRAM","RB","Mark Ingram","NO",1,9,19.35,0,NA,0,0,0,22.8,109,1.1,1.9,15.7,0.1,0,0,0.2
"CAMNEWTON","QB","Cam Newton","CAR",9,10,18.59,0,NA,222,1.4,0.8,7.1,35.2,0.3,0,0,0,0,0,0.2
"MATTRYAN","QB","Matt Ryan","ATL",10,11,18.47,0,NA,294,1.9,1.2,1.6,6.1,0,0,0,0,0,0.1,0.3
"JAYCUTLER","QB","Jay Cutler","CHI",11,12,18.4,0,NA,256,1.8,1,3.5,18.9,0.1,0,0,0,0,0.1,0.3
"JOSHMCCOWN","QB","Josh McCown","TB",12,13,18.21,0,NA,271,1.7,0.7,2.5,15.5,0,0,0,0,0,0,0.3
"MATTFORTE","RB","Matt Forte","CHI",2,14,17.98,0,NA,0,0,0,18.2,86.3,0.6,5.9,50.2,0.2,0,0,0.2
"PHILIPRIVERS","QB","Philip Rivers","SD",13,15,17.66,0,NA,229,2.2,0.7,1.8,3.9,0.1,0,0,0,0,0.1,0.2
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",14,16,17.62,0,NA,247,1.7,1.1,4,21.1,0.1,0,0,0,0,0,0.3
"DEREKCARR","QB","Derek Carr","OAK",15,17,16.84,0,NA,283,1.6,0.9,1.5,7.4,0,0,0,0,0,0,0.4
"SHAUNHILL","QB","Shaun Hill","STL",16,18,16.82,0,NA,265,1.7,1.2,2.6,11.9,0.1,0,0,0,0,0,0.4
"RUSSELLWILSON","QB","Russell Wilson","SEA",17,19,16.54,0,NA,209,1.1,0.6,6.7,45.5,0.1,0,0,0,0,0,0.4
"JAMAALCHARLES","RB","Jamaal Charles","KC",3,20,15.95,0,NA,0,0,0,18.5,82.7,0.8,3.3,23.4,0.1,0,0,0.2
