"name","pos","name_yahoo","team_yahoo","positionRank_yahoo","overallRank_yahoo","pts_yahoo","passAtt_yahoo","passComp_yahoo","passYds_yahoo","passTds_yahoo","passInt_yahoo","rushAtt_yahoo","rushYds_yahoo","rushTds_yahoo","rec_yahoo","recYds_yahoo","recTds_yahoo","returnTds_yahoo","twoPts_yahoo","fumbles_yahoo"
"RYANFITZPATRICK","QB","Ryan Fitzpatrick","HOU",1,1,39.32,0,NA,358,6,0,2,10,0,0,0,0,0,0,0
"DEANDREHOPKINS","WR","DeAndre Hopkins","HOU",1,2,35.8,9,NA,0,0,0,0,0,0,9,238,2,0,0,0
"TREMASON","RB","Tre Mason","STL",1,3,34.4,4,NA,0,0,0,14,117,2,3,47,1,0,0,0
"ANDREWLUCK","QB","Andrew Luck","IND",2,4,33.8,0,NA,370,5,1,4,20,0,0,0,0,0,0,1
"LEVEONBELL","RB","Le'Veon Bell","PIT",2,5,31.4,11,NA,0,0,0,21,95,1,8,159,0,0,0,0
"DREWBREES","QB","Drew Brees","NO",3,6,30.28,0,NA,257,5,0,0,0,0,0,0,0,0,0,0
"PHILIPRIVERS","QB","Philip Rivers","SD",4,7,28.22,0,NA,383,3,1,4,19,0,0,0,0,0,0,0
"BENROETHLISBERGER","QB","Ben Roethlisberger","PIT",5,8,28.2,0,NA,435,2,2,1,8,0,0,0,0,0,2,0
"COLTMCCOY","QB","Colt McCoy","WAS",6,9,26.88,0,NA,392,3,0,3,12,0,0,0,0,0,0,1
"CALVINJOHNSON","WR","Calvin Johnson","DET",2,10,26.6,16,NA,0,0,0,0,0,0,11,146,2,0,0,0
"DONTEMONCRIEF","WR","Donte Moncrief","IND",3,11,26,4,NA,0,0,0,1,6,0,3,134,2,0,0,0
"AARONRODGERS","QB","Aaron Rodgers","GB",7,12,24.92,0,NA,368,2,0,5,22,0,0,0,0,0,0,0
"JULIOJONES","WR","Julio Jones","ATL",4,13,24.9,12,NA,0,0,0,0,0,0,10,189,1,0,0,0
"COBYFLEENER","TE","Coby Fleener","IND",1,14,24.7,7,NA,0,0,0,0,0,0,4,127,2,0,0,0
"CJANDERSON","RB","C.J. Anderson","DEN",3,15,24.5,3,NA,0,0,0,32,168,0,2,17,1,0,0,0
"KEENANALLEN","WR","Keenan Allen","SD",5,16,24.1,15,NA,0,0,0,0,0,0,11,121,2,0,0,0
"ANTONIOBROWN","WR","Antonio Brown","PIT",6,17,23.7,12,NA,0,0,0,0,0,0,8,97,2,0,1,0
"JOEFLACCO","QB","Joe Flacco","BAL",8,18,23.3,0,NA,225,2,0,2,3,1,0,0,0,0,0,0
"JOIQUEBELL","RB","Joique Bell","DET",4,19,22.7,2,NA,0,0,0,23,91,2,2,16,0,0,0,0
"KENNYSTILLS","WR","Kenny Stills","NO",7,20,22.2,6,NA,0,0,0,0,0,0,5,162,1,0,0,0
"MATTRYAN","QB","Matt Ryan","ATL",9,21,21.84,0,NA,361,2,1,3,4,0,0,0,0,0,0,0
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",10,22,21.6,0,NA,390,2,0,0,0,0,0,0,0,0,0,1
"MARKSANCHEZ","QB","Mark Sanchez","PHI",11,23,21.48,0,NA,217,1,0,7,28,1,0,0,0,0,0,0
"SHAUNHILL","QB","Shaun Hill","STL",12,24,21.42,0,NA,183,2,0,2,1,1,0,0,0,0,0,0
"RASHADJENNINGS","RB","Rashad Jennings","NYG",5,25,21.4,5,NA,0,0,0,26,91,2,3,3,0,0,0,0
"LESEANMCCOY","RB","LeSean McCoy","PHI",6,26,19.9,0,NA,0,0,0,25,159,1,0,0,0,0,0,1
"KENDALLWRIGHT","WR","Kendall Wright","TEN",8,27,19.2,9,NA,0,0,0,0,0,0,7,132,1,0,0,0
"ALSHONJEFFERY","WR","Alshon Jeffery","CHI",9,28,19.1,13,NA,0,0,0,0,0,0,9,71,2,0,0,0
