"name","pos","name_yahoo","team_yahoo","positionRank_yahoo","overallRank_yahoo","pts_yahoo","passAtt_yahoo","passComp_yahoo","passYds_yahoo","passTds_yahoo","passInt_yahoo","rushAtt_yahoo","rushYds_yahoo","rushTds_yahoo","rec_yahoo","recYds_yahoo","recTds_yahoo","returnTds_yahoo","twoPts_yahoo","fumbles_yahoo"
"AARONRODGERS","QB","Aaron Rodgers","GB",1,1,28.64,0,NA,346,3,0,6,28,0,0,0,0,0,1,1
"ANTONIOGATES","TE","Antonio Gates","SD",1,2,27.6,7,NA,0,0,0,0,0,0,7,96,3,0,0,0
"JORDYNELSON","WR","Jordy Nelson","GB",1,3,26.9,16,NA,0,0,0,0,0,0,9,209,1,0,0,0
"JAYCUTLER","QB","Jay Cutler","CHI",2,4,25.54,0,NA,176,4,0,5,25,0,0,0,0,0,0,0
"PHILIPRIVERS","QB","Philip Rivers","SD",3,5,25.06,0,NA,284,3,0,11,17,0,0,0,0,0,0,0
"DARRENSPROLES","RB","Darren Sproles","PHI",1,6,23.8,7,NA,0,0,0,4,26,1,7,152,0,0,0,0
"JIMMYGRAHAM","TE","Jimmy Graham","NO",2,6,23.8,13,NA,0,0,0,0,0,0,10,118,2,0,0,0
"GIOVANIBERNARD","RB","Giovani Bernard","CIN",2,8,22.9,6,NA,0,0,0,27,90,1,5,79,0,0,0,0
"BRANDONMARSHALL","WR","Brandon Marshall","CHI",2,9,22.8,8,NA,0,0,0,0,0,0,5,48,3,0,0,0
"KNILEDAVIS","RB","Knile Davis","KC",3,10,22.5,9,NA,0,0,0,22,79,2,6,26,0,0,0,0
"AHMADBRADSHAW","RB","Ahmad Bradshaw","IND",4,11,21.6,5,NA,0,0,0,13,70,0,5,26,2,0,0,0
"PEYTONMANNING","QB","Peyton Manning","DEN",4,12,21.58,0,NA,242,3,0,1,-1,0,0,0,0,0,0,0
"DEMARCOMURRAY","RB","DeMarco Murray","DAL",5,13,21.3,2,NA,0,0,0,29,167,1,1,6,0,0,0,1
"ARIANFOSTER","RB","Arian Foster","HOU",6,14,21,3,NA,0,0,0,28,138,1,2,12,0,0,0,0
"ALFREDMORRIS","RB","Alfred Morris","WAS",7,15,20.5,0,NA,0,0,0,22,85,2,0,0,0,0,0,0
"DELANIEWALKER","TE","Delanie Walker","TEN",3,16,20.2,14,NA,0,0,0,0,0,0,10,142,1,0,0,0
"ANDREWLUCK","QB","Andrew Luck","IND",5,17,19.88,0,NA,172,3,1,4,20,0,0,0,0,0,0,0
"CAMNEWTON","QB","Cam Newton","CAR",6,18,19.14,0,NA,281,1,0,4,19,0,0,0,0,0,1,0
"JOSHMCCOWN","QB","Josh McCown","TB",7,19,18.76,0,NA,179,0,1,2,6,2,0,0,0,0,0,0
"GENOSMITH","QB","Geno Smith","NYJ",8,20,18.64,0,NA,176,1,1,7,26,1,0,0,0,0,0,0
"RANDALLCOBB","WR","Randall Cobb","GB",3,21,18.5,6,NA,0,0,0,2,6,0,5,39,2,0,1,0
"NICKFOLES","QB","Nick Foles","PHI",9,22,18.44,0,NA,331,1,1,4,22,0,0,0,0,0,0,0
"DEREKCARR","QB","Derek Carr","OAK",10,23,18.32,0,NA,263,1,2,4,58,0,0,0,0,0,0,0
"KIRKCOUSINS","QB","Kirk Cousins","WAS",11,24,17.9,0,NA,250,2,0,1,-1,0,0,0,0,0,0,0
"RUSSELLWILSON","QB","Russell Wilson","SEA",12,25,17.88,0,NA,202,2,0,2,18,0,0,0,0,0,0,0
"SAMMYWATKINS","WR","Sammy Watkins","BUF",4,26,17.7,11,NA,0,0,0,0,0,0,8,117,1,0,0,0
"ELIMANNING","QB","Eli Manning","NYG",13,27,17.58,0,NA,277,2,2,1,5,0,0,0,0,0,0,0
"BOBBYRAINEY","RB","Bobby Rainey","TB",8,28,17.4,3,NA,0,0,0,22,144,0,3,30,0,0,0,0
"DREWBREES","QB","Drew Brees","NO",14,29,16.78,0,NA,237,2,1,1,3,0,0,0,0,0,0,0
"MARKINGRAM","RB","Mark Ingram","NO",9,30,16.4,4,NA,0,0,0,11,83,1,3,21,0,0,0,0
"MOHAMEDSANU","WR","Mohamed Sanu","CIN",5,30,16.4,4,NA,50,0,0,0,0,0,3,84,1,0,0,0
"DEZBRYANT","WR","Dez Bryant","DAL",6,32,16.3,14,NA,0,0,0,0,0,0,10,103,1,0,0,0
"LESEANMCCOY","RB","LeSean McCoy","PHI",10,33,16.2,5,NA,0,0,0,20,79,1,4,23,0,0,0,0
"STEVANRIDLEY","RB","Stevan Ridley","NE",11,34,16.1,0,NA,0,0,0,25,101,1,0,0,0,0,0,0
"NILESPAUL","TE","Niles Paul","WAS",4,35,15.9,11,NA,0,0,0,0,0,0,8,99,1,0,0,0
"JEREMYHILL","RB","Jeremy Hill","CIN",12,36,15.6,2,NA,0,0,0,15,74,1,2,22,0,0,0,0
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",15,37,15.44,0,NA,291,1,1,1,8,0,0,0,0,0,0,0
"COLINKAEPERNICK","QB","Colin Kaepernick","SF",16,38,15.32,0,NA,248,1,3,9,64,0,0,0,0,0,0,1
"JAMESJONES","WR","James Jones","OAK",7,39,15.2,14,NA,0,0,0,0,0,0,9,112,1,0,0,1
"TERRANCEWEST","RB","Terrance West","CLE",13,40,15,2,NA,0,0,0,19,68,1,2,22,0,0,0,0
"JULIANEDELMAN","WR","Julian Edelman","NE",8,40,15,7,NA,0,0,0,1,9,0,6,81,1,0,0,0
"JOEFLACCO","QB","Joe Flacco","BAL",17,42,14.94,0,NA,166,2,0,5,3,0,0,0,0,0,0,0
"OWENDANIELS","TE","Owen Daniels","BAL",5,43,14.8,5,NA,0,0,0,0,0,0,5,28,2,0,0,0
"JULIOJONES","WR","Julio Jones","ATL",9,43,14.8,13,NA,0,0,0,0,0,0,7,88,1,0,0,0
"ANDYDALTON","QB","Andy Dalton","CIN",18,45,14.68,0,NA,252,1,0,3,6,0,0,0,0,0,0,0
"MATTASIATA","RB","Matt Asiata","MIN",14,46,14.4,7,NA,0,0,0,13,36,0,5,48,1,0,0,0
"ALEXSMITH","QB","Alex Smith","KC",19,46,14.4,0,NA,255,0,0,5,42,0,0,0,0,0,0,0
"MICHAELCRABTREE","WR","Michael Crabtree","SF",10,48,14.2,9,NA,0,0,0,0,0,0,7,82,1,0,0,0
"CJSPILLER","RB","C.J. Spiller","BUF",15,49,13.8,1,NA,0,0,0,12,69,0,1,9,0,1,0,0
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",20,50,13.74,0,NA,241,1,1,4,11,0,0,0,0,0,0,0
"RYANFITZPATRICK","QB","Ryan Fitzpatrick","HOU",21,51,13.56,0,NA,139,2,0,0,0,0,0,0,0,0,0,0
"FRANKGORE","RB","Frank Gore","SF",16,52,13.5,2,NA,0,0,0,13,63,1,2,12,0,0,0,0
"MARCEDESLEWIS","TE","Marcedes Lewis","JAX",6,53,13.1,3,NA,0,0,0,0,0,0,2,71,1,0,0,0
"MATTRYAN","QB","Matt Ryan","ATL",22,54,13.04,0,NA,231,1,3,3,28,0,0,0,0,0,0,0
"DARRENMCFADDEN","RB","Darren McFadden","OAK",17,55,12.8,3,NA,0,0,0,12,37,1,2,31,0,0,0,0
"EJMANUEL","QB","EJ Manuel","BUF",23,56,12.68,0,NA,202,1,0,4,6,0,0,0,0,0,0,0
"CHADHENNE","QB","Chad Henne","JAX",24,57,12.42,0,NA,193,1,1,3,17,0,0,0,0,0,0,0
"MARSHAWNLYNCH","RB","Marshawn Lynch","SEA",18,58,12.3,4,NA,0,0,0,6,36,0,4,27,1,0,0,0
"ERICDECKER","WR","Eric Decker","NYJ",11,58,12.3,7,NA,0,0,0,0,0,0,4,63,1,0,0,0
"JAKELOCKER","QB","Jake Locker","TEN",25,60,12.26,0,NA,234,1,2,2,9,0,0,0,0,0,0,0
"DEMARYIUSTHOMAS","WR","Demaryius Thomas","DEN",12,61,12.2,7,NA,0,0,0,0,0,0,5,62,1,0,0,0
"BRIANHOYER","QB","Brian Hoyer","CLE",26,62,12.16,0,NA,204,1,0,0,0,0,0,0,0,0,0,0
"JONATHANSTEWART","RB","Jonathan Stewart","CAR",19,63,11.9,1,NA,0,0,0,15,37,1,1,22,0,0,0,0
"MIKEWALLACE","WR","Mike Wallace","MIA",13,64,11.6,8,NA,0,0,0,0,0,0,5,56,1,0,0,0
"JASONAVANT","WR","Jason Avant","KC",14,65,11.4,7,NA,0,0,0,0,0,0,5,54,1,0,0,0
"ZACSTACY","RB","Zac Stacy","STL",20,66,11.1,0,NA,0,0,0,19,71,1,0,0,0,0,0,1
"TONYROMO","QB","Tony Romo","DAL",27,67,11.04,0,NA,176,1,0,0,0,0,0,0,0,0,0,0
"LEVEONBELL","RB","Le'Veon Bell","PIT",21,68,10.7,5,NA,0,0,0,11,59,0,5,48,0,0,0,0
"CHRISIVORY","RB","Chris Ivory","NYJ",22,69,10.6,1,NA,0,0,0,13,43,1,1,3,0,0,0,0
"EMMANUELSANDERS","WR","Emmanuel Sanders","DEN",15,69,10.6,9,NA,0,0,0,1,-2,0,8,108,0,0,0,0
"JEREMYMACLIN","WR","Jeremy Maclin","PHI",16,71,10.5,11,NA,0,0,0,0,0,0,4,45,1,0,0,0
"MILESAUSTIN","WR","Miles Austin","CLE",17,72,10.4,10,NA,0,0,0,0,0,0,6,44,1,0,0,0
"BERNARDPIERCE","RB","Bernard Pierce","BAL",23,73,10.3,2,NA,0,0,0,22,96,0,1,7,0,0,0,0
"ROBERTTURBIN","RB","Robert Turbin","SEA",24,74,10.2,2,NA,0,0,0,2,7,0,2,35,1,0,0,0
"ANDREELLINGTON","RB","Andre Ellington","ARI",25,75,10.1,3,NA,0,0,0,15,91,0,1,10,0,0,0,0
"SILASREDD","RB","Silas Redd Jr.","WAS",25,75,10.1,0,NA,0,0,0,8,41,1,0,0,0,0,0,0
"ANTONIOBROWN","WR","Antonio Brown","PIT",18,77,10,12,NA,0,0,0,2,10,0,7,90,0,0,0,0
"TOMBRADY","QB","Tom Brady","NE",28,78,9.96,0,NA,149,1,0,1,0,0,0,0,0,0,0,0
"JULIUSTHOMAS","TE","Julius Thomas","DEN",7,79,9.9,5,NA,0,0,0,0,0,0,4,39,1,0,0,0
"RUEBENRANDLE","WR","Rueben Randle","NYG",19,79,9.9,7,NA,0,0,0,0,0,0,4,39,1,0,0,0
"MARTELLUSBENNETT","TE","Martellus Bennett","CHI",8,81,9.7,8,NA,0,0,0,0,0,0,7,37,1,0,0,0
"MATTCASSEL","QB","Matt Cassel","MIN",29,82,9.68,0,NA,202,1,4,3,16,0,0,0,0,0,0,0
"AUSTINDAVIS","QB","Austin Davis","STL",30,83,9.4,0,NA,235,0,0,1,0,0,0,0,0,0,0,0
"JONATHANDWYER","RB","Jonathan Dwyer","ARI",27,84,9.1,0,NA,0,0,0,9,31,1,0,0,0,0,0,0
"PERCYHARVIN","WR","Percy Harvin","NYJ",20,85,9,1,NA,0,0,0,2,45,1,1,5,0,0,0,1
"RASHADJENNINGS","RB","Rashad Jennings","NYG",28,86,8.9,4,NA,0,0,0,18,64,0,4,45,0,0,0,1
"MONTEEBALL","RB","Montee Ball","DEN",28,86,8.9,3,NA,0,0,0,12,60,0,3,29,0,0,0,0
"DARRELYOUNG","RB","Darrel Young","WAS",30,88,8.7,2,NA,0,0,0,0,0,0,2,27,1,0,0,0
"ZACHERTZ","TE","Zach Ertz","PHI",9,89,8.6,6,NA,0,0,0,0,0,0,4,86,0,0,0,0
"CALVINJOHNSON","WR","Calvin Johnson","DET",21,90,8.3,13,NA,0,0,0,0,0,0,6,83,0,0,0,0
"DEANDREHOPKINS","WR","DeAndre Hopkins","HOU",22,91,8.2,5,NA,0,0,0,0,0,0,3,22,1,0,0,0
"TRAVISKELCE","TE","Travis Kelce","KC",10,92,8.1,6,NA,0,0,0,0,0,0,4,81,0,0,0,0
"LARRYDONNELL","TE","Larry Donnell","NYG",10,92,8.1,9,NA,0,0,0,0,0,0,7,81,0,0,0,0
"JOIQUEBELL","RB","Joique Bell","DET",31,94,7.7,11,NA,0,0,0,10,36,0,6,61,0,0,0,1
"BENROETHLISBERGER","QB","Ben Roethlisberger","PIT",31,95,7.68,0,NA,217,0,1,0,0,0,0,0,0,0,0,0
"ANDREROBERTS","WR","Andre Roberts","WAS",23,96,7.6,5,NA,0,0,0,1,19,0,4,57,0,0,0,0
"TRENTRICHARDSON","RB","Trent Richardson","IND",32,97,7.5,1,NA,0,0,0,21,79,0,1,16,0,0,0,1
"ALLENROBINSON","WR","Allen Robinson","JAX",24,97,7.5,6,NA,0,0,0,0,0,0,4,75,0,0,0,0
"ANDREJOHNSON","WR","Andre Johnson","HOU",25,99,7.4,7,NA,0,0,0,0,0,0,6,74,0,0,0,0
"BRIANQUICK","WR","Brian Quick","STL",25,99,7.4,9,NA,0,0,0,0,0,0,7,74,0,0,0,0
"JACKDOYLE","TE","Jack Doyle","IND",12,101,7.2,2,NA,0,0,0,0,0,0,2,12,1,0,0,0
"GREGOLSEN","TE","Greg Olsen","CAR",12,101,7.2,8,NA,0,0,0,0,0,0,6,72,0,0,0,0
"JUSTINFORSETT","RB","Justin Forsett","BAL",33,101,7.2,4,NA,0,0,0,8,56,0,4,16,0,0,0,0
"STEVESMITH","WR","Steve Smith Sr.","BAL",27,104,7.1,10,NA,0,0,0,0,0,0,6,71,0,0,0,0
"ANDREWHAWKINS","WR","Andrew Hawkins","CLE",28,105,7,12,NA,0,0,0,0,0,0,6,70,0,0,0,0
"EDDIEROYAL","WR","Eddie Royal","SD",29,106,6.9,10,NA,0,0,0,0,0,0,7,69,0,0,0,0
"JERRICHOCOTCHERY","WR","Jerricho Cotchery","CAR",30,107,6.6,4,NA,0,0,0,0,0,0,4,46,0,0,1,0
"TYHILTON","WR","T.Y. Hilton","IND",31,108,6.5,11,NA,0,0,0,0,0,0,6,65,0,0,0,0
"DREWSTANTON","QB","Drew Stanton","ARI",32,109,6.48,0,NA,167,0,0,2,-2,0,0,0,0,0,0,0
"JACOBTAMME","TE","Jacob Tamme","DEN",14,110,6.4,1,NA,0,0,0,0,0,0,1,4,1,0,0,0
"JEDCOLLINS","RB","Jed Collins","DET",34,111,6.3,2,NA,0,0,0,0,0,0,2,3,1,0,0,0
"EDDIELACY","RB","Eddie Lacy","GB",35,112,6.1,3,NA,0,0,0,13,43,0,2,18,0,0,0,0
"DANIELFELLS","TE","Daniel Fells","NYG",15,112,6.1,1,NA,0,0,0,0,0,0,1,1,1,0,0,0
"JERMAINEKEARSE","WR","Jermaine Kearse","SEA",32,112,6.1,5,NA,0,0,0,0,0,0,4,61,0,0,0,0
"TEDGINN","WR","Ted Ginn Jr.","ARI",33,115,6,0,NA,0,0,0,0,0,0,0,0,0,1,0,0
"VICTORCRUZ","WR","Victor Cruz","NYG",33,115,6,10,NA,0,0,0,0,0,0,5,60,0,0,0,0
"DANNYWOODHEAD","RB","Danny Woodhead","SD",36,115,6,5,NA,0,0,0,8,32,0,4,28,0,0,0,0
"MARKUSWHEATON","WR","Markus Wheaton","PIT",33,115,6,8,NA,0,0,0,2,22,0,5,38,0,0,0,0
"JEREMYKERLEY","WR","Jeremy Kerley","NYJ",36,119,5.9,8,NA,0,0,0,0,37,0,3,22,0,0,0,0
"GOLDENTATE","WR","Golden Tate","DET",37,120,5.7,8,NA,0,0,0,0,0,0,5,57,0,0,0,0
"RYANMATHEWS","RB","Ryan Mathews","SD",37,120,5.7,2,NA,0,0,0,11,31,0,2,26,0,0,0,0
"RYANGRANT","WR","Ryan Grant","WAS",37,120,5.7,8,NA,0,0,0,0,0,0,5,57,0,0,0,0
"ISAIAHCROWELL","RB","Isaiah Crowell","CLE",37,120,5.7,1,NA,0,0,0,11,54,0,1,3,0,0,0,0
"CORDARRELLEPATTERSON","WR","Cordarrelle Patterson","MIN",39,124,5.6,7,NA,0,0,0,0,0,0,4,56,0,0,0,0
"KEENANALLEN","WR","Keenan Allen","SD",40,125,5.5,6,NA,0,0,0,0,0,0,5,55,0,0,0,0
"KYLERUDOLPH","TE","Kyle Rudolph","MIN",16,126,5.3,8,NA,0,0,0,0,0,0,5,53,0,0,0,0
"LAMARMILLER","RB","Lamar Miller","MIA",39,126,5.3,5,NA,0,0,0,11,46,0,2,7,0,0,0,0
"STEVENJACKSON","RB","Steven Jackson","ATL",39,126,5.3,1,NA,0,0,0,11,46,0,1,7,0,0,0,0
"LARRYFITZGERALD","WR","Larry Fitzgerald","ARI",41,129,5.1,10,NA,0,0,0,0,0,0,6,51,0,0,0,0
"VINCENTJACKSON","WR","Vincent Jackson","TB",41,129,5.1,7,NA,0,0,0,0,0,0,4,51,0,0,0,0
"FREDJACKSON","RB","Fred Jackson","BUF",41,129,5.1,4,NA,0,0,0,12,24,0,2,27,0,0,0,0
"BRANDONTATE","WR","Brandon Tate","CIN",43,132,5,3,NA,0,0,0,0,0,0,1,50,0,0,0,0
"DAVANTEADAMS","WR","Davante Adams","GB",43,132,5,7,NA,0,0,0,0,0,0,5,50,0,0,0,0
"MIKEEVANS","WR","Mike Evans","TB",45,134,4.9,4,NA,0,0,0,0,0,0,4,49,0,0,0,0
"BILALPOWELL","RB","Bilal Powell","NYJ",42,135,4.8,2,NA,0,0,0,4,16,0,2,32,0,0,0,0
"BRANDINCOOKS","WR","Brandin Cooks","NO",46,135,4.8,6,NA,0,0,0,2,31,0,3,17,0,0,0,0
