"name","pos","name_yahoo","team_yahoo","positionRank_yahoo","overallRank_yahoo","pts_yahoo","passAtt_yahoo","passComp_yahoo","passYds_yahoo","passTds_yahoo","passInt_yahoo","rushAtt_yahoo","rushYds_yahoo","rushTds_yahoo","rec_yahoo","recYds_yahoo","recTds_yahoo","returnTds_yahoo","twoPts_yahoo","fumbles_yahoo"
"DREWBREES","QB","Drew Brees","NO",1,1,20.86,0,NA,311,2.4,1.3,1.5,2.2,0.1,0,0,0,0,0.1,0.3
"JAYCUTLER","QB","Jay Cutler","CHI",2,2,19.68,0,NA,261,2.2,1.1,3.3,14.7,0.1,0,0,0,0,0.1,0.3
"AARONRODGERS","QB","Aaron Rodgers","GB",3,3,19.67,0,NA,280,2,1.1,3.5,18.2,0.1,0,0,0,0,0.1,0.3
"MATTRYAN","QB","Matt Ryan","ATL",4,4,18.82,0,NA,307,1.9,1.2,1.5,3.9,0,0,0,0,0,0.1,0.3
"PHILIPRIVERS","QB","Philip Rivers","SD",5,5,18.73,0,NA,247,2.3,0.7,2,4.3,0.1,0,0,0,0,0.1,0.2
"NICKFOLES","QB","Nick Foles","PHI",6,6,18.66,0,NA,264,1.9,0.7,2.8,10,0.1,0,0,0,0,0.1,0.3
"MATTHEWSTAFFORD","QB","Matthew Stafford","DET",7,7,18.59,0,NA,309,1.6,0.6,2,5.4,0.1,0,0,0,0,0,0.4
"COLINKAEPERNICK","QB","Colin Kaepernick","SF",8,8,18.52,0,NA,211,1.5,0.6,6.8,43.9,0.1,0,0,0,0,0,0.3
"ANDREWLUCK","QB","Andrew Luck","IND",9,9,18.5,0,NA,238,1.9,1.1,4.4,22.8,0.1,0,0,0,0,0.1,0.3
"TONYROMO","QB","Tony Romo","DAL",10,10,17.61,0,NA,281,1.7,0.7,1.5,3.4,0.1,0,0,0,0,0,0.2
"MATTFORTE","RB","Matt Forte","CHI",1,11,17.1,0,NA,0,0,0,18.7,78.7,0.8,4.5,36.4,0.1,0,0,0.2
"TOMBRADY","QB","Tom Brady","NE",11,12,17.01,0,NA,288,1.4,0.4,1.8,2.8,0.1,0,0,0,0,0,0.3
"BENROETHLISBERGER","QB","Ben Roethlisberger","PIT",12,13,16.83,0,NA,261,1.6,0.6,2.2,6.5,0.1,0,0,0,0,0,0.3
"DEMARCOMURRAY","RB","DeMarco Murray","DAL",2,14,16.65,0,NA,0,0,0,20,93.7,0.7,3.3,28,0.1,0,0,0.2
"KIRKCOUSINS","QB","Kirk Cousins","WAS",13,15,16.2,0,NA,284,1.5,1.2,1.4,5.6,0.1,0,0,0,0,0,0.4
"CAMNEWTON","QB","Cam Newton","CAR",14,16,16.09,0,NA,224,1.1,0.7,5.4,28.1,0.1,0,0,0,0,0,0.2
"JAMAALCHARLES","RB","Jamaal Charles","KC",3,17,15.74,0,NA,0,0,0,16.2,75.7,0.7,4.2,34,0.1,0,0,0.2
"DONALDBROWN","RB","Donald Brown","SD",4,18,15.69,0,NA,0,0,0,21,90.4,0.6,2.6,22.9,0.1,0,0,0.1
"ALEXSMITH","QB","Alex Smith","KC",15,19,15.57,0,NA,237,1.5,1.2,3.8,19.1,0,0,0,0,0,0,0.3
"ELIMANNING","QB","Eli Manning","NYG",16,20,15.54,0,NA,276,1.5,1.1,1.2,1.4,0,0,0,0,0,0,0.3
"TEDDYBRIDGEWATER","QB","Teddy Bridgewater","MIN",17,21,15.4,0,NA,215,1.5,1,4.4,17.9,0.1,0,0,0,0,0,0.3
"BLAKEBORTLES","QB","Blake Bortles","JAX",18,22,15.35,0,NA,274,1.1,1.1,3.3,16,0.1,0,0,0,0,0,0.4
"LEVEONBELL","RB","Le'Veon Bell","PIT",5,23,15,0,NA,0,0,0,18.4,74.3,0.6,3.7,31.9,0.2,0,0,0.1
"CHARLIEWHITEHURST","QB","Charlie Whitehurst","TEN",19,24,14.99,0,NA,272,1.2,0.9,2.4,4.7,0.1,0,0,0,0,0,0.4
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",20,25,14.87,0,NA,224,1.3,0.9,2.8,13.5,0.1,0,0,0,0,0,0.3
"CALVINJOHNSON","WR","Calvin Johnson","DET",1,26,14.83,0,NA,0,0,0,0,0,0,7,106,0.7,0,0,0.1
"GENOSMITH","QB","Geno Smith","NYJ",21,27,14.7,0,NA,213,1,0.9,4.3,20.5,0.3,0,0,0,0,0,0.3
"MIKEGLENNON","QB","Mike Glennon","TB",22,28,14.6,0,NA,243,1.2,0.3,2.2,4.7,0.1,0,0,0,0,0,0.3
"JOEFLACCO","QB","Joe Flacco","BAL",23,29,14.41,0,NA,248,1.2,0.9,2.4,5.3,0.1,0,0,0,0,0,0.3
