"name","pos","name_yahoo","team_yahoo","positionRank_yahoo","overallRank_yahoo","pts_yahoo","passAtt_yahoo","passComp_yahoo","passYds_yahoo","passTds_yahoo","passInt_yahoo","rushAtt_yahoo","rushYds_yahoo","rushTds_yahoo","rec_yahoo","recYds_yahoo","recTds_yahoo","returnTds_yahoo","twoPts_yahoo","fumbles_yahoo"
"JUSTINFORSETT","RB","Justin Forsett","BAL",1,1,31,2,NA,0,0,0,22,182,2,2,8,0,0,0,0
"DREWBREES","QB","Drew Brees","NO",1,2,29.3,0,NA,420,3,1,3,15,0,0,0,0,0,0,0
"PEYTONMANNING","QB","Peyton Manning","DEN",2,3,28.08,0,NA,257,4,0,2,-2,0,0,0,0,0,1,0
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",3,4,27.62,0,NA,228,3,1,4,15,1,0,0,0,0,0,0
"DEMARYIUSTHOMAS","WR","Demaryius Thomas","DEN",1,5,26.7,13,NA,0,0,0,0,0,0,10,87,3,0,0,0
"ODELLBECKHAM","WR","Odell Beckham Jr.","NYG",2,6,26.4,11,NA,0,0,0,1,-2,0,10,146,2,0,0,0
"EDDIELACY","RB","Eddie Lacy","GB",2,7,25.8,2,NA,0,0,0,25,125,1,2,13,1,0,0,0
"CJANDERSON","RB","C.J. Anderson","DEN",3,8,25.5,4,NA,0,0,0,27,167,1,4,28,0,0,0,0
"TONYROMO","QB","Tony Romo","DAL",4,9,24.8,0,NA,275,4,0,1,-2,0,0,0,0,0,0,1
"ELIMANNING","QB","Eli Manning","NYG",5,10,24.52,0,NA,338,3,1,0,0,0,0,0,0,0,0,0
"LATAVIUSMURRAY","RB","Latavius Murray","OAK",4,11,23.2,0,NA,0,0,0,4,112,2,0,0,0,0,0,0
"MATTFORTE","RB","Matt Forte","CHI",4,11,23.2,6,NA,0,0,0,23,89,2,5,23,0,0,0,0
"TOMBRADY","QB","Tom Brady","NE",6,13,20.96,0,NA,349,2,1,0,0,0,0,0,0,0,0,0
"ISAIAHCROWELL","RB","Isaiah Crowell","CLE",6,14,20.8,0,NA,0,0,0,12,88,2,0,0,0,0,0,0
"DEZBRYANT","WR","Dez Bryant","DAL",3,15,20.6,9,NA,0,0,0,0,0,0,7,86,2,0,0,0
"ZACHMETTENBERGER","QB","Zach Mettenberger","TEN",7,15,20.6,0,NA,345,2,1,2,-2,0,0,0,0,0,0,0
"TEDDYBRIDGEWATER","QB","Teddy Bridgewater","MIN",7,15,20.6,0,NA,210,2,1,5,32,0,0,0,0,0,1,0
"LEGARRETTEBLOUNT","RB","LeGarrette Blount","NE",7,18,19.8,0,NA,0,0,0,12,78,2,0,0,0,0,0,0
"AARONRODGERS","QB","Aaron Rodgers","GB",9,19,19.76,0,NA,209,2,0,6,34,0,0,0,0,0,0,0
"RUSSELLWILSON","QB","Russell Wilson","SEA",10,20,19.74,0,NA,211,1,0,10,73,0,0,0,0,0,0,0
"TYHILTON","WR","T.Y. Hilton","IND",4,21,19.7,5,NA,0,0,0,1,15,0,4,122,1,0,0,0
"ANQUANBOLDIN","WR","Anquan Boldin","SF",4,21,19.7,12,NA,0,0,0,0,0,0,9,137,1,0,0,0
"LESEANMCCOY","RB","LeSean McCoy","PHI",8,23,19.1,1,NA,0,0,0,21,130,1,1,1,0,0,0,0
"ALFREDMORRIS","RB","Alfred Morris","WAS",9,24,19,1,NA,0,0,0,21,125,1,1,5,0,0,0,0
"JAMAALCHARLES","RB","Jamaal Charles","KC",10,25,18.2,7,NA,0,0,0,19,80,0,4,42,1,0,0,0
"KYLEORTON","QB","Kyle Orton","BUF",11,25,18.2,0,NA,230,2,0,1,10,0,0,0,0,0,0,0
"ALEXSMITH","QB","Alex Smith","KC",12,27,17.86,0,NA,234,2,0,2,5,0,0,0,0,0,0,0
"ROBERTWOODS","WR","Robert Woods","BUF",6,28,17.8,11,NA,0,0,0,0,0,0,9,118,1,0,0,0
"RYANMATHEWS","RB","Ryan Mathews","SD",11,29,17.3,2,NA,0,0,0,12,105,1,2,8,0,0,0,0
"JARVISLANDRY","WR","Jarvis Landry","MIA",7,30,17,11,NA,0,0,0,0,0,0,7,50,2,0,0,0
"JIMMYGRAHAM","TE","Jimmy Graham","NO",1,31,16.7,10,NA,0,0,0,0,0,0,6,47,2,0,0,0
"MATTRYAN","QB","Matt Ryan","ATL",13,32,16.52,0,NA,273,2,1,2,6,0,0,0,0,0,0,1
"TIMWRIGHT","TE","Tim Wright","NE",2,33,15.6,6,NA,0,0,0,0,0,0,5,36,2,0,0,0
"JEREMYHILL","RB","Jeremy Hill","CIN",12,33,15.6,1,NA,0,0,0,18,87,1,1,9,0,0,0,0
"DELANIEWALKER","TE","Delanie Walker","TEN",3,35,15.5,9,NA,0,0,0,0,0,0,5,155,0,0,0,0
"ANDREWLUCK","QB","Andrew Luck","IND",14,36,15.02,0,NA,253,1,0,8,49,0,0,0,0,0,0,2
"STEDMANBAILEY","WR","Stedman Bailey","STL",8,37,14.9,9,NA,0,0,0,0,0,0,7,89,1,0,0,0
"STEVESMITH","WR","Steve Smith Sr.","BAL",8,37,14.9,6,NA,0,0,0,0,0,0,4,89,1,0,0,0
"JOSHMCCOWN","QB","Josh McCown","TB",15,39,14.84,0,NA,341,1,2,3,12,0,0,0,0,0,0,1
"EMMANUELSANDERS","WR","Emmanuel Sanders","DEN",10,40,14.8,13,NA,0,0,0,1,3,0,9,125,0,0,1,0
"MARKSANCHEZ","QB","Mark Sanchez","PHI",16,41,14.68,0,NA,307,1,2,4,4,0,0,0,0,0,0,0
"COLINKAEPERNICK","QB","Colin Kaepernick","SF",17,42,14.64,0,NA,256,1,1,9,14,0,0,0,0,0,0,0
"PHILIPRIVERS","QB","Philip Rivers","SD",18,43,14.54,0,NA,291,1,1,3,-1,0,0,0,0,0,0,0
"DEMARCOMURRAY","RB","DeMarco Murray","DAL",13,44,14.3,3,NA,0,0,0,24,121,0,2,22,0,0,0,0
