"name","pos","name_yahoo","team_yahoo","positionRank_yahoo","overallRank_yahoo","pts_yahoo","passAtt_yahoo","passComp_yahoo","passYds_yahoo","passTds_yahoo","passInt_yahoo","rushAtt_yahoo","rushYds_yahoo","rushTds_yahoo","rec_yahoo","recYds_yahoo","recTds_yahoo","returnTds_yahoo","twoPts_yahoo","fumbles_yahoo"
"MIKEEVANS","WR","Mike Evans","TB",1,1,32.9,9,NA,NA,NA,NA,NA,NA,NA,7,209,2,NA,NA,NA
"AARONRODGERS","QB","Aaron Rodgers","GB",1,2,28.84,NA,NA,341,3,0,3,32,0,NA,NA,NA,NA,NA,0
"JAMAALCHARLES","RB","Jamaal Charles","KC",1,3,27.8,2,NA,NA,NA,NA,20,159,2,2,19,0,NA,NA,1
"JAYCUTLER","QB","Jay Cutler","CHI",2,4,25.3,NA,NA,330,3,2,5,21,0,NA,NA,NA,NA,NA,NA
"EDDIELACY","RB","Eddie Lacy","GB",2,5,23.4,4,NA,NA,NA,NA,10,69,1,3,45,1,NA,NA,NA
"RUSSELLWILSON","QB","Russell Wilson","SEA",3,6,22.22,NA,NA,178,2,0,8,71,0,NA,NA,NA,NA,NA,NA
"ANDYDALTON","QB","Andy Dalton","CIN",4,7,22,NA,NA,220,3,0,5,12,0,NA,NA,NA,NA,NA,NA
"JONASGRAY","RB","Jonas Gray","NE",3,7,22,NA,NA,NA,NA,NA,14,100,2,NA,NA,NA,NA,NA,NA
"BRANDONMARSHALL","WR","Brandon Marshall","CHI",2,9,21,9,NA,NA,NA,NA,NA,NA,NA,7,90,2,NA,NA,NA
"CAMNEWTON","QB","Cam Newton","CAR",5,10,20.68,NA,NA,292,2,2,5,30,0,NA,NA,NA,NA,NA,NA
"JOSHMCCOWN","QB","Josh McCown","TB",6,11,20.32,NA,NA,288,2,0,3,8,0,NA,NA,NA,NA,NA,0
"ALSHONJEFFERY","WR","Alshon Jeffery","CHI",3,12,19.5,16,NA,NA,NA,NA,NA,NA,NA,11,135,1,NA,NA,NA
"KENNYBRITT","WR","Kenny Britt","STL",4,13,18.8,7,NA,NA,NA,NA,NA,NA,NA,4,128,1,NA,NA,NA
"AJGREEN","WR","A.J. Green","CIN",5,14,18.7,8,NA,NA,NA,NA,NA,NA,NA,6,127,1,NA,NA,NA
"DREWSTANTON","QB","Drew Stanton","ARI",7,15,17.84,NA,NA,306,2,2,4,-4,0,NA,NA,NA,NA,NA,NA
"MATTFORTE","RB","Matt Forte","CHI",4,16,17.5,6,NA,NA,NA,NA,26,117,0,6,58,0,NA,NA,NA
"PEYTONMANNING","QB","Peyton Manning","DEN",8,17,17.46,NA,NA,389,1,2,1,-1,0,NA,NA,NA,NA,NA,NA
"MICHAELFLOYD","WR","Michael Floyd","ARI",6,18,17.4,5,NA,NA,NA,NA,NA,NA,NA,2,54,2,NA,NA,NA
"KELVINBENJAMIN","WR","Kelvin Benjamin","CAR",7,19,16.9,12,NA,NA,NA,NA,NA,NA,NA,9,109,1,NA,NA,NA
