"name","pos","name_yahoo","team_yahoo","positionRank_yahoo","overallRank_yahoo","pts_yahoo","passAtt_yahoo","passComp_yahoo","passYds_yahoo","passTds_yahoo","passInt_yahoo","rushAtt_yahoo","rushYds_yahoo","rushTds_yahoo","rec_yahoo","recYds_yahoo","recTds_yahoo","returnTds_yahoo","twoPts_yahoo","fumbles_yahoo"
"BENROETHLISBERGER","QB","Ben Roethlisberger","PIT",1,1,35.7,0,NA,340,6,0,2,1,0,0,0,0,0,0,1
"ANDREWLUCK","QB","Andrew Luck","IND",2,2,30.66,0,NA,354,4,0,2,5,0,0,0,0,0,0,0
"TOMBRADY","QB","Tom Brady","NE",3,3,28.72,0,NA,333,4,1,2,4,0,0,0,0,0,0,0
"JEREMYHILL","RB","Jeremy Hill","CIN",1,4,28.3,1,NA,0,0,0,24,154,2,1,9,0,0,0,0
"RYANTANNEHILL","QB","Ryan Tannehill","MIA",4,5,28.22,0,NA,288,3,0,4,47,0,0,0,0,0,0,0
"JEREMYMACLIN","WR","Jeremy Maclin","PHI",1,6,27.8,7,NA,0,0,0,0,0,0,6,158,2,0,0,0
"MARSHAWNLYNCH","RB","Marshawn Lynch","SEA",2,7,26.3,5,NA,0,0,0,21,67,2,5,76,0,0,0,0
"MATTASIATA","RB","Matt Asiata","MIN",3,8,25.7,5,NA,0,0,0,10,26,3,4,31,0,0,1,0
"MIKEEVANS","WR","Mike Evans","TB",2,9,24.4,11,NA,0,0,0,0,0,0,7,124,2,0,0,0
"PEYTONMANNING","QB","Peyton Manning","DEN",5,10,23.82,0,NA,438,2,2,2,3,0,0,0,0,0,0,0
"ALLENHURNS","WR","Allen Hurns","JAX",3,11,23.2,9,NA,0,0,0,0,0,0,7,112,2,0,0,0
"MARKINGRAM","RB","Mark Ingram","NO",4,12,23,2,NA,0,0,0,30,100,2,1,10,0,0,0,0
"ALFREDMORRIS","RB","Alfred Morris","WAS",5,13,22.9,3,NA,0,0,0,19,92,2,2,17,0,0,0,0
"ELIMANNING","QB","Eli Manning","NYG",6,14,22.16,0,NA,359,2,0,1,18,0,0,0,0,0,0,1
"JULIANEDELMAN","WR","Julian Edelman","NE",4,15,20.9,10,NA,0,0,0,0,0,0,9,89,1,1,0,0
"CARSONPALMER","QB","Carson Palmer","ARI",7,16,20.76,0,NA,249,3,1,2,-2,0,0,0,0,0,0,0
"ANTONIOBROWN","WR","Antonio Brown","PIT",5,17,20.4,16,NA,0,0,0,0,0,0,11,144,1,0,0,0
"RYANFITZPATRICK","QB","Ryan Fitzpatrick","HOU",8,18,20.02,0,NA,203,2,1,6,49,0,0,0,0,0,0,0
