"name","name_cbs","pos","team_cbs","positionRank_cbs","overallRank_cbs","passAtt_cbs","passComp_cbs","passYds_cbs","passTds_cbs","passInt_cbs","passCompPct_cbs","passYdsPerAtt_cbs","rushAtt_cbs","rushYds_cbs","rushYdsPerAtt_cbs","rushTds_cbs","rec_cbs","recYds_cbs","recYdsPerRec_cbs","recTds_cbs","twoPts_cbs","fumbles_cbs","pts_cbs"
"ANDREWLUCK","Andrew Luck","QB","IND",1,1,37,29,339,2,0,78.4,9.2,4,23,5.8,1,NA,NA,NA,NA,NA,0,33
"AARONRODGERS","Aaron Rodgers","QB","GB",2,2,29,20,257,3,0,69,8.9,1,5,5,0,NA,NA,NA,NA,NA,0,28
"PEYTONMANNING","Peyton Manning","QB","DEN",2,2,38,29,301,3,1,76.3,7.9,0,0,0,0,NA,NA,NA,NA,NA,0,28
"JAYCUTLER","Jay Cutler","QB","CHI",4,4,34,25,321,2,0,73.5,9.4,3,14,4.7,0,NA,NA,NA,NA,NA,0,25
"JAMAALCHARLES","Jamaal Charles","RB","KC",1,5,NA,NA,NA,NA,NA,NA,NA,21,108,5.1,1,3,24,8,1,NA,0,24
"TOMBRADY","Tom Brady","QB","NE",5,6,33,24,299,2,0,72.7,9.1,1,0,0,0,NA,NA,NA,NA,NA,0,23
"DREWBREES","Drew Brees","QB","NO",6,7,36,24,264,2,0,66.7,7.3,0,0,0,0,NA,NA,NA,NA,NA,0,22
"MATTFORTE","Matt Forte","RB","CHI",2,7,NA,NA,NA,NA,NA,NA,NA,24,121,5,1,4,42,10.5,0,NA,0,22
"TONYROMO","Tony Romo","QB","DAL",7,9,33,24,240,2,0,72.7,7.3,1,0,0,0,NA,NA,NA,NA,NA,0,21
"JOSHMCCOWN","Josh McCown","QB","TB",7,9,38,24,264,2,1,63.2,6.9,4,14,3.5,0,NA,NA,NA,NA,NA,0,21
"COLINKAEPERNICK","Colin Kaepernick","QB","SF",9,11,27,19,182,2,0,70.4,6.7,4,14,3.5,0,NA,NA,NA,NA,NA,0,20
"ANDYDALTON","Andy Dalton","QB","CIN",9,11,31,20,252,2,1,64.5,8.1,2,6,3,0,NA,NA,NA,NA,NA,0,20
