"name","name_cbs","pos","team_cbs","positionRank_cbs","overallRank_cbs","passAtt_cbs","passComp_cbs","passYds_cbs","passTds_cbs","passInt_cbs","passCompPct_cbs","passYdsPerAtt_cbs","rushAtt_cbs","rushYds_cbs","rushYdsPerAtt_cbs","rushTds_cbs","rec_cbs","recYds_cbs","recYdsPerRec_cbs","recTds_cbs","twoPts_cbs","fumbles_cbs","pts_cbs"
"PEYTONMANNING","Peyton Manning","QB","DEN",1,1,33,31,403,3,0,93.9,12.2,2,0,0,0,NA,NA,NA,NA,NA,0,34
"DREWBREES","Drew Brees","QB","NO",2,2,37,29,362,2,0,78.4,9.8,2,0,0,0,NA,NA,NA,NA,NA,0,26
"TONYROMO","Tony Romo","QB","DAL",2,2,40,30,319,3,1,75,8,2,5,2.5,0,NA,NA,NA,NA,NA,1,26
"ANDREWLUCK","Andrew Luck","QB","IND",4,4,41,29,361,2,1,70.7,8.8,3,18,6,0,NA,NA,NA,NA,NA,0,25
"TOMBRADY","Tom Brady","QB","NE",5,5,39,27,302,2,0,69.2,7.7,1,0,0,0,NA,NA,NA,NA,NA,0,24
"MATTRYAN","Matt Ryan","QB","ATL",6,6,40,26,329,2,1,65,8.2,2,7,3.5,0,NA,NA,NA,NA,NA,0,23
"MATTHEWSTAFFORD","Matthew Stafford","QB","DET",6,6,30,21,292,2,0,70,9.7,3,1,0.3,0,NA,NA,NA,NA,NA,0,23
"NICKFOLES","Nick Foles","QB","PHI",6,6,36,27,283,2,0,75,7.9,3,9,3,0,NA,NA,NA,NA,NA,0,23
"AARONRODGERS","Aaron Rodgers","QB","GB",6,6,37,25,282,2,1,67.6,7.6,4,20,5,0,NA,NA,NA,NA,NA,0,23
"JAYCUTLER","Jay Cutler","QB","CHI",6,6,32,24,323,2,1,75,10.1,3,10,3.3,0,NA,NA,NA,NA,NA,0,23
"COLINKAEPERNICK","Colin Kaepernick","QB","SF",11,11,34,25,283,2,1,73.5,8.3,5,31,6.2,0,NA,NA,NA,NA,NA,1,22
"JIMMYGRAHAM","Jimmy Graham","TE","NO",1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,104,11.6,2,NA,0,22
"RUSSELLWILSON","Russell Wilson","QB","SEA",12,13,24,16,222,2,0,66.7,9.2,5,31,6.2,0,NA,NA,NA,NA,NA,1,21
"BENROETHLISBERGER","Ben Roethlisberger","QB","PIT",12,13,30,23,279,2,1,76.7,9.3,2,2,1,0,NA,NA,NA,NA,NA,0,21
"CARSONPALMER","Carson Palmer","QB","ARI",14,15,37,26,263,2,1,70.3,7.1,1,0,0,0,NA,NA,NA,NA,NA,0,20
"DEZBRYANT","Dez Bryant","WR","DAL",1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,82,11.7,2,NA,0,20
"ANDYDALTON","Andy Dalton","QB","CIN",15,17,38,25,285,2,1,65.8,7.5,2,6,3,0,NA,NA,NA,NA,NA,1,19
"JAKELOCKER","Jake Locker","QB","TEN",15,17,28,20,247,2,0,71.4,8.8,3,8,2.7,0,NA,NA,NA,NA,NA,1,19
"PHILIPRIVERS","Philip Rivers","QB","SD",15,17,43,26,289,2,2,60.5,6.7,0,0,0,0,NA,NA,NA,NA,NA,0,19
"ALEXSMITH","Alex Smith","QB","KC",18,20,36,24,264,0,0,66.7,7.3,5,25,5,1,NA,NA,NA,NA,NA,0,18
"ROBERTGRIFFIN","Robert Griffin III","QB","WAS",18,20,33,25,308,1,1,75.8,9.3,5,44,8.8,0,NA,NA,NA,NA,NA,1,18
"GENOSMITH","Geno Smith","QB","NYJ",18,20,33,22,233,1,0,66.7,7.1,5,32,6.4,0,NA,NA,NA,NA,NA,0,18
