"name","name_cbs","pos","team_cbs","positionRank_cbs","overallRank_cbs","passAtt_cbs","passComp_cbs","passYds_cbs","passTds_cbs","passInt_cbs","passCompPct_cbs","passYdsPerAtt_cbs","rushAtt_cbs","rushYds_cbs","rushYdsPerAtt_cbs","rushTds_cbs","rec_cbs","recYds_cbs","recYdsPerRec_cbs","recTds_cbs","twoPts_cbs","fumbles_cbs","pts_cbs"
"PEYTONMANNING","Peyton Manning","QB","DEN",1,1,34,26,279,3,0,76.5,8.2,0,0,0,0,NA,NA,NA,NA,NA,0,29
"TOMBRADY","Tom Brady","QB","NE",1,1,46,32,332,3,1,69.6,7.2,0,0,0,0,NA,NA,NA,NA,NA,0,29
"BENROETHLISBERGER","Ben Roethlisberger","QB","PIT",1,1,32,23,288,3,0,71.9,9,2,0,0,0,NA,NA,NA,NA,NA,0,29
"TONYROMO","Tony Romo","QB","DAL",4,4,30,23,259,3,0,76.7,8.6,2,0,0,0,NA,NA,NA,NA,NA,0,28
"ANDREWLUCK","Andrew Luck","QB","IND",5,5,29,21,232,3,0,72.4,8,3,9,3,0,NA,NA,NA,NA,NA,0,27
"AARONRODGERS","Aaron Rodgers","QB","GB",5,5,36,24,274,3,1,66.7,7.6,3,10,3.3,0,NA,NA,NA,NA,NA,0,27
"DREWBREES","Drew Brees","QB","NO",7,7,43,31,349,2,1,72.1,8.1,0,0,0,0,NA,NA,NA,NA,NA,0,23
"RYANTANNEHILL","Ryan Tannehill","QB","MIA",8,8,33,22,202,2,0,66.7,6.1,4,26,6.5,0,NA,NA,NA,NA,NA,0,22
"ANTONIOBROWN","Antonio Brown","WR","PIT",1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,107,13.4,2,NA,0,22
"DEMARYIUSTHOMAS","Demaryius Thomas","WR","DEN",1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,107,10.7,2,NA,0,22
"ELIMANNING","Eli Manning","QB","NYG",9,11,30,22,227,2,0,73.3,7.6,0,0,0,0,NA,NA,NA,NA,NA,0,21
"MARKSANCHEZ","Mark Sanchez","QB","PHI",9,11,39,27,306,2,2,69.2,7.8,3,10,3.3,0,NA,NA,NA,NA,NA,0,21
"MATTHEWSTAFFORD","Matthew Stafford","QB","DET",9,11,37,26,278,2,1,70.3,7.5,2,4,2,0,NA,NA,NA,NA,NA,0,21
"JAYCUTLER","Jay Cutler","QB","CHI",12,14,36,29,311,2,1,80.6,8.6,2,7,3.5,0,NA,NA,NA,NA,NA,1,20
"DEMARCOMURRAY","DeMarco Murray","RB","DAL",1,14,NA,NA,NA,NA,NA,NA,NA,24,131,5.5,1,3,19,6.3,0,NA,0,20
"RUSSELLWILSON","Russell Wilson","QB","SEA",13,16,26,19,226,0,1,73.1,8.7,8,64,8,1,NA,NA,NA,NA,NA,0,19
"CAMNEWTON","Cam Newton","QB","CAR",13,16,33,24,302,1,1,72.7,9.2,6,32,5.3,0,NA,NA,NA,NA,NA,0,19
"ANDYDALTON","Andy Dalton","QB","CIN",13,16,29,20,227,2,1,69,7.8,2,6,3,0,NA,NA,NA,NA,NA,0,19
"DEZBRYANT","Dez Bryant","WR","DAL",3,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,136,15.1,1,NA,0,19
