"name","name_cbs","pos","team_cbs","positionRank_cbs","overallRank_cbs","passAtt_cbs","passComp_cbs","passYds_cbs","passTds_cbs","passInt_cbs","passCompPct_cbs","passYdsPerAtt_cbs","rushAtt_cbs","rushYds_cbs","rushYdsPerAtt_cbs","rushTds_cbs","rec_cbs","recYds_cbs","recYdsPerRec_cbs","recTds_cbs","twoPts_cbs","fumbles_cbs","pts_cbs"
"DREWBREES","Drew Brees","QB","NO",1,1,30,24,284,4,0,80,9.5,1,0,0,0,NA,NA,NA,NA,NA,0,35
"AARONRODGERS","Aaron Rodgers","QB","GB",2,2,29,18,272,2,0,62.1,9.4,5,18,3.6,1,NA,NA,NA,NA,NA,0,29
"MATTHEWSTAFFORD","Matthew Stafford","QB","DET",3,3,43,30,343,2,1,69.8,8,2,8,4,0,NA,NA,NA,NA,NA,0,23
"JAYCUTLER","Jay Cutler","QB","CHI",3,3,30,20,233,3,2,66.7,7.8,3,6,2,0,NA,NA,NA,NA,NA,0,23
"PEYTONMANNING","Peyton Manning","QB","DEN",3,3,37,27,346,2,1,73,9.4,0,0,0,0,NA,NA,NA,NA,NA,0,23
"MATTRYAN","Matt Ryan","QB","ATL",6,6,29,20,257,2,0,69,8.9,1,0,0,0,NA,NA,NA,NA,NA,0,22
"ANDREWLUCK","Andrew Luck","QB","IND",6,6,29,24,237,2,0,82.8,8.2,3,13,4.3,0,NA,NA,NA,NA,NA,0,22
"NICKFOLES","Nick Foles","QB","PHI",6,6,33,26,319,2,1,78.8,9.7,3,7,2.3,0,NA,NA,NA,NA,NA,0,22
"RUSSELLWILSON","Russell Wilson","QB","SEA",9,9,30,19,202,2,1,63.3,6.7,6,30,5,0,NA,NA,NA,NA,NA,0,21
"CAMNEWTON","Cam Newton","QB","CAR",9,9,26,18,161,1,0,69.2,6.2,5,31,6.2,1,NA,NA,NA,NA,NA,0,21
"PHILIPRIVERS","Philip Rivers","QB","SD",9,9,35,27,298,2,1,77.1,8.5,2,0,0,0,NA,NA,NA,NA,NA,0,21
"TOMBRADY","Tom Brady","QB","NE",12,12,24,19,210,2,0,79.2,8.8,1,0,0,0,NA,NA,NA,NA,NA,0,20
"TONYROMO","Tony Romo","QB","DAL",12,12,31,23,256,2,0,74.2,8.3,3,0,0,0,NA,NA,NA,NA,NA,1,20
"LESEANMCCOY","LeSean McCoy","RB","PHI",1,14,NA,NA,NA,NA,NA,NA,NA,23,117,5.1,1,3,20,6.7,0,NA,0,19
"ANDYDALTON","Andy Dalton","QB","CIN",14,15,30,24,216,2,1,80,7.2,2,7,3.5,0,NA,NA,NA,NA,NA,0,18
"COLINKAEPERNICK","Colin Kaepernick","QB","SF",14,15,38,25,281,1,2,65.8,7.4,4,15,3.8,1,NA,NA,NA,NA,NA,1,18
"RYANTANNEHILL","Ryan Tannehill","QB","MIA",14,15,29,17,196,2,1,58.6,6.8,3,11,3.7,0,NA,NA,NA,NA,NA,0,18
"KIRKCOUSINS","Kirk Cousins","QB","WAS",14,15,33,20,200,2,1,60.6,6.1,2,7,3.5,0,NA,NA,NA,NA,NA,0,18
"CALVINJOHNSON","Calvin Johnson","WR","DET",1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,124,13.8,1,NA,0,18
"ELIMANNING","Eli Manning","QB","NYG",18,20,33,22,194,2,0,66.7,5.9,1,0,0,0,NA,NA,NA,NA,NA,1,17
"JOEFLACCO","Joe Flacco","QB","BAL",18,20,33,26,285,1,0,78.8,8.6,0,0,0,0,NA,NA,NA,NA,NA,0,17
"DEMARCOMURRAY","DeMarco Murray","RB","DAL",2,20,NA,NA,NA,NA,NA,NA,NA,24,96,4,1,3,25,8.3,0,NA,0,17
"DEZBRYANT","Dez Bryant","WR","DAL",2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,110,13.8,1,NA,0,17
"JORDYNELSON","Jordy Nelson","WR","GB",2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,115,16.4,1,NA,0,17
"BENROETHLISBERGER","Ben Roethlisberger","QB","PIT",20,25,38,27,319,1,0,71.1,8.4,2,5,2.5,0,NA,NA,NA,NA,NA,1,16
"JAKELOCKER","Jake Locker","QB","TEN",20,25,37,20,183,2,2,54.1,4.9,3,10,3.3,0,NA,NA,NA,NA,NA,0,16
"EJMANUEL","EJ Manuel","QB","BUF",20,25,28,20,226,1,0,71.4,8.1,4,13,3.2,0,NA,NA,NA,NA,NA,0,16
"DREWSTANTON","Drew Stanton","QB","ARI",20,25,31,18,164,2,1,58.1,5.3,1,0,0,0,NA,NA,NA,NA,NA,0,16
"GIOVANIBERNARD","Giovani Bernard","RB","CIN",3,25,NA,NA,NA,NA,NA,NA,NA,20,74,3.7,0,4,35,8.8,1,NA,0,16
"JULIOJONES","Julio Jones","WR","ATL",4,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,102,17,1,NA,0,16
"ALEXSMITH","Alex Smith","QB","KC",24,31,29,19,232,0,1,65.5,8,5,22,4.4,1,NA,NA,NA,NA,NA,0,15
"MARSHAWNLYNCH","Marshawn Lynch","RB","SEA",4,31,NA,NA,NA,NA,NA,NA,NA,26,95,3.7,1,1,6,6,0,NA,0,15
"DEMARYIUSTHOMAS","Demaryius Thomas","WR","DEN",5,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,94,13.4,1,NA,0,15
"BRANDONMARSHALL","Brandon Marshall","WR","CHI",5,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,90,12.9,1,NA,0,15
"JIMMYGRAHAM","Jimmy Graham","TE","NO",1,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,97,16.2,1,NA,0,15
"GENOSMITH","Geno Smith","QB","NYJ",25,36,26,21,214,1,1,80.8,8.2,3,20,6.7,0,NA,NA,NA,NA,NA,0,14
"ALFREDMORRIS","Alfred Morris","RB","WAS",5,36,NA,NA,NA,NA,NA,NA,NA,19,80,4.2,1,1,4,4,0,NA,0,14
"KNILEDAVIS","Knile Davis","RB","KC",5,36,NA,NA,NA,NA,NA,NA,NA,20,78,3.9,1,4,19,4.8,0,NA,0,14
"ANTONIOBROWN","Antonio Brown","WR","PIT",7,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,89,12.7,1,NA,0,14
"RANDALLCOBB","Randall Cobb","WR","GB",7,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,82,13.7,1,NA,0,14
"KEENANALLEN","Keenan Allen","WR","SD",7,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,85,14.2,1,NA,0,14
"JULIANEDELMAN","Julian Edelman","WR","NE",7,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,80,13.3,1,NA,0,14
"JOSHMCCOWN","Josh McCown","QB","TB",26,43,32,20,201,1,1,62.5,6.3,4,13,3.2,0,NA,NA,NA,NA,NA,0,13
"JOIQUEBELL","Joique Bell","RB","DET",7,43,NA,NA,NA,NA,NA,NA,NA,16,59,3.7,1,3,23,7.7,0,NA,0,13
"STEVANRIDLEY","Stevan Ridley","RB","NE",7,43,NA,NA,NA,NA,NA,NA,NA,19,79,4.2,1,0,0,0,0,NA,0,13
"AJGREEN","A.J. Green","WR","CIN",11,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,71,14.2,1,NA,0,13
"MIKEWALLACE","Mike Wallace","WR","MIA",11,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,78,15.6,1,NA,0,13
"ALSHONJEFFERY","Alshon Jeffery","WR","CHI",11,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,72,14.4,1,NA,0,13
"PERCYHARVIN","Percy Harvin","WR","SEA",11,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,66,11,1,NA,0,13
"SAMMYWATKINS","Sammy Watkins","WR","BUF",11,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,71,11.8,1,NA,0,13
"MATTCASSEL","Matt Cassel","QB","MIN",27,51,34,22,252,1,2,64.7,7.4,1,0,0,0,NA,NA,NA,NA,NA,0,12
"AHMADBRADSHAW","Ahmad Bradshaw","RB","IND",9,51,NA,NA,NA,NA,NA,NA,NA,15,59,3.9,1,3,10,3.3,0,NA,0,12
"LAMARMILLER","Lamar Miller","RB","MIA",9,51,NA,NA,NA,NA,NA,NA,NA,17,69,4.1,1,2,9,4.5,0,NA,0,12
"BOBBYRAINEY","Bobby Rainey","RB","TB",9,51,NA,NA,NA,NA,NA,NA,NA,15,69,4.6,1,2,8,4,0,NA,0,12
"ZACSTACY","Zac Stacy","RB","STL",9,51,NA,NA,NA,NA,NA,NA,NA,16,68,4.2,1,2,7,3.5,0,NA,0,12
"RASHADJENNINGS","Rashad Jennings","RB","NYG",9,51,NA,NA,NA,NA,NA,NA,NA,15,55,3.7,1,4,12,3,0,NA,0,12
"MATTFORTE","Matt Forte","RB","CHI",9,51,NA,NA,NA,NA,NA,NA,NA,15,42,2.8,1,4,25,6.2,0,NA,0,12
"LEVEONBELL","Le'Veon Bell","RB","PIT",9,51,NA,NA,NA,NA,NA,NA,NA,15,62,4.1,0,6,64,10.7,0,NA,0,12
"JEREMYMACLIN","Jeremy Maclin","WR","PHI",16,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,62,15.5,1,NA,0,12
"MICHAELCRABTREE","Michael Crabtree","WR","SF",16,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,68,13.6,1,NA,0,12
"BRANDINCOOKS","Brandin Cooks","WR","NO",16,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,66,11,1,NA,0,12
"RYANFITZPATRICK","Ryan Fitzpatrick","QB","HOU",28,62,31,16,190,1,1,51.6,6.1,2,1,0.5,0,NA,NA,NA,NA,NA,0,11
"EDDIELACY","Eddie Lacy","RB","GB",16,62,NA,NA,NA,NA,NA,NA,NA,15,50,3.3,1,1,3,3,0,NA,0,11
"KHIRYROBINSON","Khiry Robinson","RB","NO",16,62,NA,NA,NA,NA,NA,NA,NA,15,57,3.8,1,1,3,3,0,NA,0,11
"PIERREGARCON","Pierre Garcon","WR","WAS",19,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,58,9.7,1,NA,0,11
"ZACHERTZ","Zach Ertz","TE","PHI",2,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,51,17,1,NA,0,11
"STEVENJACKSON","Steven Jackson","RB","ATL",18,67,NA,NA,NA,NA,NA,NA,NA,15,49,3.3,1,0,0,0,0,NA,0,10
"ANDREELLINGTON","Andre Ellington","RB","ARI",18,67,NA,NA,NA,NA,NA,NA,NA,16,75,4.7,0,4,32,8,0,NA,0,10
"MONTEEBALL","Montee Ball","RB","DEN",18,67,NA,NA,NA,NA,NA,NA,NA,18,78,4.3,0,3,30,10,0,NA,0,10
"ALFREDBLUE","Alfred Blue","RB","HOU",18,67,NA,NA,NA,NA,NA,NA,NA,13,48,3.7,1,1,3,3,0,NA,0,10
"CJSPILLER","C.J. Spiller","RB","BUF",18,67,NA,NA,NA,NA,NA,NA,NA,15,91,6.1,0,2,10,5,0,NA,0,10
"TERRANCEWEST","Terrance West","RB","CLE",18,67,NA,NA,NA,NA,NA,NA,NA,20,90,4.5,0,2,11,5.5,0,NA,0,10
"ANDREJOHNSON","Andre Johnson","WR","HOU",20,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,105,17.5,0,NA,0,10
"MICHAELFLOYD","Michael Floyd","WR","ARI",20,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,44,11,1,NA,0,10
"KELVINBENJAMIN","Kelvin Benjamin","WR","CAR",20,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,47,11.8,1,NA,0,10
"CORDARRELLEPATTERSON","Cordarrelle Patterson","WR","MIN",20,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,85,17,0,NA,0,10
"MARQUESCOLSTON","Marques Colston","WR","NO",20,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,47,11.8,1,NA,0,10
"ERICDECKER","Eric Decker","WR","NYJ",20,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,46,11.5,1,NA,0,10
"ANTONIOGATES","Antonio Gates","TE","SD",3,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,47,9.4,1,NA,0,10
"JULIUSTHOMAS","Julius Thomas","TE","DEN",3,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,42,10.5,1,NA,0,10
"DARRENSPROLES","Darren Sproles","RB","PHI",24,81,NA,NA,NA,NA,NA,NA,NA,6,20,3.3,0,6,77,12.8,0,NA,0,9
"CHRISIVORY","Chris Ivory","RB","NYJ",24,81,NA,NA,NA,NA,NA,NA,NA,10,37,3.7,1,1,5,5,0,NA,0,9
"JUSTINFORSETT","Justin Forsett","RB","BAL",24,81,NA,NA,NA,NA,NA,NA,NA,15,67,4.5,0,4,33,8.2,0,NA,0,9
"PIERRETHOMAS","Pierre Thomas","RB","NO",24,81,NA,NA,NA,NA,NA,NA,NA,4,17,4.2,0,4,26,6.5,1,NA,0,9
"EMMANUELSANDERS","Emmanuel Sanders","WR","DEN",26,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,96,16,0,NA,0,9
"REGGIEWAYNE","Reggie Wayne","WR","IND",26,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,93,13.3,0,NA,0,9
"VINCENTJACKSON","Vincent Jackson","WR","TB",26,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,37,9.2,1,NA,0,9
"ANQUANBOLDIN","Anquan Boldin","WR","SF",26,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,99,12.4,0,NA,0,9
"STEVESMITH","Steve Smith","WR","BAL",26,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,93,13.3,0,NA,0,9
"VICTORCRUZ","Victor Cruz","WR","NYG",26,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,39,7.8,1,NA,0,9
"ROBGRONKOWSKI","Rob Gronkowski","TE","NE",5,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,36,12,1,NA,0,9
"KYLERUDOLPH","Kyle Rudolph","TE","MIN",5,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,35,8.8,1,NA,0,9
"DENNISPITTA","Dennis Pitta","TE","BAL",5,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,38,6.3,1,NA,0,9
"MARTELLUSBENNETT","Martellus Bennett","TE","CHI",5,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,33,11,1,NA,0,9
"AUSTINDAVIS","Austin Davis","QB","STL",29,95,33,24,261,0,1,72.7,7.9,2,5,2.5,0,NA,NA,NA,NA,NA,0,8
"JONATHANSTEWART","Jonathan Stewart","RB","CAR",28,95,NA,NA,NA,NA,NA,NA,NA,12,48,4,1,1,4,4,0,NA,1,8
"REGGIEBUSH","Reggie Bush","RB","DET",28,95,NA,NA,NA,NA,NA,NA,NA,7,38,5.4,0,6,52,8.7,0,NA,0,8
"LARRYFITZGERALD","Larry Fitzgerald","WR","ARI",32,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,29,7.2,1,NA,0,8
