displayName,team,rushAtt,rushYds,rushTD,receptions,recYds,recTD,fumblesLost
Eddie Lacy,GB,18.0,91.0,1.0,3.0,27.0,0.0,0.0
Adrian Peterson,MIN,19.0,90.0,1.0,3.0,22.0,0.0,0.0
DeMarco Murray,PHI,17.0,81.0,1.0,2.0,18.0,0.0,0.0
Marshawn Lynch,SEA,18.0,77.0,1.0,2.0,19.0,0.0,0.0
Jeremy Hill,CIN,17.0,75.0,1.0,2.0,15.0,0.0,0.0
Matt Forte,CHI,17.0,75.0,1.0,4.0,36.0,0.0,0.0
LeSean McCoy,BUF,18.0,75.0,0.0,2.0,16.0,0.0,0.0
Jamaal Charles,KC,15.0,74.0,1.0,3.0,27.0,0.0,0.0
Alfred Morris,WAS,15.0,70.0,0.0,1.0,9.0,0.0,0.0
Carlos Hyde,SF,17.0,66.0,0.0,1.0,10.0,0.0,0.0
Chris Ivory,NYJ,15.0,65.0,0.0,2.0,9.0,0.0,0.0
C.J. Anderson,DEN,15.0,64.0,1.0,3.0,25.0,0.0,0.0
Lamar Miller,MIA,14.0,63.0,1.0,2.0,16.0,0.0,0.0
Alfred Blue,HOU,15.0,62.0,0.0,2.0,16.0,0.0,0.0
Jonathan Stewart,CAR,15.0,62.0,0.0,2.0,13.0,0.0,0.0
Mark Ingram,NO,15.0,61.0,1.0,2.0,11.0,0.0,0.0
Frank Gore,IND,14.0,60.0,0.0,2.0,17.0,0.0,0.0
Andre Ellington,ARI,14.0,60.0,0.0,3.0,28.0,0.0,0.0
Doug Martin,TB,14.0,57.0,0.0,2.0,11.0,0.0,0.0
Joseph Randle,DAL,13.0,57.0,1.0,1.0,8.0,0.0,0.0
Latavius Murray,OAK,13.0,57.0,0.0,2.0,17.0,0.0,0.0
Justin Forsett,BAL,13.0,55.0,0.0,3.0,23.0,0.0,0.0
T.J. Yeldon,JAC,12.0,55.0,0.0,2.0,16.0,0.0,1.0
DeAngelo Williams,PIT,14.0,54.0,0.0,2.0,18.0,0.0,0.0
Melvin Gordon,SD,13.0,54.0,0.0,1.0,14.0,0.0,0.0
Isaiah Crowell,CLE,14.0,52.0,0.0,1.0,10.0,0.0,0.0
Rashad Jennings,NYG,11.0,51.0,0.0,2.0,15.0,0.0,0.0
Tre Mason,STL,11.0,47.0,0.0,2.0,12.0,0.0,0.0
Ryan Mathews,PHI,8.0,42.0,0.0,1.0,11.0,0.0,0.0
Tevin Coleman,ATL,9.0,39.0,0.0,2.0,12.0,0.0,0.0
Bishop Sankey,TEN,10.0,39.0,0.0,1.0,10.0,0.0,0.0
Dion Lewis,NE,9.0,38.0,1.0,3.0,18.0,0.0,0.0
Joique Bell,DET,10.0,36.0,0.0,2.0,14.0,0.0,0.0
Giovani Bernard,CIN,8.0,35.0,0.0,3.0,21.0,0.0,0.0
Ameer Abdullah,DET,8.0,35.0,0.0,2.0,20.0,0.0,0.0
Darren McFadden,DAL,9.0,33.0,0.0,1.0,9.0,0.0,0.0
Denard Robinson,JAC,6.0,30.0,0.0,2.0,10.0,0.0,0.0
Brandon Bolden,NE,8.0,30.0,0.0,1.0,9.0,0.0,0.0
Devonta Freeman,ATL,8.0,30.0,0.0,2.0,18.0,0.0,0.0
C.J. Spiller,NO,6.0,29.0,0.0,3.0,27.0,0.0,0.0
Chris Johnson,ARI,6.0,26.0,0.0,1.0,8.0,0.0,0.0
Ronnie Hillman,DEN,6.0,25.0,0.0,1.0,11.0,0.0,0.0
Terrance West,TEN,6.0,25.0,0.0,1.0,6.0,0.0,0.0
Andre Williams,NYG,7.0,24.0,0.0,1.0,7.0,0.0,0.0
David Johnson,ARI,5.0,24.0,0.0,2.0,14.0,0.0,0.0
Benjamin Cunningham,STL,6.0,23.0,0.0,3.0,24.0,0.0,0.0
Shane Vereen,NYG,5.0,23.0,0.0,3.0,25.0,0.0,0.0
Duke Johnson,CLE,6.0,23.0,0.0,2.0,15.0,0.0,0.0
Reggie Bush,SF,6.0,23.0,0.0,3.0,15.0,0.0,0.0
Charles Sims,TB,6.0,23.0,0.0,2.0,19.0,0.0,0.0
Jerick McKinnon,MIN,6.0,22.0,0.0,1.0,8.0,0.0,0.0
Zac Stacy,NYJ,5.0,22.0,1.0,1.0,9.0,0.0,0.0
James Starks,GB,5.0,22.0,0.0,1.0,10.0,0.0,0.0
Fozzy Whittaker,CAR,2.0,21.0,0.0,2.0,11.0,0.0,0.0
Knile Davis,KC,6.0,20.0,0.0,1.0,9.0,0.0,0.0
James White,NE,6.0,20.0,0.0,2.0,10.0,0.0,0.0
Jacquizz Rodgers,CHI,3.0,20.0,0.0,2.0,13.0,0.0,0.0
Lance Dunbar,DAL,4.0,20.0,0.0,2.0,13.0,0.0,0.0
Danny Woodhead,SD,5.0,19.0,0.0,3.0,28.0,0.0,0.0
Roy Helu,OAK,4.0,19.0,0.0,2.0,21.0,0.0,0.0
Darren Sproles,PHI,3.0,18.0,0.0,3.0,27.0,0.0,0.0
Bobby Rainey,TB,5.0,18.0,0.0,2.0,15.0,0.0,0.0
Jeremy Langford,CHI,0.0,18.0,0.0,1.0,7.0,0.0,0.0
Dexter McCluster,TEN,3.0,18.0,0.0,3.0,22.0,0.0,0.0
