displayName,team,receptions,recYds,recTD,rushAtt,rushYds,rushTD,fumblesLost
Jimmy Graham,NO,5.0,73.0,0.0,0.0,0.0,0.0,0.0
Jordan Cameron,CLE,5.0,60.0,0.0,0.0,0.0,0.0,0.0
Rob Gronkowski,NE,5.0,60.0,0.0,0.0,0.0,0.0,0.0
Julius Thomas,DEN,5.0,59.0,0.0,0.0,0.0,0.0,0.0
Jason Witten,DAL,5.0,56.0,0.0,0.0,0.0,0.0,0.0
Greg Olsen,CAR,4.0,50.0,0.0,0.0,0.0,0.0,0.0
Dennis Pitta,BAL,4.0,47.0,0.0,0.0,0.0,0.0,0.0
Jordan Reed,WAS,4.0,43.0,0.0,0.0,0.0,0.0,0.0
Jared Cook,STL,4.0,43.0,0.0,0.0,0.0,0.0,0.0
Kyle Rudolph,MIN,4.0,43.0,0.0,0.0,0.0,0.0,0.0
Martellus Bennett,CHI,4.0,43.0,0.0,0.0,0.0,0.0,0.0
Heath Miller,PIT,4.0,42.0,0.0,0.0,0.0,0.0,0.0
Vernon Davis,SF,3.0,41.0,0.0,0.0,0.0,0.0,0.0
Ladarius Green,SD,3.0,41.0,0.0,0.0,0.0,0.0,0.0
Marcedes Lewis,JAC,4.0,40.0,0.0,0.0,0.0,0.0,0.0
Delanie Walker,TEN,3.0,40.0,0.0,0.0,0.0,0.0,0.0
Charles Clay,MIA,4.0,40.0,0.0,0.0,1.0,0.0,0.0
Zach Ertz,PHI,3.0,38.0,0.0,0.0,0.0,0.0,0.0
Travis Kelce,KC,3.0,36.0,0.0,0.0,0.0,0.0,0.0
Antonio Gates,SD,3.0,33.0,0.0,0.0,0.0,0.0,0.0
Scott Chandler,BUF,3.0,33.0,0.0,0.0,0.0,0.0,0.0
Richard Rodgers,GB,3.0,33.0,0.0,0.0,0.0,0.0,0.0
Austin Seferian-Jenkins,TB,3.0,32.0,0.0,0.0,0.0,0.0,0.0
Levine Toilolo,ATL,3.0,32.0,0.0,0.0,0.0,0.0,0.0
Eric Ebron,DET,3.0,31.0,0.0,0.0,0.0,0.0,0.0
Coby Fleener,IND,3.0,31.0,0.0,0.0,0.0,0.0,0.0
Dwayne Allen,IND,3.0,29.0,0.0,0.0,0.0,0.0,0.0
Tyler Eifert,CIN,3.0,29.0,0.0,0.0,0.0,0.0,0.0
John Carlson,ARI,2.0,26.0,0.0,0.0,0.0,0.0,0.0
Brandon Pettigrew,DET,2.0,23.0,0.0,0.0,0.0,0.0,0.0
Mychal Rivera,OAK,2.0,23.0,0.0,0.0,0.0,0.0,0.0
Jermaine Gresham,CIN,2.0,23.0,0.0,0.0,0.0,0.0,0.0
Jace Amaro,NYJ,2.0,23.0,0.0,0.0,0.0,0.0,0.0
Zach Miller,SEA,2.0,23.0,0.0,0.0,0.0,0.0,0.0
Ryan Griffin,HOU,2.0,22.0,0.0,0.0,0.0,0.0,0.0
C.J. Fiedorowicz,HOU,2.0,21.0,0.0,0.0,0.0,0.0,0.0
Anthony Fasano,KC,2.0,21.0,0.0,0.0,0.0,0.0,0.0
Tim Wright,NE,2.0,21.0,0.0,0.0,0.0,0.0,0.0
Ed Dickson,CAR,2.0,20.0,0.0,0.0,0.0,0.0,0.0
Brent Celek,PHI,2.0,19.0,0.0,0.0,0.0,0.0,0.0
Owen Daniels,BAL,2.0,18.0,0.0,0.0,0.0,0.0,0.0
Lance Kendricks,STL,2.0,18.0,0.0,0.0,0.0,0.0,0.0
Gavin Escobar,DAL,2.0,17.0,0.0,0.0,0.0,0.0,0.0
Larry Donnell,NYG,2.0,17.0,0.0,0.0,0.0,0.0,0.0
Jeff Cumberland,NYJ,1.0,16.0,0.0,0.0,0.0,0.0,0.0
Brandon Myers,TB,1.0,16.0,0.0,0.0,0.0,0.0,0.0
Adrien Robinson,NYG,1.0,14.0,0.0,0.0,0.0,0.0,0.0
Andrew Quarless,GB,1.0,14.0,0.0,0.0,0.0,0.0,0.0
Luke Willson,SEA,1.0,14.0,0.0,0.0,0.0,0.0,0.0
Jacob Tamme,DEN,1.0,13.0,0.0,0.0,0.0,0.0,0.0
Logan Paulsen,WAS,2.0,13.0,0.0,0.0,0.0,0.0,0.0
Joseph Fauria,DET,1.0,13.0,0.0,0.0,0.0,0.0,0.0
James Hanna,DAL,2.0,13.0,0.0,0.0,0.0,0.0,0.0
Rob Housler,ARI,1.0,10.0,0.0,0.0,0.0,0.0,0.0
Jim Dray,CLE,2.0,10.0,0.0,0.0,0.0,0.0,0.0
Gary Barnidge,CLE,1.0,8.0,0.0,0.0,0.0,0.0,0.0
Vance McDonald,SF,1.0,7.0,0.0,0.0,0.0,0.0,0.0
Troy Niklas,ARI,1.0,7.0,0.0,0.0,0.0,0.0,0.0
David Ausberry,OAK,1.0,7.0,0.0,0.0,0.0,0.0,0.0
Zach Sudfeld,NYJ,1.0,6.0,0.0,0.0,0.0,0.0,0.0
Benjamin Watson,NO,1.0,6.0,0.0,0.0,0.0,0.0,0.0
Craig Stevens,TEN,1.0,5.0,0.0,0.0,0.0,0.0,0.0
Dion Sims,MIA,1.0,5.0,0.0,0.0,0.0,0.0,0.0
Virgil Green,DEN,1.0,4.0,0.0,0.0,0.0,0.0,0.0
Rhett Ellison,MIN,1.0,4.0,0.0,0.0,0.0,0.0,0.0
Lee Smith,BUF,1.0,4.0,0.0,0.0,0.0,0.0,0.0
