displayName,team,rushAtt,rushYds,rushTD,receptions,recYds,recTD,fumblesLost
Roy Helu,OAK,1.9,7.7,0.0,1.0,8.0,0.0,0.1
Damien Williams,MIA,1.9,7.1,0.0,0.8,5.0,0.0,0.1
Matt Asiata,MIN,1.5,6.5,0.0,1.1,6.7,0.0,0.1
Dri Archer,PIT,1.8,6.4,0.1,0.6,4.3,0.0,0.0
Fozzy Whittaker,CAR,1.3,6.2,0.0,0.8,5.9,0.0,0.1
Anthony Dixon,BUF,1.5,5.0,0.0,0.5,3.8,0.0,0.1
Tim Hightower,NO,1.1,4.3,0.0,0.5,3.2,0.0,0.0
Terrance West,TEN,1.1,3.9,0.0,0.1,0.7,0.0,0.0
Dan Herron,BUF,0.9,3.8,0.0,0.5,3.1,0.0,0.0
Marcel Reece,OAK,1.0,3.8,0.0,2.0,17.5,0.1,0.0
James White,NE,0.9,3.5,0.0,0.6,4.0,0.0,0.0
Will Johnson,PIT,1.0,3.3,0.1,0.3,1.8,0.0,0.0
Cameron Artis-Payne,CAR,0.9,3.3,0.0,0.1,1.0,0.0,0.0
Jamize Olawale,OAK,0.8,2.5,0.0,0.1,0.4,0.0,0.0
Bobby Rainey,TB,0.5,2.4,0.0,0.4,3.1,0.0,0.0
Marcus Murphy,NO,0.7,2.3,0.0,0.4,2.8,0.0,0.0
Fred Jackson,SEA,0.5,2.3,0.0,0.5,4.6,0.0,0.0
Juwan Thompson,DEN,0.5,2.1,0.0,0.1,1.5,0.0,0.0
John Kuhn,GB,0.5,2.0,0.1,0.6,4.1,0.0,0.0
Jalston Fowler,TEN,0.5,2.0,0.0,0.3,2.9,0.0,0.0
Terron Ward,ATL,0.4,1.9,0.0,0.5,4.1,0.0,0.0
Jerome Felton,BUF,0.6,1.9,0.0,0.2,1.4,0.0,0.0
Darrel Young,WAS,0.6,1.5,0.0,0.3,2.2,0.0,0.0
Zach Line,MIN,0.5,1.5,0.1,0.5,5.4,0.0,0.0
Brandon Bolden,NE,0.3,1.5,0.0,0.2,1.2,0.0,0.0
Josh Robinson,IND,0.4,1.4,0.0,0.2,1.2,0.0,0.0
Cedric Peerman,CIN,0.3,1.3,0.0,0.2,1.3,0.0,0.0
Mike James,TB,0.3,1.3,0.0,0.0,0.1,0.0,0.0
Nikita Whitlock,NYG,0.2,0.9,0.0,0.1,0.8,0.0,0.0
Bernard Pierce,JAC,0.3,0.9,0.0,0.1,0.4,0.0,0.0
Alonzo Harris,GB,0.3,0.9,0.0,0.0,0.2,0.0,0.0
Tommy Bohanon,NYJ,0.3,0.8,0.0,0.4,4.5,0.0,0.0
Chase Reynolds,STL,0.2,0.7,0.0,0.1,0.6,0.0,0.0
Rex Burkhead,CIN,0.2,0.7,0.0,0.2,2.1,0.0,0.0
Tyler Clutts,DAL,0.2,0.5,0.0,0.3,1.5,0.0,0.1
Patrick DiMarco,ATL,0.1,0.3,0.0,0.7,5.5,0.0,0.0
Kenjon Barner,PHI,0.1,0.3,0.0,0.0,0.1,0.0,0.0
Bruce Miller,SF,0.1,0.2,0.0,0.9,10.1,0.0,0.0
Jorvorskie Lane,TB,0.1,0.2,0.0,0.0,0.1,0.0,0.0
Isaiah Pead,STL,0.0,0.1,0.0,0.0,0.1,0.0,0.0
Aaron Ripkowski,GB,0.0,0.1,0.0,0.0,0.1,0.0,0.0
Travaris Cadet,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryce Brown,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Forte,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vick Ballard,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcus Thigpen,BUF,0.0,0.0,0.0,0.0,0.2,0.0,0.0
LaMichael James,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Sherman,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edwin Baker,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daryl Richardson,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Develin,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Banyard,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
