displayName,team,rushAtt,rushYds,rushTD,receptions,recYds,recTD,fumblesLost
Adrian Peterson,MIN,21.3,88.4,0.7,2.1,14.2,0.0,0.2
Todd Gurley,STL,18.8,84.1,0.6,2.8,20.0,0.0,0.1
Chris Johnson,ARI,17.0,80.6,0.5,0.6,4.0,0.0,0.1
Thomas Rawls,SEA,17.9,79.6,0.5,2.0,14.8,0.1,0.1
Jonathan Stewart,CAR,17.9,78.8,0.5,1.1,8.1,0.0,0.1
Doug Martin,TB,18.2,77.3,0.4,2.8,22.5,0.1,0.2
Chris Ivory,NYJ,16.1,74.9,0.5,1.2,9.1,0.0,0.1
Darren McFadden,DAL,17.9,73.5,0.4,3.6,26.4,0.0,0.1
DeMarco Murray,PHI,18.4,72.7,0.6,4.0,28.4,0.0,0.2
DeAngelo Williams,PIT,17.5,71.5,0.4,2.4,17.3,0.0,0.1
T.J. Yeldon,JAC,16.2,71.3,0.4,3.0,22.1,0.0,0.1
Latavius Murray,OAK,15.4,70.8,0.4,2.1,14.8,0.0,0.2
LeSean McCoy,BUF,16.4,69.8,0.4,3.0,22.5,0.0,0.2
Eddie Lacy,GB,13.7,69.2,0.4,1.3,9.8,0.0,0.2
LeGarrette Blount,NE,15.7,67.4,0.5,1.1,7.8,0.0,0.1
Alfred Blue,HOU,13.7,64.1,0.3,1.9,15.0,0.0,0.1
Matt Forte,CHI,13.8,63.8,0.3,3.5,26.7,0.1,0.2
Javorius Allen,BAL,15.4,63.6,0.3,2.9,22.8,0.0,0.1
Mark Ingram,NO,14.9,63.3,0.5,3.2,23.2,0.0,0.1
Ronnie Hillman,DEN,13.4,62.8,0.4,1.8,12.4,0.0,0.1
Frank Gore,IND,16.3,61.2,0.4,2.7,20.0,0.1,0.3
Lamar Miller,MIA,12.8,57.5,0.3,3.3,24.5,0.0,0.1
Tevin Coleman,ATL,12.8,56.3,0.4,2.1,15.4,0.0,0.1
Antonio Andrews,TEN,13.6,55.6,0.3,1.8,15.4,0.1,0.1
Jeremy Hill,CIN,12.2,48.4,0.5,1.1,7.7,0.0,0.2
Shaun Draughn,SF,11.6,43.6,0.2,3.0,20.0,0.1,0.1
Rashad Jennings,NYG,10.1,43.4,0.2,1.9,14.3,0.0,0.2
Giovani Bernard,CIN,10.4,42.9,0.3,3.8,30.8,0.1,0.1
Spencer Ware,KC,9.3,41.8,0.4,1.6,11.6,0.0,0.1
Melvin Gordon,SD,14.0,41.7,0.2,1.9,13.9,0.0,0.3
Alfred Morris,WAS,9.3,41.1,0.2,0.9,6.4,0.0,0.1
Matt Jones,WAS,8.6,38.0,0.3,1.9,15.7,0.0,0.4
Charcandrick West,KC,8.5,37.6,0.3,1.4,13.6,0.1,0.2
Ameer Abdullah,DET,9.1,37.4,0.2,1.3,9.3,0.0,0.1
James Starks,GB,9.0,36.2,0.2,2.1,17.7,0.0,0.1
C.J. Anderson,DEN,8.4,36.0,0.2,2.3,15.7,0.0,0.1
Isaiah Crowell,CLE,10.9,35.8,0.2,1.1,9.3,0.0,0.1
Charles Sims,TB,7.1,31.9,0.1,2.3,25.0,0.1,0.2
Jeremy Langford,CHI,8.8,29.6,0.2,2.2,18.3,0.0,0.1
Jonathan Grimes,HOU,5.2,29.4,0.1,1.9,14.4,0.0,0.1
Karlos Williams,BUF,6.5,29.2,0.3,1.0,9.3,0.0,0.1
Ahmad Bradshaw,IND,5.7,28.4,0.2,2.6,18.9,0.1,0.1
Andre Ellington,ARI,5.0,27.1,0.2,1.9,16.8,0.1,0.1
Joique Bell,DET,7.0,24.6,0.2,1.0,8.7,0.0,0.1
Jay Ajayi,MIA,5.5,24.2,0.2,1.0,6.9,0.0,0.1
Danny Woodhead,SD,6.4,24.0,0.1,4.4,40.1,0.3,0.1
David Cobb,TEN,5.1,21.1,0.1,1.1,8.7,0.0,0.1
Chris Polk,HOU,4.7,19.8,0.1,1.1,7.4,0.0,0.1
Bilal Powell,NYJ,5.0,19.1,0.2,2.9,21.9,0.0,0.1
Darren Sproles,PHI,5.3,18.8,0.1,3.1,27.1,0.1,0.1
Denard Robinson,JAC,4.1,17.7,0.2,0.4,2.8,0.0,0.1
Knile Davis,KC,4.3,17.5,0.2,0.8,6.0,0.0,0.0
Orleans Darkwa,NYG,4.0,17.3,0.1,0.5,2.9,0.0,0.1
Terron Ward,ATL,4.2,17.2,0.1,1.3,10.3,0.1,0.1
C.J. Spiller,NO,4.5,17.2,0.1,2.3,16.7,0.1,0.1
Duke Johnson,CLE,7.1,17.0,0.1,3.7,32.6,0.1,0.1
Robert Turbin,DAL,5.4,16.6,0.1,0.9,5.9,0.0,0.1
Raheem Mostert,MIA,3.9,16.5,0.2,0.9,3.8,0.0,0.1
Terrance West,BAL,4.7,16.2,0.1,0.3,2.1,0.0,0.3
Shane Vereen,NYG,3.7,15.4,0.1,3.2,28.7,0.2,0.1
Chris Thompson,WAS,3.2,15.0,0.1,3.1,25.9,0.2,0.1
Tre Mason,STL,3.4,13.9,0.1,0.7,4.6,0.0,0.2
Fred Jackson,SEA,3.0,13.2,0.1,1.7,13.4,0.0,0.1
Andre Williams,NYG,4.6,13.1,0.1,0.2,1.6,0.0,0.1
James White,NE,3.9,12.8,0.1,2.7,20.6,0.2,0.1
Theo Riddick,DET,3.9,12.8,0.0,4.1,35.2,0.2,0.1
Mike Tolbert,CAR,3.2,11.9,0.2,1.1,8.2,0.0,0.0
Kenjon Barner,PHI,3.1,11.7,0.1,0.7,5.0,0.0,0.1
Kendall Gaskins,SF,3.5,11.7,0.1,0.3,2.3,0.0,0.1
Stevan Ridley,NYJ,2.7,10.5,0.1,0.5,2.7,0.0,0.1
Jordan Todman,PIT,2.5,9.6,0.1,0.5,3.1,0.0,0.1
Dexter McCluster,TEN,2.4,9.5,0.0,0.9,7.1,0.0,0.0
